air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
HUM,voice_rate,7,3337,0.07495189360916342,1.4628837126165704e-05,0.0017241538189660367,1746.4678547587382,0.945245375406129,0.33100747995554614,0.07495189360916342
HUM,voice_rate,2,3342,0.0721110517043183,3.0112269525993587e-05,0.0025484162830393376,1748.9862698836646,0.9457594318173705,0.33085439806552147,0.0721110517043183
HUM,voice_rate,1,3343,0.06383375051165215,0.0002214760258362737,0.007575881075605169,1749.3036804354747,0.9458969668171631,0.33086241995164717,0.06383375051165215
HUM,voice_rate,6,3338,0.0638041709421858,0.00022541053988112247,0.007638589266961006,1747.2152208744908,0.9453235730582354,0.3309189219919155,0.0638041709421858
HUM,voice_rate,9,3335,0.06335327704747032,0.0002513075551813618,0.008097154788486322,1745.6462097613048,0.9451155051674157,0.3309914229455849,0.06335327704747032
HUM,voice_rate,10,3334,0.06284355011442283,0.00028247264565804767,0.008642258333194448,1745.216364134763,0.9450653686890423,0.3309833869248289,0.06284355011442283
HUM,voice_rate,4,3340,0.062266784727201374,0.00031734347837064067,0.009214750505758163,1748.3153774666944,0.9455122654761969,0.33083833930048506,0.062266784727201374
HUM,voice_rate,3,3341,0.060797784884337625,0.00043788006581438,0.010985428051876418,1748.667519656721,0.9456228658352163,0.33084637118335725,0.060797784884337625
HUM,voice_rate,0,3344,0.05968553817420792,0.0005538886152848295,0.012490251697311305,1750.6810841756997,0.946071934212596,0.33056856286844455,0.05968553817420792
HUM,voice_rate,8,3336,0.056841748980659836,0.001021643755647297,0.017531772117616484,1746.0663199810276,0.9451732104378192,0.3309994539542613,0.056841748980659836
HUM,voice_rate,5,3339,0.055897101454785186,0.0012323731144586341,0.019430733528725624,1747.9466458266172,0.9454145437354232,0.33083030241223066,0.055897101454785186
