air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
TEMP,voice_rate,2,3342,-0.1629916038492324,2.482613454460757e-21,1.4122327548127447e-11,1697.7451615030286,0.9861060874963634,0.33085439806552147,0.1629916038492324
TEMP,voice_rate,7,3337,-0.15962868690841284,1.737855652088406e-20,3.85491404027534e-11,1694.718770271806,0.9860373401804973,0.33100747995554614,0.15962868690841284
TEMP,voice_rate,1,3343,-0.15514362596513484,1.854995133371428e-19,1.2996221960892314e-10,1698.2041808363479,0.9861211278707499,0.33086241995164717,0.15514362596513484
TEMP,voice_rate,0,3344,-0.15513673797125127,1.8390637672080048e-19,1.2700388270044978e-10,1699.7859277894236,0.9861436112950582,0.33056856286844455,0.15513673797125127
TEMP,voice_rate,10,3334,-0.15459749367497264,2.7760417080641783e-19,1.6068980805150182e-10,1693.317737284603,0.9860114377886273,0.3309833869248289,0.15459749367497264
TEMP,voice_rate,5,3339,-0.1537247434718988,4.1588877257997417e-19,1.9660917607393208e-10,1696.365279240543,0.9860631644121077,0.33083030241223066,0.1537247434718988
TEMP,voice_rate,3,3341,-0.15144477563686085,1.353001469870503e-18,3.603124127371919e-10,1697.2885880297151,0.9860890927107473,0.33084637118335725,0.15144477563686085
TEMP,voice_rate,6,3338,-0.15082905968215385,1.933318125245208e-18,4.3012028632604315e-10,1695.5424232239377,0.9860497488227852,0.3309189219919155,0.15082905968215385
TEMP,voice_rate,4,3340,-0.1492915765576972,4.194574671476665e-18,6.404148240206193e-10,1696.8314580477684,0.986072531250356,0.33083833930048506,0.1492915765576972
TEMP,voice_rate,8,3336,-0.14776993651186476,9.582682710774288e-18,9.898608969162653e-10,1694.2478390354931,0.9860318334685539,0.3309994539542613,0.14776993651186476
TEMP,voice_rate,9,3335,-0.14379732454398972,7.151277565810745e-17,2.7646367546606837e-09,1693.7826741136562,0.9860217292330014,0.3309914229455849,0.14379732454398972
