air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
PM10,voice_rate,0,1974,0.04059825207320449,0.07133014124244176,0.16557215776851905,1168.3824891032948,0.9714411516848283,0.26390848560731417,0.04059825207320449
PM10,voice_rate,1,1973,0.03533963228218808,0.11659492569714246,0.22768883888915467,1166.7638040820957,0.9714422888612955,0.2643311272905241,0.03533963228218808
PM10,voice_rate,2,1972,0.025675214467615688,0.2544406973383369,0.3810686471154774,1166.208273249058,0.9714420110050143,0.26431643009566813,0.025675214467615688
PM10,voice_rate,10,1964,0.02029417681537848,0.36870708704595256,0.5038836703344138,1086.9087096209562,0.9714464779544917,0.2959352560732102,0.02029417681537848
PM10,voice_rate,3,1971,0.014950582838403469,0.507099204457958,0.6100552184321553,1165.6514464852737,0.9714437008292356,0.2643017173916557,0.014950582838403469
PM10,voice_rate,4,1970,0.011162863751445913,0.6204863965771417,0.7034891079227785,1165.0948102035659,0.9714451069907454,0.264286989153923,0.011162863751445913
PM10,voice_rate,9,1965,0.010328854512528818,0.6472530413393947,0.7250469983740837,1162.3153728806635,0.9714465180946765,0.2642131140961588,0.010328854512528818
PM10,voice_rate,5,1969,0.008571244447739195,0.7038705549647657,0.7700986543464935,1164.5385314664566,0.9714459755021121,0.26427224535785604,0.008571244447739195
PM10,voice_rate,8,1966,0.0037538006584685174,0.8678919512828052,0.8982456395906552,1162.8711022842576,0.9714464686118579,0.26422792037274007,0.0037538006584685174
PM10,voice_rate,6,1968,0.0018856989133872073,0.9333740092183248,0.9487582965893044,1163.98226476066,0.9714468301263629,0.26425748597879173,0.0018856989133872073
PM10,voice_rate,7,1967,-0.0004991928429725534,0.9823477922794692,0.9864321791833419,1163.42669589686,0.9714466289403658,0.2642427109920095,0.0004991928429725534
