air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
PM25_roll5,voice_rate_roll5,0,3173,0.04688173900142815,0.008260527644193778,0.5977897321383092,129.245987349049,0.9919191402257052,0.9292313628435864,0.04688173900142815
PM25_roll5,voice_rate_roll5,1,3172,0.04100935661656871,0.02090315108436802,0.6444848491231587,129.09805341664958,0.9919191164433109,0.9292943001368889,0.04100935661656871
PM25_roll5,voice_rate_roll5,20,3153,0.035247527357527855,0.04781212217357749,0.7096629262775263,114.05428012900317,0.991918794996813,0.937757342979744,0.035247527357527855
PM25_roll5,voice_rate_roll5,2,3171,0.034683300091501425,0.05083254242315574,0.696381443220672,129.03148197354776,0.9919190926457728,0.9293095119323656,0.034683300091501425
PM25_roll5,voice_rate_roll5,19,3154,0.03427066359611782,0.054297023803033154,0.7173637183938368,114.08729416744396,0.991918887683981,0.9377591364346339,0.03427066359611782
PM25_roll5,voice_rate_roll5,18,3155,0.0303383103958057,0.08841823777145488,0.748643570575227,114.12031194652872,0.9919189780703122,0.9377609286490134,0.0303383103958057
PM25_roll5,voice_rate_roll5,3,3170,0.02783386269115429,0.11715944315479321,0.7541928752886342,128.99083852991865,0.9919190712554801,0.9293095039837996,0.02783386269115429
PM25_roll5,voice_rate_roll5,17,3156,0.024916198680602204,0.1616894361274436,0.7924417386097851,114.15367335598393,0.9919188522258563,0.9377627196241717,0.024916198680602204
PM25_roll5,voice_rate_roll5,4,3169,0.021334813090500657,0.22987455546826163,0.8103413857274303,128.95019639977653,0.9919190490280666,0.9293094960302142,0.021334813090500657
PM25_roll5,voice_rate_roll5,16,3157,0.018175631590149576,0.3072935215752975,0.8411974664011465,123.99318692356647,0.991918888672789,0.931948464019858,0.018175631590149576
PM25_roll5,voice_rate_roll5,5,3168,0.014616754066448632,0.4108361360204983,0.8694105125405651,128.9094911421766,0.9919190663833314,0.929309488071602,0.014616754066448632
PM25_roll5,voice_rate_roll5,15,3158,0.01097509769918132,0.5375435091473284,0.9041025007707366,122.75966763462715,0.9919189669146533,0.9327010647826304,0.01097509769918132
PM25_roll5,voice_rate_roll5,6,3167,0.00883413188945022,0.6192144578482731,0.9208510360739953,128.84277382660306,0.9919190508029186,0.9293248021247814,0.00883413188945022
PM25_roll5,voice_rate_roll5,14,3159,0.00478397633571929,0.7881001957538711,0.9582919874524045,121.55493005103513,0.9919190432818709,0.9334367398582349,0.00478397633571929
PM25_roll5,voice_rate_roll5,10,3163,-0.004169116332767439,0.8146886219983747,0.9625998114794105,128.69360888513992,0.9919192459389228,0.9293166340265525,0.004169116332767439
PM25_roll5,voice_rate_roll5,11,3162,-0.004108148911266002,0.8173787523961458,0.9631463489165675,128.65648786276734,0.9919191881594663,0.929314588476396,0.004108148911266002
PM25_roll5,voice_rate_roll5,7,3166,0.0037746935229225243,0.831866447263018,0.9661358783822459,128.80545607369558,0.9919191159879802,0.9293227622126653,0.0037746935229225243
PM25_roll5,voice_rate_roll5,9,3164,-0.0031060622873804286,0.8613580664745044,0.9721317371570727,128.7307514811435,0.9919192902639649,0.9293186781650108,0.0031060622873804286
PM25_roll5,voice_rate_roll5,12,3161,-0.0026792021523747516,0.8803126700329558,0.9769298318451843,119.22797303943132,0.9919191308972295,0.9348595466520384,0.0026792021523747516
PM25_roll5,voice_rate_roll5,13,3160,0.0003806878839861969,0.982933373127256,0.9967074771411637,120.37797980952097,0.9919191194695204,0.9341560538824147,0.0003806878839861969
PM25_roll5,voice_rate_roll5,8,3165,-0.0003543736318318051,0.9841003340990336,0.9968198523535157,128.76788246455544,0.9919193419830031,0.9293207208932283,0.0003543736318318051
