air_var,scope,N_voice,N_silent,mean_silent,mean_voice,mean_diff_voice_minus_silent,welch_p_two_sided,welch_p_one_sided_gt,hac_coef_voice,hac_p_two_sided,hac_p_one_sided_gt
CO2,ALL,108,1258,1556.7297297297298,1618.0046296296296,61.274899899899765,0.22971533848415365,0.11485766924207683,61.274899899900824,0.46812587449683096,0.23406293724841548
CO2,VENT_OFF,94,961,1533.3753902185224,1638.7074468085104,105.33205658998804,0.06579007683140714,0.03289503841570357,105.33205658998712,0.2657576360179468,0.1328788180089734
PM1,ALL,61,761,6.6829566360052555,7.387868852459018,0.7049122164537627,0.780830302121174,0.390415151060587,0.7049122164537575,0.8087527747195964,0.4043763873597982
PM1,VENT_OFF,54,575,6.718278260869566,4.171296296296297,-2.546981964573269,0.016398160714542285,0.9918009196427289,-2.5469819645732747,0.04151575334237925,0.9792421233288103
PM25,ALL,61,761,11.547411300919842,13.207213114754099,1.6598018138342567,0.7207431646740764,0.3603715823370382,1.6598018138342512,0.7563076265208218,0.3781538132604109
PM25,VENT_OFF,54,575,11.596556521739132,7.187592592592593,-4.408963929146538,0.014397570868440058,0.99280121456578,-4.4089639291465454,0.03947014579059956,0.9802649271047003
PM10,ALL,61,761,12.467674113009197,14.348524590163935,1.8808504771547376,0.7156349644330249,0.35781748221651244,1.88085047715473,0.7517981028191055,0.37589905140955276
PM10,VENT_OFF,54,575,12.50351304347826,7.649629629629629,-4.8538834138486315,0.015441426960869017,0.9922792865195655,-4.85388341384864,0.04142921963023419,0.9792853901848829
HUM,ALL,110,1281,65.57229556159652,66.89589282889625,1.323597267299732,0.0011848303554004738,0.0005924151777002369,1.3235972672997842,0.03241792244801786,0.01620896122400893
HUM,VENT_OFF,96,978,65.44495185074476,66.88622940103483,1.4412775502900672,0.0015347358260454592,0.0007673679130227296,1.4412775502900457,0.03535548333514714,0.01767774166757357
TEMP,ALL,110,1281,25.185180724320926,24.490730004802113,-0.6944507195188123,5.305257086355958e-09,0.9999999973473714,-0.6944507195187882,4.846977804482757e-05,0.9999757651109776
TEMP,VENT_OFF,96,978,24.950578459392094,24.46913915991418,-0.48143929947791264,0.00012066041047252778,0.9999396697947638,-0.4814392994779103,0.010207151654873903,0.9948964241725631
dCO2,ALL,104,1237,-0.5799110751818917,1.9607692307692315,2.540680305951123,0.05270075336777605,0.026350376683888024,2.5406803059511254,0.14820738376722883,0.07410369188361442
dCO2,VENT_OFF,90,940,3.197882978723404,5.412222222222221,2.214339243498817,0.002256336493625065,0.0011281682468125326,2.2143392434988027,0.007660377969081088,0.003830188984540544
