air_var,noise_var,alt,H0,H1,best_lag_min,N,Neff,rho1_air,rho1_noise,pearson_r,p_two_sided,p_two_sided_adj,p_one_sided_gt,p_one_sided_gt_adj
CO2,voice_rate,greater,"During/after speaking, CO2 does not increase vs silent presence (Δ≤0)","During/after speaking, CO2 increases vs silent presence (Δ>0)",10,1356,589.8015763685703,0.9983445390761486,0.3944230222598826,0.07930068135539968,0.003477129168419468,0.05421002525123304,0.001738564584209734,0.02710501262561652
PM1,voice_rate,greater,"During/after speaking, PM1 does not increase vs silent presence (Δ≤0)","During/after speaking, PM1 increases vs silent presence (Δ>0)",0,822,496.1033452908433,0.9638111457313752,0.2565301977749278,0.021028888649321672,0.5471350361370845,0.6403527863902085,0.27356751806854224,0.32017639319510427
PM25,voice_rate,greater,"During/after speaking, PM25 does not increase vs silent presence (Δ≤0)","During/after speaking, PM25 increases vs silent presence (Δ>0)",0,822,496.08733565610004,0.9638701999722787,0.2565301977749278,0.024004834466329044,0.4919041919953768,0.5937975308600891,0.2459520959976884,0.29689876543004456
PM10,voice_rate,greater,"During/after speaking, PM10 does not increase vs silent presence (Δ≤0)","During/after speaking, PM10 increases vs silent presence (Δ>0)",0,822,496.4121242056814,0.9626724431546343,0.2565301977749278,0.023451969704195948,0.501933999744561,0.6023291384686484,0.2509669998722805,0.3011645692343242
HUM,voice_rate,greater,"During/after speaking, HUM does not increase vs silent presence (Δ≤0)","During/after speaking, HUM increases vs silent presence (Δ>0)",9,1382,636.60622671395,0.9580583928960784,0.38542703327888606,0.18153731309700924,1.0523105381200814e-11,4.004214689954064e-06,5.261552690600407e-12,2.002107344977032e-06
TEMP,voice_rate,greater,"During/after speaking, TEMP does not increase vs silent presence (Δ≤0)","During/after speaking, TEMP increases vs silent presence (Δ>0)",8,1383,668.1437250461336,0.9809946989696291,0.35526790944296804,-0.06901127818659866,0.010252916690908347,0.07467922972952093,0.9948735416545458,0.9626603851352395
dCO2,voice_rate,greater,"During/after speaking, CO2 change rate does not increase vs silent presence (Δ≤0)","During/after speaking, CO2 change rate increases vs silent presence (Δ>0)",3,1338,832.123609430889,0.6661153846568367,0.3499536077605763,0.090823754070643,0.0008810692991352755,0.008761102699098355,0.00044053464956763776,0.004380551349549178
