air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
dPM25,voice_rate,3,600,0.12089437495886508,0.003016951109536493,0.005634926604904343,523.0012130981202,0.3823653216192338,0.17931852599476647,0.12089437495886508
dPM25,voice_rate,9,594,-0.12083077629596062,0.003182763032064993,0.007057540588339185,496.0762268344445,0.3826932568623404,0.23473641142415944,0.12083077629596062
dPM25,voice_rate,10,593,-0.10049961646674309,0.014350691163631076,0.02535268969028894,495.28657676474745,0.3825743960517331,0.23469025376045213,0.10049961646674309
dPM25,voice_rate,0,603,0.03739615665518006,0.3592907195572226,0.38489642294118487,542.346609374336,0.3824591693938721,0.1384627878728493,0.03739615665518006
dPM25,voice_rate,18,585,0.037349324847494945,0.36719385997565857,0.40988710682411744,488.6807985760794,0.38285772886111746,0.23431509530878886,0.037349324847494945
dPM25,voice_rate,7,596,0.03654843451630096,0.3730979505330733,0.4157400261985228,497.730892450914,0.38260989816850327,0.23482824473163177,0.03654843451630096
dPM25,voice_rate,6,597,0.030458987312061155,0.4575816960489931,0.4972307704803137,498.5974689643326,0.3824022588264133,0.23487392205037635,0.030458987312061155
dPM25,voice_rate,4,599,-0.029763294423277763,0.4671766098009425,0.5066846302643548,500.2476617205566,0.382339376538614,0.23496480216183652,0.029763294423277763
dPM25,voice_rate,19,584,0.02780106389748998,0.5025179246609102,0.5400819759286548,487.861720857086,0.3828649694009667,0.2342674502560499,0.02780106389748998
dPM25,voice_rate,8,595,-0.025363579270986772,0.5369165050899322,0.5726793806408352,496.9004170779101,0.38266485412494083,0.2347824081344153,0.025363579270986772
dPM25,voice_rate,13,590,0.018085475096819542,0.6610971415821602,0.6887322242582927,492.9385837547847,0.38212536436908834,0.23455080655582852,0.018085475096819542
dPM25,voice_rate,5,598,-0.01658579646024497,0.6856473710473434,0.7116843681670643,499.4537694529724,0.38223884822844145,0.23491944091943195,0.01658579646024497
dPM25,voice_rate,12,591,0.015172385992058435,0.7128072801098237,0.7365781444453532,493.62042532152816,0.38270735035311987,0.2345974521815315,0.015172385992058435
dPM25,voice_rate,16,587,0.011435045627133046,0.7821888456068783,0.8006644346296156,490.34124501761784,0.38274717834749644,0.23440987994379278,0.011435045627133046
dPM25,voice_rate,15,588,0.0096635267676641,0.8151131570661594,0.8308678426636713,491.17186914835446,0.38269050698128426,0.2344570213104304,0.0096635267676641
dPM25,voice_rate,2,601,0.008966827208202013,0.8263608734322881,0.8353136384489328,540.3059794448636,0.3823435207840658,0.13908813372136775,0.008966827208202013
dPM25,voice_rate,1,602,0.00845103362858196,0.8360686957351237,0.8445202546219636,541.1994739208635,0.3822610601193087,0.1391314339621059,0.00845103362858196
dPM25,voice_rate,11,592,-0.008121426954015862,0.8436800635618888,0.8571106291337103,494.3987629536869,0.38287475142330496,0.2346439342969917,0.008121426954015862
dPM25,voice_rate,20,583,0.0029886179466897776,0.9425966214547865,0.9475500240364154,487.0401393531548,0.3828831361709341,0.23421963551298064,0.0029886179466897776
dPM25,voice_rate,14,589,0.001975398535336953,0.9618439273178095,0.9651395144608207,491.99845937697893,0.38265140154239363,0.23450399655559234,0.001975398535336953
dPM25,voice_rate,17,586,0.0006971910829196867,0.9865633217155841,0.9877181946326135,489.5018813233907,0.38284185979846036,0.23436257157292087,0.0006971910829196867
