air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
dCO2,voice_rate,5,3226,0.062123400214414405,0.00041474253550329677,0.002304147586499884,2405.221600234898,0.4500024226051452,0.323898136078859,0.062123400214414405
dCO2,voice_rate,4,3227,0.06123927847410666,0.0005000680158479394,0.002654872975223244,2405.7725474197364,0.4501131227211873,0.32390643003514613,0.06123927847410666
dCO2,voice_rate,3,3228,0.05759016413258896,0.001062382653984882,0.004717269081962409,2406.2223383154173,0.45028726845810496,0.32391471864778537,0.05759016413258896
dCO2,voice_rate,1,3230,0.056288224535906387,0.0013726898593154734,0.005729083302809994,2407.6637221575625,0.4502952809107565,0.3239312798627621,0.056288224535906387
dCO2,voice_rate,6,3225,0.05562564604245752,0.0015768703315088204,0.006370941921115162,2404.1533155657316,0.45008040802753524,0.3239879534455802,0.05562564604245752
dCO2,voice_rate,2,3229,0.05237554950788338,0.002909943199829104,0.010168799685321648,2406.9581353337567,0.4502817950077749,0.3239230019219392,0.05237554950788338
dCO2,voice_rate,7,3224,0.04055237371872554,0.02129970906686312,0.04684742146561381,2403.2074341185175,0.4500816782993077,0.3240777054680802,0.04055237371872554
dCO2,voice_rate,0,3231,0.035598174417565485,0.04303958338237966,0.08066146585801443,2409.0045239270767,0.4503342512608057,0.3236346367727424,0.035598174417565485
dCO2,voice_rate,12,3219,0.03515531405019862,0.04610597398215793,0.08509005722197034,2399.7726115767327,0.4499553521179781,0.324036240191103,0.03515531405019862
dCO2,voice_rate,9,3222,0.02896815758546857,0.10017274416241075,0.15581328785265505,2401.782720971874,0.45006312536145665,0.3240611354156742,0.02896815758546857
dCO2,voice_rate,15,3216,0.02695738745019291,0.12640552422382448,0.18695590190849604,2398.154474756182,0.44960048545040104,0.32401129666675393,0.02695738745019291
dCO2,voice_rate,14,3217,0.02127709018649424,0.227634619412702,0.29754249548112954,2398.738312555967,0.449690850591313,0.32401961655018574,0.02127709018649424
dCO2,voice_rate,19,3212,0.016835778337949775,0.34015669972130774,0.4201533708973011,2294.9568874398897,0.4493216483082132,0.3706130721398248,0.016835778337949775
dCO2,voice_rate,11,3220,0.01656910387172364,0.3472616822278956,0.4171648065406074,2400.383460524648,0.45002853613783167,0.32404454395900234,0.01656910387172364
dCO2,voice_rate,10,3221,0.012772128654043898,0.46868780672781685,0.5316206938966023,2401.0813301821454,0.45004694347810764,0.32405284236546295,0.012772128654043898
dCO2,voice_rate,20,3211,0.010513031132397613,0.5515008600563484,0.6147753967965452,2294.2443101140766,0.44933059867819075,0.3706047855975051,0.010513031132397613
dCO2,voice_rate,13,3218,0.008822789333378258,0.6168572699906281,0.6657997255448449,2399.2245523786646,0.44984259713928937,0.32402793105656574,0.008822789333378258
dCO2,voice_rate,8,3223,-0.008286697550383517,0.6381595568990787,0.6847952861926351,2402.465249269048,0.45009115295169566,0.324069423114821,0.008286697550383517
dCO2,voice_rate,16,3215,0.004838835638837281,0.7838836026788703,0.812786650255481,2397.5780782852803,0.4495053776090147,0.3240029714010516,0.004838835638837281
dCO2,voice_rate,17,3214,-0.002849838783436701,0.8716988459746645,0.8902253960445365,2347.861370111161,0.44936576630558817,0.346551086655646,0.002849838783436701
dCO2,voice_rate,18,3213,0.0011190413367149063,0.9494429481263832,0.9572606553582627,2295.6680932981903,0.449313487790974,0.37062135330441187,0.0011190413367149063
