air_var,scope,N_voice,N_silent,mean_silent,mean_voice,mean_diff_voice_minus_silent,welch_p_two_sided,welch_p_one_sided_gt,hac_coef_voice,hac_p_two_sided,hac_p_one_sided_gt
CO2,ALL,119,1301,1439.2479861644888,1537.93512605042,98.68713988593117,0.06015452423469648,0.03007726211734824,98.68713988592899,0.24596516777471888,0.12298258388735944
CO2,VENT_OFF,105,1060,1404.1220094339621,1545.7931428571428,141.67113342318066,0.015695086756646746,0.007847543378323373,141.67113342318177,0.1342835527310226,0.0671417763655113
PM1,ALL,70,785,8.22815286624204,7.574142857142858,-0.6540100090991814,0.7722740767880379,0.613862961605981,-0.6540100090991853,0.8077414736265194,0.5961292631867403
PM1,VENT_OFF,63,633,8.461406003159556,4.837777777777778,-3.623628225381778,0.0009623263165250284,0.9995188368417375,-3.623628225381789,0.025674891720975326,0.9871625541395124
PM25,ALL,70,785,14.33392356687898,13.206571428571428,-1.1273521383075522,0.7848513437788264,0.6075743281105868,-1.127352138307561,0.8181268222618506,0.5909365888690747
PM25,VENT_OFF,63,633,14.742827804107426,8.046825396825396,-6.69600240728203,0.00033056601819889055,0.9998347169909005,-6.696002407282043,0.017010701121652667,0.9914946494391736
PM10,ALL,70,785,15.600063694267515,14.292,-1.3080636942675152,0.7757583220979849,0.6121208389510076,-1.3080636942675246,0.8104522825803242,0.5947738587098379
PM10,VENT_OFF,63,633,16.04189573459716,8.543809523809523,-7.498086210787635,0.00030043309556880825,0.9998497834522156,-7.498086210787651,0.016493672880455293,0.9917531635597724
HUM,ALL,121,1325,66.09367865249631,67.06160224426401,0.9679235917677005,0.011116004638222272,0.005558002319111136,0.9679235917677738,0.09687412387103853,0.04843706193551926
HUM,VENT_OFF,107,1080,66.06498760314535,67.07461385866075,1.0096262555153999,0.015928206376476874,0.007964103188238437,1.0096262555154574,0.11439688809307634,0.05719844404653817
TEMP,ALL,121,1325,24.66352159133463,24.548537567159265,-0.11498402417536369,0.2636201833657213,0.8681899083171394,-0.11498402417533929,0.42889845740694,0.78555077129653
TEMP,VENT_OFF,107,1080,24.529914854449643,24.536729948128983,0.006815093679339412,0.9500132621552937,0.47500663107764685,0.0068150936793590355,0.9651218867908905,0.48256094339544525
dCO2,ALL,115,1280,0.5198124999999999,2.4010434782608705,1.8812309782608705,0.12019562745468676,0.06009781372734338,1.8812309782608603,0.2463329701830469,0.12316648509152345
dCO2,VENT_OFF,101,1039,4.07483156881617,5.537623762376237,1.462792193560067,0.028678370667801524,0.014339185333900762,1.4627921935600536,0.05437380816276254,0.02718690408138127
