lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,q_BH
0,3257,1509.9208290616614,0.028256831753200998,0.2725079759071768,1.0977063739817856,1507.9208290616614,0.9501359240290123,0.38573487690098957,-0.018095400053951674,0.482292083251459,0.3813260220485856
1,3256,1508.9890904303998,0.02792845037173276,0.27827041778819067,1.0846043302252544,1506.9890904303998,0.9499448693586099,0.3859537854961366,-0.018823544611432458,0.4649790819738687,0.3813260220485856
2,3256,1499.3978900273025,0.03027783644988341,0.241313094283877,1.1721754131219941,1497.3978900273025,0.950410847955809,0.3886647505512548,-0.015492912744991608,0.5488707489628419,0.3813260220485856
3,3255,1510.2260809989086,0.031908568038815574,0.21523156780161481,1.239828857821798,1508.2260809989086,0.9498791598176343,0.3854670775654755,-0.022498177063785367,0.3822803342958244,0.3813260220485856
4,3253,1534.8042759327752,0.03401433634498712,0.1829045557077414,1.3324678308686126,1532.8042759327752,0.950127047870702,0.37770659159534975,-0.019941084218033398,0.4349998041642992,0.3813260220485856
5,3252,1544.7149887060873,0.02928043629430157,0.2500944690872434,1.1505530364411243,1542.7149887060873,0.9500602496472041,0.37463725750501725,-0.024313141934159666,0.33960618106722873,0.3813260220485856
6,3251,1604.046665439014,0.021873203344178527,0.38132602204858557,0.8756970520543234,1602.046665439014,0.9496448619082275,0.35721251204053883,-0.017603625583203164,0.4810966207544488,0.3813260220485856
7,3251,1596.4556169077223,0.022153159426949176,0.3763942116970923,0.8848068663207551,1594.4556169077223,0.9496115631041089,0.359433528214478,-0.015822041356131307,0.5275668187043021,0.3813260220485856
8,3250,1495.3269927752888,0.036098022822853695,0.16296206192668003,1.395866918640318,1493.3269927752888,0.9495693359343641,0.38940665485955506,-0.005006245629785947,0.8466236888776548,0.3813260220485856
9,3249,1488.4422413529242,0.0316826078173198,0.22185689528277752,1.222117660175445,1486.4422413529242,0.9495065433514362,0.39138879439421054,-0.006810291321154302,0.7929162313374208,0.3813260220485856
10,3248,1518.3840593371212,0.02520778893008911,0.3262944721585087,0.981922892397588,1516.3840593371212,0.9496543618171043,0.382115872933037,-0.008862837767789981,0.7300374875099774,0.3813260220485856
