lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2710,1077.5151706933484,-0.18043539114203472,2.445803486513473e-09,-6.016131034135231,1075.5151706933484,0.9927837825672828,0.43415029333745764,-0.20901042628947453,4.220690100895253e-12
-9,2711,1076.1392707346536,-0.1848674691772993,9.95139072828529e-10,-6.165123664358846,1074.1392707346536,0.9928206816404888,0.4348091452488466,-0.21295858594360592,1.676814881467625e-12
-8,2712,1078.9568332697575,-0.18487812100768194,9.442539823063637e-10,-6.1735724814537525,1076.9568332697575,0.9927877852902267,0.4339027476577026,-0.21289767660778594,1.592261641945932e-12
-7,2712,1081.4065734560902,-0.18579602804605916,7.438474058223126e-10,-6.212370527588558,1079.4065734560902,0.9927417852164735,0.4329921200148856,-0.2126426038625356,1.5996074996994164e-12
-6,2713,1080.5583394292476,-0.18787905684201262,4.837375879556155e-10,-6.282083780324263,1078.5583394292476,0.9927585947143232,0.4334582234952846,-0.21492207573678204,9.312090951845318e-13
-5,2714,1081.5995239257943,-0.1845934130133623,9.567378334269156e-10,-6.171287475006216,1079.5995239257943,0.9927775170536348,0.4332059330185609,-0.21142716779083137,2.1426674667858687e-12
-4,2715,1081.8758790229444,-0.18784327106639567,4.757977773161571e-10,-6.284678536197879,1079.8758790229444,0.992860668041109,0.43321599852250436,-0.213109669927016,1.4107385619463945e-12
-3,2716,1080.528856929297,-0.18898065238285466,3.8160878784408223e-10,-6.320191353336197,1078.528856929297,0.9928743763535911,0.4338722536309093,-0.21852659608258163,3.788360134970145e-13
-2,2716,1080.6568200235654,-0.18974942150442126,3.222317873334646e-10,-6.34723651145768,1078.6568200235654,0.9927632301665285,0.4338722536309093,-0.21592960671317774,7.234928109308404e-13
-1,2718,1080.5878210602214,-0.18957357999888522,3.352125172330613e-10,-6.3409323129027895,1078.5878210602214,0.9928661139825312,0.43415534902614,-0.21345525887917208,1.3361245249409714e-12
