lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2670,1177.13569765544,0.06708923528536988,0.02133852642347549,2.305029190806841,1175.13569765544,0.940367722608091,0.41265310202086447,0.06160466643500212,0.034568103086503
-9,2670,1182.6588424997083,0.06135976328034553,0.034866338773390196,2.1123456967032155,1180.6588424997083,0.9402575740346241,0.41058511610240667,0.05888153732915414,0.042914605975522206
-8,2671,1188.7803348464568,0.06544290845017951,0.024043625896099458,2.2593304353745336,1186.7803348464568,0.9410818859785998,0.408058630465298,0.06337924754565427,0.02887917637564761
-7,2673,1194.8918847094774,0.05123272019843091,0.0766803095199187,1.7718162194416536,1192.8918847094774,0.9395619910768307,0.4067302144214981,0.06249404379191925,0.030765294128729234
-6,2675,1202.8535939367318,0.05460868108366103,0.05830577536536752,1.8952008504947748,1200.8535939367318,0.9405026695203244,0.40364498583284564,0.0650634971171385,0.024033762446840988
-5,2676,1191.3934396434784,0.04950660425341983,0.08762674609791898,1.7094593105645344,1189.3934396434784,0.9404060970181277,0.40820430728082063,0.06472530006114825,0.025476957358903464
-4,2677,1190.5435134513327,0.054674983897358954,0.05930188302558661,1.8877579548437367,1188.5435134513327,0.9405386902577156,0.40863948323862603,0.06396515979339057,0.027313216909414708
-3,2677,1178.8904920341092,0.05293138467032353,0.06925640791377063,1.818404612831982,1176.8904920341092,0.9418867299948221,0.4124964266260605,0.06803492926962229,0.0194804676527988
-2,2680,1238.1130358823366,0.046467911353305566,0.1021980088881284,1.6355040774160559,1236.1130358823366,0.9405753623732003,0.391255680395087,0.06655310942307217,0.019179454510666164
-1,2682,1223.735404352585,0.04934644940538318,0.08443359176578845,1.7269266965586245,1221.735404352585,0.9410178824642786,0.3967670851171831,0.06657374097211329,0.019854715455077606
