lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,q_BH
0,1922,959.0809173835477,0.04294347663372964,0.09195755427214798,1.3297571984229117,957.0809173835477,0.9614773716393605,0.34761240777386915,0.134338963996188,2.9948822060721722e-05,0.323242956578586
1,1921,989.4218187539419,-0.00013317120002815833,0.5016690160658872,-0.004184674444968443,987.4218187539419,0.9614794994725587,0.33290731803078505,0.08824335542780955,0.005475983980636447,0.6088784143749919
2,1921,907.4307615528191,0.025529597716641556,0.22121141678856687,0.7684456707621831,905.4307615528191,0.9613697446310647,0.37274980004986574,0.11844834476098891,0.0003492036250099946,0.3476179406677479
3,1922,1038.7485667436217,0.034417292227232735,0.13387712915176353,1.1088448796684487,1036.7485667436217,0.9614898769226409,0.31026880071356017,0.09718976104447612,0.0017124318906313934,0.323242956578586
4,1920,898.1232018194441,-0.006953172407835636,0.5824206036981955,-0.20815045168850033,896.1232018194441,0.9614044909442206,0.37716589631526454,0.07973891755862451,0.01684146152216845,0.6088784143749919
5,1919,845.4728253232054,0.03200608114138895,0.176314339951956,0.9300163996274241,843.4728253232054,0.9592578514719718,0.40482316377070837,0.10942695348457422,0.0014391798445193376,0.323242956578586
6,1918,1062.1839239791914,0.019051469084316902,0.26755162816506206,0.6204373115963392,1060.1839239791914,0.9614611213435698,0.2986796578765877,0.07001132146711878,0.02249736142080381,0.3678834887269603
7,1916,972.2455094639084,0.03244409744295697,0.15610414322817542,1.011125845520861,970.2455094639084,0.9587392276174229,0.3408194937677097,0.11152526626523006,0.000494251481952473,0.323242956578586
8,1920,1077.7641842173227,0.04522345598142691,0.06894538650085992,1.484796189945391,1075.7641842173227,0.9615110164245445,0.29220118620480257,0.08834656896751626,0.0036999706227461475,0.323242956578586
9,1916,806.1079027717745,-0.00974991521605261,0.6088784143749919,-0.27648950279478207,804.1079027717745,0.9601511541876617,0.42465458193628547,0.08288991634444007,0.018581932396361155,0.6088784143749919
10,1915,848.1827880017477,0.03854016502882002,0.13110375966919505,1.1219369252279376,846.1827880017477,0.9606762902548971,0.40188641564748073,0.09880030271223736,0.003973920813709471,0.323242956578586
