lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2660,1079.8439199171485,-0.010043593395692715,0.7416505552844381,-0.3297531600528811,1077.8439199171485,0.9945418672009703,0.424838081201037,0.038153931603635526,0.21028593704995585
-9,2663,1107.148699416762,-0.025163064906512995,0.40289698800159157,-0.8367802728222381,1105.148699416762,0.9936961878721372,0.41529431288238244,0.03566060421328358,0.23577946512519188
-8,2664,1112.5037836605932,-0.013908451035938808,0.6430730948222348,-0.46353314870668416,1110.5037836605932,0.9934576954749067,0.41353418679949716,0.039438528976277525,0.18868678640079428
-7,2665,1062.7206340934958,-0.01614708243689397,0.5990272212115513,-0.5259581570404098,1060.7206340934958,0.9931883688090852,0.43277608847550536,0.03994614722845562,0.1931875720114779
-6,2666,1031.1017850890207,-0.027467791967662025,0.3782591298421468,-0.8814888236840076,1029.1017850890207,0.9931152471036434,0.445276384567191,0.037537047888915674,0.2284713149516478
-5,2667,1053.212776938878,-0.04622396985168168,0.13383795218176403,-1.5002962435456173,1051.212776938878,0.9929683033105083,0.4368608305913387,0.03412199710680534,0.2685635757175719
-4,2667,1068.8256294251537,-0.02371367048608587,0.4386526881290558,-0.7747608120292003,1066.8256294251537,0.9930020767579816,0.43081161901703235,0.044377728606627975,0.1470994589027007
-3,2668,1057.7472192259675,-0.02727538413605289,0.37551298814755574,-0.8865688230692422,1055.7472192259675,0.9928269318308969,0.4353184983015673,0.04669894596507832,0.1290589442984186
-2,2669,1052.3477760689454,-0.022020994195663564,0.47547665445558385,-0.7138530313092857,1050.3477760689454,0.992657629995789,0.43763984979232234,0.050036068262550144,0.10474925748689555
-1,2670,1053.6063597229722,-0.02974822019801024,0.33470823712119124,-0.9651167219187202,1051.6063597229722,0.9925735522213066,0.4373414803994685,0.04841495616423653,0.1162822532559794
