lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2703,1116.3304141836416,0.10381055125476236,0.0005128118605202704,3.484185792779772,1114.3304141836416,0.9995870902396666,0.41560295540551795,0.06393957580646302,0.03267030248717251
-9,2701,1125.1457684009638,0.10362089310662637,0.0004990102073853628,3.4914801253758894,1123.1457684009638,0.9996166541541687,0.4120226086153913,0.07001001291130089,0.01884255472924927
-8,2702,1126.6232822868312,0.1083814984363269,0.0002678602499740673,3.656154304410419,1124.6232822868312,0.9996330846762529,0.41162445180454416,0.07423043765625366,0.012694262546486515
-7,2704,1091.276263930727,0.1091304663821632,0.0003041641291917934,3.623403173204053,1089.276263930727,0.9996262879377904,0.4250880683004319,0.06777731725354429,0.0251561229819081
-6,2705,1102.2838574621892,0.1097508983342181,0.00026152537681934295,3.662620566292288,1100.2838574621892,0.9996436824823927,0.42111055596487723,0.07008478442248733,0.019960849093348363
-5,2706,1093.0989327681216,0.10800268550583465,0.0003473310865674769,3.5885123068084424,1091.0989327681216,0.9996394202867644,0.4247014581539024,0.06720261831620511,0.02629506393335154
-4,2706,1104.7340659160939,0.11243311005058408,0.00018064654643678841,3.757440566686367,1102.7340659160939,0.9996436585652623,0.4203486013918821,0.07476065908626581,0.012936003982508087
-3,2707,1150.2406148376988,0.11156042257092377,0.00014984851631485042,3.8040491255174347,1148.2406148376988,0.9996433104815853,0.40373806525324846,0.07541339725864919,0.010511774737721883
-2,2707,1161.961840978587,0.11198251885195692,0.00013069809116904822,3.838065178510377,1159.961840978587,0.999641651489013,0.3994849479387232,0.07740162437093588,0.008301532124660305
-1,2709,1103.743918862984,0.11819122854438034,8.285834557533523e-05,3.9507571082557016,1101.743918862984,0.9996376253902779,0.4211764624708909,0.08414932209139221,0.005150647482754206
