lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,q_BH
0,1923,960.3671282044861,0.0421909778853041,0.09571364357652129,1.3072914763351167,958.3671282044861,0.960382900169001,0.3476292617090636,0.13620490961488022,2.2833193870462378e-05,0.32517802352656455
1,1922,990.7188063316205,-0.0006000835492281525,0.5075252798280102,-0.01886897012086918,988.7188063316205,0.9603671252505425,0.33292391103166313,0.08865648764730043,0.005230226915767412,0.6119204027190108
2,1922,908.7139336225895,0.024269735480162785,0.23247847869137567,0.7310180987983769,906.7139336225895,0.960287217602273,0.37276483836854546,0.11999831687980249,0.00028844325101582275,0.36295548844659076
3,1923,1040.0361886695598,0.03362537892487925,0.13931388834070246,1.0839745711515896,1038.0361886695598,0.9603784760433741,0.3102869642093602,0.100508114193758,0.0011717474575503788,0.32517802352656455
4,1921,899.4065574614382,-0.0075523176953514225,0.5894704777559426,-0.22624930609236948,897.4065574614382,0.9603240128992102,0.37717994453783843,0.08216940470734983,0.013700878490302866,0.6119204027190108
5,1920,846.9284777918901,0.030972378015948335,0.18399521064963387,0.9007264828671057,844.9284777918901,0.9579621777953592,0.40483902813162564,0.11066170547896899,0.0012569298550887628,0.33732455285766205
6,1919,1063.469857578108,0.019375273603534388,0.2639676279611569,0.6313689350511485,1061.469857578108,0.9603499037380745,0.29869623955090735,0.07308449252010392,0.017137918269423964,0.36295548844659076
7,1917,973.5481766875384,0.03355360478496747,0.1478081925120748,1.0464439394784688,971.5481766875384,0.9576228004779268,0.3408356690486538,0.12011818284164623,0.00017217562728339764,0.32517802352656455
8,1921,1079.034372529233,0.04390845592012257,0.07474188525537581,1.4423876674880298,1077.034372529233,0.960411361774323,0.2922206095786678,0.08902410110266368,0.0034252896498873286,0.32517802352656455
9,1917,807.5757856598304,-0.010020513445520764,0.6119204027190108,-0.2844231761495011,805.5757856598304,0.9588482495820844,0.4246673462322591,0.08470174834338494,0.01605585426265808,0.6119204027190108
10,1916,849.5773623299738,0.038194293696410184,0.13306149478754542,1.1127693737035,847.5773623299738,0.9594505857486734,0.4019027072167917,0.10168449138884585,0.0030054492785623853,0.32517802352656455
