lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,3197,1472.2905313508447,0.08737461654886015,0.0007902854009018635,3.3631868456143437,1470.2905313508447,0.9997132624021307,0.3694788615014112,0.03364109012011239,0.19701866182205302
-9,3196,1473.5693256473025,0.08541590473877543,0.001030422432758107,3.2886616639942208,1471.5693256473025,0.9997115341941618,0.3689692902964872,0.03294615846452644,0.2062381724484285
-8,3198,1474.1801844305185,0.0921367564984488,0.0003969075094933303,3.5502969149029546,1472.1801844305185,0.9997129449648663,0.3690599935674223,0.03603505811045877,0.1667128598366098
-7,3199,1396.4568408997723,0.08922332439907844,0.0008442107569631225,3.3451571339376986,1394.4568408997723,0.9997130851396367,0.3923571793558992,0.03404173124738759,0.20360720491016998
-6,3200,1471.4097411155747,0.09239767243886837,0.0003869023895378476,3.55708550554416,1469.4097411155747,0.9997153495553189,0.37014146452453695,0.03445408025903517,0.18653750310072417
-5,3201,1443.499409812385,0.08877695973407615,0.0007336457369437887,3.3839636975206324,1441.499409812385,0.9997132600586226,0.37851327457001727,0.03169770445618478,0.22875848582310465
-4,3201,1400.0348277082994,0.09982494122150752,0.0001831688571990594,3.7512221879392977,1398.0348277082994,0.9997143599973994,0.39153795057634855,0.03897016853302523,0.14500613158263642
-3,3201,1445.6501315178873,0.09633351855435764,0.00024433071564486803,3.677333070826896,1443.6501315178873,0.9997144148206264,0.37787465462154074,0.03851136346845782,0.14331856645017935
-2,3202,1452.2716472148413,0.0938034194363022,0.0003441975134387187,3.588083164010981,1450.2716472148413,0.9997125768375218,0.3760484008017443,0.03555216776410145,0.17570201451067458
-1,3204,1392.9448834494474,0.09923625219658153,0.00020762990718216077,3.7194124787638683,1390.9448834494474,0.9997094103050309,0.39408380770476253,0.03745336379036918,0.16239062091300469
