lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,2682,1172.484795169828,-0.08192515596567414,0.005000944765403297,-2.8123056019659205,1170.484795169828,0.9684043837273992,0.40440303691412505,-0.13811272002407896,2.065403795078062e-06,voice_rate_time,0.007858627488490895
1,2678,1169.0367968153157,-0.08392995404406743,0.004083191566832074,-2.8773607147636895,1167.0367968153157,0.9674653945714539,0.4054309224003939,-0.13843007341264604,2.0249857434177454e-06,voice_rate_time,0.007858627488490895
2,2677,1140.6143453618708,-0.07717053853576197,0.009125657915313067,-2.6117818395569086,1138.6143453618708,0.9684721793524169,0.41554785031358243,-0.1351574117756528,4.634276164967991e-06,voice_rate_time,0.010038223706844374
3,2678,1170.5618800192055,-0.0766153268517108,0.008733053405109688,-2.6267570482786633,1168.5618800192055,0.9675378489005559,0.40483034306404025,-0.13093452733810865,6.979913534410513e-06,voice_rate_time,0.010038223706844374
4,2677,1169.2178766311315,-0.06975351134060395,0.01705618159482634,-2.388917543194727,1167.2178766311315,0.9682598071160898,0.40486739501988345,-0.12913457744882856,9.447786113572296e-06,voice_rate_time,0.01705618159482634
5,2677,1165.3973856058733,-0.08263853999103639,0.004758997171844202,-2.8283600256936623,1163.3973856058733,0.9677183485667368,0.40652417826025317,-0.13501438452352055,3.739533954298319e-06,voice_rate_time,0.007858627488490895
6,2676,1173.534554211623,-0.0833520750798989,0.0042724391661933,-2.862911202413813,1171.534554211623,0.9675663293748041,0.4033810792760969,-0.13583640289231474,3.0114874128800447e-06,voice_rate_time,0.007858627488490895
7,2675,1133.4619803563155,-0.07844001484423888,0.008242000716645635,-2.6466581391650505,1131.4619803563155,0.9687709563637278,0.41781449799010467,-0.13588644491969618,4.4082709734258766e-06,voice_rate_time,0.010038223706844374
8,2675,1166.432213186826,-0.08245248639020297,0.004835613066902204,-2.8232033435071786,1164.432213186826,0.9676369967762719,0.4058440572107202,-0.13973668112786228,1.6608203235285634e-06,voice_rate_time,0.007858627488490895
9,2672,1107.2782216010617,-0.08431837587026725,0.004991334068732339,-2.813243866462472,1105.2782216010617,0.968334262036826,0.4275658041413455,-0.1370995949099196,4.681421175100422e-06,voice_rate_time,0.007858627488490895
10,2672,1105.3156711802105,-0.09063194674949268,0.0025615418358143354,-3.0228893328060162,1103.3156711802105,0.9679401673274476,0.42849889507482447,-0.14131004435681493,2.4004956168697384e-06,voice_rate_time,0.007858627488490895
