lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,3135,1575.311401160149,0.12079542709383656,1.522923054050927e-06,4.826693197070072,1573.311401160149,0.8598486657503154,0.38509356037565096,0.1380692012921109,3.754785285755745e-08
-9,3136,1570.072077204583,0.1103985046545333,1.1632256331206257e-05,4.398544755967465,1568.072077204583,0.8605004298222562,0.38668925305372853,0.1379342457080499,4.0784501448778325e-08
-8,3139,1545.7347475647853,0.10887817405281049,1.7872796986044005e-05,4.303449496630778,1543.7347475647853,0.8597736602031585,0.3955659881846774,0.14346391361918795,1.4687982441803377e-08
-7,3137,1473.096291511378,0.14310696780785875,3.4614777186159665e-08,5.54593261568793,1471.096291511378,0.8588091092212127,0.4202633816954347,0.158311603217098,9.990884232465066e-10
-6,3139,1564.5398446335655,0.14245547891947946,1.521668053278304e-08,5.689141383712457,1562.5398446335655,0.8578135737467658,0.3902239610717101,0.1472823862045779,4.8297052809369424e-09
-5,3139,1506.6797397883688,0.1462550612047032,1.1770827785164904e-08,5.7349315196499715,1504.6797397883688,0.8571046847086036,0.409941829334503,0.15706341209934369,8.81060585233667e-10
-4,3140,1588.680596637577,0.16494793785601494,3.722553689460423e-11,6.661646926870298,1586.680596637577,0.8584519706512753,0.3821600124676025,0.1705446667305581,7.7851158032906e-12
-3,3141,1617.1348796031466,0.13091545825893705,1.269010917304717e-07,5.307001928696196,1615.1348796031466,0.8608767799491318,0.3720221392916579,0.16102917165777988,7.36125829204752e-11
-2,3140,1634.3101282936134,0.13260001534674712,7.438657269024367e-08,5.405015271632074,1632.3101282936134,0.8598378020038573,0.3667822988013855,0.16680008280178088,1.1561299243313454e-11
-1,3141,1558.8834360951923,0.12130835194537587,1.5592512987576566e-06,4.822119558285425,1556.8834360951923,0.8559090574797261,0.39329983862904205,0.1728208838708869,6.433131033804028e-12
