lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,2671,1092.520786393024,-0.022476688240956222,0.7710084533275905,-0.7424360076037323,1090.520786393024,0.9923674762492595,0.42264138985493804,0.05284299018770538,0.08083602381970284,voice_rate_time,0.9007746874462885
1,2670,1114.04953257713,-0.019466111111641968,0.7418501715579646,-0.6492673487298851,1112.04953257713,0.9922340674329744,0.414404841612178,0.0559013945218775,0.062152518463022305,voice_rate_time,0.9007746874462885
2,2670,1021.1633101941972,-0.023114339009432373,0.7696903726496382,-0.7381071559169898,1019.1633101941972,0.9927359092479565,0.4499669861230779,0.05433271318882496,0.08267132877155153,voice_rate_time,0.9007746874462885
3,2669,1106.4124888600113,-0.0157388421364162,0.6994983489095087,-0.5231090461016695,1104.4124888600113,0.9929141808196558,0.4168388868573264,0.05347069730507882,0.07542923667775761,voice_rate_time,0.9007746874462885
4,2667,1108.1192248937884,-0.03866058708533838,0.9007746874462885,-1.2867501129871866,1106.1192248937884,0.9929189443313546,0.415880380180275,0.04825090520045112,0.10842364208166616,voice_rate_time,0.9007746874462885
5,2668,1178.2462345170063,-0.022346849897143153,0.7782660689587633,-0.7666089784820765,1176.2462345170063,0.992668541694844,0.3901873171080018,0.051276878775933885,0.07850985309985614,voice_rate_time,0.9007746874462885
6,2667,1184.8061814991045,-0.016631621456139847,0.7163093905464417,-0.5720730093357198,1182.8061814991045,0.9929233962192945,0.3875474001881392,0.052410383497043474,0.0713326710069476,voice_rate_time,0.9007746874462885
7,2666,1163.8333638702986,-0.02409414887673596,0.7942360671644568,-0.8215038593390576,1161.8333638702986,0.9929398877672271,0.3950165361262239,0.05187453358083494,0.07689566862352837,voice_rate_time,0.9007746874462885
8,2665,1197.7363614701594,-0.020309390881423577,0.758726701528074,-0.7024318603975983,1195.7363614701594,0.9931239713972945,0.38248078543621933,0.05244201814106487,0.06963401215224546,voice_rate_time,0.9007746874462885
9,2663,1117.1848534027595,-0.02545137735124474,0.8023041556561448,-0.8502084729062089,1115.1848534027595,0.9932625206876635,0.4116996259854885,0.04987830839337406,0.09564985113295012,voice_rate_time,0.9007746874462885
10,2663,1152.250680493553,-0.030948300184063433,0.8530594636948616,-1.0501253266258288,1150.250680493553,0.9934668169574145,0.39858042243260505,0.04496301419162296,0.12716528189386933,voice_rate_time,0.9007746874462885
