lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,3144,1567.0892688454514,0.10896329020747353,7.699302449275055e-06,4.336540252247541,1565.0892688454514,0.859361299690743,0.38950226112063685,0.17452111726564845,3.485448172126115e-12,voice_rate_time,1.469866831225238e-05
1,3143,1551.8762428629107,0.12277138647195801,6.145032954359945e-07,4.870164250147047,1549.8762428629107,0.8593183687967912,0.394389837941823,0.17665403300900298,2.406023309849078e-12,voice_rate_time,1.6130711505194858e-06
2,3143,1531.951225592171,0.11623359574465693,2.5436591424188562e-06,4.57745598745946,1529.951225592171,0.8588969577465788,0.40122735999743364,0.1721165229414251,1.186568047442253e-11,voice_rate_time,5.935204665643997e-06
3,3145,1564.3352395246286,0.1566764140617547,2.3265830435782505e-10,6.270290674213215,1562.3352395246286,0.8585227215523558,0.39095643896234744,0.1875198834251949,7.591136732046078e-14,voice_rate_time,2.4429121957571632e-09
4,3143,1588.8862823287366,0.13840613149209968,1.518227633434299e-08,5.567090997125759,1586.8862823287366,0.8585181295340838,0.38255952903753077,0.17475332446021274,2.309842715067459e-12,voice_rate_time,6.376556060424056e-08
5,3141,1590.8122305889979,0.14806398664058618,1.4816272533394865e-09,5.967592922641418,1588.8122305889979,0.8591646824305943,0.3813119249481245,0.17753874463925537,9.870860634987715e-13,voice_rate_time,7.778543080032305e-09
6,3142,1589.7065161454443,0.15640130182480327,1.8097608011387495e-10,6.3096205290070255,1587.7065161454443,0.8561158355844531,0.38319823887483695,0.19610554782337897,3.0334205103248594e-15,voice_rate_time,2.4429121957571632e-09
7,3139,1645.8084898614914,0.14658896379418865,1.152659562127389e-09,6.008193048119295,1643.8084898614914,0.855322869313665,0.36485547514174355,0.18588908390118006,2.91877893714134e-14,voice_rate_time,7.778543080032305e-09
8,3137,1660.3879496326706,0.1310045982498067,4.2251550604607494e-08,5.381318310885941,1658.3879496326706,0.8560506835927713,0.3595523155396821,0.17954165891942211,1.7012152798161978e-13,voice_rate_time,1.4788042711612622e-07
9,3136,1629.731209249807,0.1211072691158373,4.709628264559139e-07,4.922322178066852,1627.731209249807,0.8555322202540137,0.369433745835555,0.17029671926796774,4.510111886245567e-12,voice_rate_time,1.4128884793677416e-06
10,3134,1540.71908967149,0.10498647701296017,1.821729310548613e-05,4.141138476777767,1538.71908967149,0.8557509147499652,0.39828088368527265,0.14910946471458192,4.0779763403240234e-09,voice_rate_time,3.188026293460073e-05
11,3135,1499.3074237253147,0.09193392580511625,0.00018238298695447938,3.572517705717845,1497.3074237253147,0.853748175068408,0.4134157844853443,0.146690414923395,1.1556749800905495e-08,voice_rate_time,0.000294618671234159
12,3134,1555.2691509426922,0.10970741627330423,7.250467697705897e-06,4.349994656597356,1553.2691509426922,0.853870273843789,0.3942857124819372,0.1463668783796587,6.676295687639655e-09,voice_rate_time,1.469866831225238e-05
13,3132,1605.2553671638548,0.06968312927544963,0.0026101169746020614,2.796958194593707,1603.2553671638548,0.8562013214238299,0.3764122178955847,0.12369519493080322,6.655064575515623e-07,voice_rate_time,0.003915175461903092
14,3132,1593.2837040095894,0.053782935465446394,0.015909929267575566,2.1485592825108513,1591.2837040095894,0.8550882919072496,0.38081996149204794,0.10174251361854325,4.731188979350204e-05,voice_rate_time,0.02088178216369293
15,3131,1487.3512084433087,0.060473799866912495,0.009839349576295507,2.3349490898311247,1485.3512084433087,0.8546330817860758,0.41643034491065334,0.09789986398021336,0.00015586269769792,voice_rate_time,0.01377508940681371
16,3130,1548.7316902684881,0.021471502619079874,0.19922210450484262,0.844636925129228,1546.7316902684881,0.8599790835752413,0.3929972743277134,0.08035222148917757,0.0015522126678900279,voice_rate_time,0.24609789380009972
17,3131,1565.1121833871794,0.01756772094988851,0.24368319596738292,0.6946683716208762,1563.1121833871794,0.8592904969078367,0.38804507266508065,0.07635308506165234,0.002505783182105838,voice_rate_time,0.28429706196194676
18,3131,1595.573283242799,0.013777994607638023,0.2911762672608442,0.5500640424149845,1593.573283242799,0.8561971055222455,0.3794101474258718,0.06070204685096326,0.015305989396252632,voice_rate_time,0.3218264006567226
19,3129,1573.7980147930236,-0.005163203772611414,0.5810845155941137,-0.20470262990906343,1571.7980147930236,0.8569489141306502,0.3859006792064782,0.04524977133914776,0.07271710520086559,voice_rate_time,0.5892907983846039
20,3128,1566.1259298550494,-0.005708237520082679,0.5892907983846039,-0.22575894627262694,1564.1259298550494,0.857609925748763,0.38797297929474434,0.05381547938585017,0.033208518356638746,voice_rate_time,0.5892907983846039
