lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2671,1131.4122313394394,-0.07572404605512532,0.010836322267363356,-2.552165236227229,1129.4122313394394,0.968459736046174,0.41808413172887954,-0.13409730247353632,6.010194019060265e-06
-9,2670,1131.1059254372296,-0.08102851462918625,0.0063987521373084204,-2.7317165147445834,1129.1059254372296,0.9682135980383987,0.41814564445286734,-0.13699686399562866,3.7606245685784966e-06
-8,2672,1143.3253861380351,-0.08219063007362787,0.005422755120302504,-2.7861142411370317,1141.3253861380351,0.9676976158469708,0.4140414302920343,-0.13823872637637843,2.7093277222099515e-06
-7,2674,1114.7077903711408,-0.08597048053876509,0.004073462932480563,-2.878397690600257,1112.7077903711408,0.9678434038812024,0.4252372526108387,-0.13788340944055252,3.828770519786728e-06
-6,2677,1154.0126378513887,-0.08430592497135556,0.004157781052146997,-2.871677079728871,1152.0126378513887,0.9681109358728782,0.4106365371515755,-0.13236177994813147,6.439489343597701e-06
-5,2678,1147.5678125802958,-0.0841589156210025,0.004332176986053176,-2.8586040095898464,1145.5678125802958,0.9682309917957361,0.41317991937285276,-0.1390975822890478,2.2461559949414128e-06
-4,2679,1130.2054812362658,-0.07480532330070168,0.011883423437525704,-2.5196785561415806,1128.2054812362658,0.968848181988322,0.4196658920196793,-0.13486778086881487,5.36864161291483e-06
-3,2677,1135.9853142633606,-0.08542168956554923,0.003961854696473641,-2.887102319013002,1133.9853142633606,0.9687636828257165,0.41718030319424393,-0.14032078152308383,2.0571611463457075e-06
-2,2680,1168.5842184973733,-0.08292861589759576,0.0045577881954229444,-2.84224152017928,1166.5842184973733,0.9677110866002192,0.4058235460444875,-0.13546703857416717,3.362045799394768e-06
-1,2681,1170.888002156652,-0.08355449954057494,0.004222560877276363,-2.86666927157571,1168.888002156652,0.9685662656252576,0.4047679974397753,-0.13698892306900595,2.542283357152051e-06
