lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,1609,720.0017887167585,0.017087478297738025,0.3235687272512962,0.4579353305190805,718.0017887167585,0.9651500543399306,0.3954906545776685,0.0887772202457092,0.017185589379641562,voice_rate_time,0.6869434083117965
1,1609,791.6323620377186,-0.026971138417760394,0.7757139392742767,-0.758175535956401,789.6323620377186,0.9651515664142444,0.352773750640148,0.034609424792476445,0.3307908732946525,voice_rate_time,0.7757139392742768
2,1606,693.295569590563,0.007539103030727425,0.4214626745489851,0.1982275018628461,691.295569590563,0.965051851061098,0.41132462277491344,0.08085471520713368,0.033288201342820865,voice_rate_time,0.6869434083117965
3,1609,776.7967857442173,0.004924058894810393,0.4455080316770927,0.13706368664794694,774.7967857442173,0.9651713778136052,0.3614027936127171,0.046142964876775,0.19890856738002188,voice_rate_time,0.6869434083117965
4,1609,711.3093661871766,-0.02792641880089836,0.7714538848667625,-0.7440506662114336,709.3093661871766,0.9650856133974518,0.4008805256613558,0.039636794965853574,0.2911125230235478,voice_rate_time,0.7757139392742768
5,1604,628.7538476352706,0.009978671880283396,0.40140072183230713,0.2498290117321615,626.7538476352706,0.9619901661131193,0.45404904504951,0.06007861052528444,0.13236757054026171,voice_rate_time,0.6869434083117965
6,1607,861.7331682651928,3.461532978138996e-05,0.4995952060449429,0.0010149632436119527,859.7331682651928,0.965155472924336,0.31278099986671865,0.019617479862006546,0.5652261788701086,voice_rate_time,0.6869434083117965
7,1603,725.3902360587377,0.008191541696513161,0.41283956261505433,0.22032640025073943,723.3902360587377,0.9627869451850121,0.3914853223872241,0.060805673076960595,0.10176144780619191,voice_rate_time,0.6869434083117965
8,1605,794.4583430554119,0.013660751812654354,0.3503204358397212,0.3845947479311705,792.4583430554119,0.9651946630688601,0.34998321268151883,0.015045042565531318,0.6719903870822539,voice_rate_time,0.6869434083117965
9,1606,617.3960367574039,-0.019669385371145227,0.6871510338211808,-0.48803634281599045,615.3960367574039,0.9631523665585189,0.46164753814881915,0.057105374207398314,0.15642317600267439,voice_rate_time,0.7757139392742768
10,1601,678.3337170850116,0.011562136264267558,0.3818640912477357,0.30070983586790684,676.3337170850116,0.96519919796178,0.41939165358789465,0.03352716767284176,0.38329328258908546,voice_rate_time,0.6869434083117965
