kit_code,id_sensor,id_parameter,value,created_at
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:37:57
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:37:57
AIRQ001,SCD30,TEMP,28.45,2025-08-12 23:38:34
AIRQ001,SCD30,HUM,68.29,2025-08-12 23:38:34
AIRQ001,SCD30,CO2,1290.29,2025-08-12 23:38:34
AIRQ001,ENVIRO,TEMP,28.23,2025-08-12 23:38:35
AIRQ001,ENVIRO,HUM,62.89,2025-08-12 23:38:35
AIRQ001,ENVIRO,PRES,1005.44,2025-08-12 23:38:35
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:38:35
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:38:58
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:38:58
AIRQ001,SCD30,TEMP,28.45,2025-08-12 23:39:35
AIRQ001,SCD30,HUM,68.29,2025-08-12 23:39:35
AIRQ001,SCD30,CO2,1287.66,2025-08-12 23:39:35
AIRQ001,ENVIRO,TEMP,28.24,2025-08-12 23:39:36
AIRQ001,ENVIRO,HUM,62.88,2025-08-12 23:39:36
AIRQ001,ENVIRO,PRES,1005.45,2025-08-12 23:39:36
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:39:36
AIRQ001,PMS5003,PM1,3.8,2025-08-12 23:39:38
AIRQ001,PMS5003,PM25,4.36,2025-08-12 23:39:38
AIRQ001,PMS5003,PM10,4.57,2025-08-12 23:39:38
AIRQ001,PMS5003,UM03,739.91,2025-08-12 23:39:38
AIRQ001,PMS5003,UM05,204.68,2025-08-12 23:39:38
AIRQ001,PMS5003,UM1,25.16,2025-08-12 23:39:38
AIRQ001,PMS5003,UM25,0.48,2025-08-12 23:39:38
AIRQ001,PMS5003,UM5,0.0,2025-08-12 23:39:38
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:39:38
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:40:00
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:40:00
AIRQ001,SCD30,TEMP,28.43,2025-08-12 23:40:36
AIRQ001,SCD30,HUM,68.31,2025-08-12 23:40:36
AIRQ001,SCD30,CO2,1286.67,2025-08-12 23:40:36
AIRQ001,ENVIRO,TEMP,28.25,2025-08-12 23:40:37
AIRQ001,ENVIRO,HUM,62.87,2025-08-12 23:40:37
AIRQ001,ENVIRO,PRES,1005.47,2025-08-12 23:40:37
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:40:37
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:41:01
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:41:01
AIRQ001,PMS5003,PM1,4.5,2025-08-12 23:41:20
AIRQ001,PMS5003,PM25,5.43,2025-08-12 23:41:20
AIRQ001,PMS5003,PM10,5.43,2025-08-12 23:41:20
AIRQ001,PMS5003,UM03,773.73,2025-08-12 23:41:20
AIRQ001,PMS5003,UM05,225.95,2025-08-12 23:41:20
AIRQ001,PMS5003,UM1,21.75,2025-08-12 23:41:20
AIRQ001,PMS5003,UM25,0.27,2025-08-12 23:41:20
AIRQ001,PMS5003,UM5,0.0,2025-08-12 23:41:20
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:41:20
AIRQ001,SCD30,TEMP,28.47,2025-08-12 23:41:37
AIRQ001,SCD30,HUM,68.31,2025-08-12 23:41:37
AIRQ001,SCD30,CO2,1287.59,2025-08-12 23:41:37
AIRQ001,ENVIRO,TEMP,28.47,2025-08-12 23:41:38
AIRQ001,ENVIRO,HUM,62.87,2025-08-12 23:41:38
AIRQ001,ENVIRO,PRES,1005.47,2025-08-12 23:41:38
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:41:38
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:42:02
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:42:02
AIRQ001,SCD30,TEMP,28.46,2025-08-12 23:42:38
AIRQ001,SCD30,HUM,68.23,2025-08-12 23:42:38
AIRQ001,SCD30,CO2,1285.19,2025-08-12 23:42:38
AIRQ001,ENVIRO,TEMP,28.24,2025-08-12 23:42:39
AIRQ001,ENVIRO,HUM,62.87,2025-08-12 23:42:39
AIRQ001,ENVIRO,PRES,1005.5,2025-08-12 23:42:39
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:42:39
AIRQ001,PMS5003,PM1,3.55,2025-08-12 23:43:01
AIRQ001,PMS5003,PM25,4.52,2025-08-12 23:43:01
AIRQ001,PMS5003,PM10,4.66,2025-08-12 23:43:01
AIRQ001,PMS5003,UM03,713.25,2025-08-12 23:43:01
AIRQ001,PMS5003,UM05,199.05,2025-08-12 23:43:01
AIRQ001,PMS5003,UM1,24.02,2025-08-12 23:43:01
AIRQ001,PMS5003,UM25,0.75,2025-08-12 23:43:01
AIRQ001,PMS5003,UM5,0.34,2025-08-12 23:43:01
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:43:01
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:43:03
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:43:03
AIRQ001,SCD30,TEMP,28.47,2025-08-12 23:43:39
AIRQ001,SCD30,HUM,68.21,2025-08-12 23:43:39
AIRQ001,SCD30,CO2,1283.33,2025-08-12 23:43:39
AIRQ001,ENVIRO,TEMP,28.45,2025-08-12 23:43:40
AIRQ001,ENVIRO,HUM,62.87,2025-08-12 23:43:40
AIRQ001,ENVIRO,PRES,1005.49,2025-08-12 23:43:40
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:43:40
AIRQ001,DHT22,TEMP,27.25,2025-08-12 23:44:05
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:44:05
AIRQ001,SCD30,TEMP,28.47,2025-08-12 23:44:40
AIRQ001,SCD30,HUM,68.21,2025-08-12 23:44:40
AIRQ001,SCD30,CO2,1283.11,2025-08-12 23:44:40
AIRQ001,ENVIRO,TEMP,28.26,2025-08-12 23:44:41
AIRQ001,ENVIRO,HUM,62.86,2025-08-12 23:44:41
AIRQ001,ENVIRO,PRES,1005.49,2025-08-12 23:44:41
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:44:41
AIRQ001,PMS5003,PM1,3.34,2025-08-12 23:44:43
AIRQ001,PMS5003,PM25,4.8,2025-08-12 23:44:43
AIRQ001,PMS5003,PM10,4.8,2025-08-12 23:44:43
AIRQ001,PMS5003,UM03,739.98,2025-08-12 23:44:43
AIRQ001,PMS5003,UM05,208.8,2025-08-12 23:44:43
AIRQ001,PMS5003,UM1,29.18,2025-08-12 23:44:43
AIRQ001,PMS5003,UM25,0.27,2025-08-12 23:44:43
AIRQ001,PMS5003,UM5,0.27,2025-08-12 23:44:43
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:44:43
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:45:06
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:45:06
AIRQ001,SCD30,TEMP,28.47,2025-08-12 23:45:41
AIRQ001,SCD30,HUM,68.17,2025-08-12 23:45:41
AIRQ001,SCD30,CO2,1282.77,2025-08-12 23:45:41
AIRQ001,ENVIRO,TEMP,28.05,2025-08-12 23:45:42
AIRQ001,ENVIRO,HUM,62.84,2025-08-12 23:45:42
AIRQ001,ENVIRO,PRES,1005.5,2025-08-12 23:45:42
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:45:42
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:46:07
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:46:07
AIRQ001,PMS5003,PM1,4.11,2025-08-12 23:46:25
AIRQ001,PMS5003,PM25,5.0,2025-08-12 23:46:25
AIRQ001,PMS5003,PM10,5.0,2025-08-12 23:46:25
AIRQ001,PMS5003,UM03,783.82,2025-08-12 23:46:25
AIRQ001,PMS5003,UM05,222.5,2025-08-12 23:46:25
AIRQ001,PMS5003,UM1,24.09,2025-08-12 23:46:25
AIRQ001,PMS5003,UM25,0.75,2025-08-12 23:46:25
AIRQ001,PMS5003,UM5,0.0,2025-08-12 23:46:25
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:46:25
AIRQ001,SCD30,TEMP,28.49,2025-08-12 23:46:42
AIRQ001,SCD30,HUM,68.17,2025-08-12 23:46:42
AIRQ001,SCD30,CO2,1282.44,2025-08-12 23:46:42
AIRQ001,ENVIRO,TEMP,28.27,2025-08-12 23:46:43
AIRQ001,ENVIRO,HUM,62.85,2025-08-12 23:46:43
AIRQ001,ENVIRO,PRES,1005.5,2025-08-12 23:46:43
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:46:43
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:47:08
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:47:08
AIRQ001,SCD30,TEMP,28.5,2025-08-12 23:47:43
AIRQ001,SCD30,HUM,68.21,2025-08-12 23:47:43
AIRQ001,SCD30,CO2,1281.3,2025-08-12 23:47:43
AIRQ001,ENVIRO,TEMP,28.26,2025-08-12 23:47:44
AIRQ001,ENVIRO,HUM,62.84,2025-08-12 23:47:44
AIRQ001,ENVIRO,PRES,1005.51,2025-08-12 23:47:44
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:47:44
AIRQ001,PMS5003,PM1,3.93,2025-08-12 23:48:06
AIRQ001,PMS5003,PM25,4.39,2025-08-12 23:48:06
AIRQ001,PMS5003,PM10,4.73,2025-08-12 23:48:06
AIRQ001,PMS5003,UM03,764.11,2025-08-12 23:48:06
AIRQ001,PMS5003,UM05,206.07,2025-08-12 23:48:06
AIRQ001,PMS5003,UM1,17.52,2025-08-12 23:48:06
AIRQ001,PMS5003,UM25,0.48,2025-08-12 23:48:06
AIRQ001,PMS5003,UM5,0.48,2025-08-12 23:48:06
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:48:06
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:48:10
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:48:10
AIRQ001,SCD30,TEMP,28.47,2025-08-12 23:48:44
AIRQ001,SCD30,HUM,68.15,2025-08-12 23:48:44
AIRQ001,SCD30,CO2,1282.08,2025-08-12 23:48:44
AIRQ001,ENVIRO,TEMP,28.04,2025-08-12 23:48:45
AIRQ001,ENVIRO,HUM,62.83,2025-08-12 23:48:45
AIRQ001,ENVIRO,PRES,1005.48,2025-08-12 23:48:45
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:48:45
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:49:11
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:49:11
AIRQ001,SCD30,TEMP,28.49,2025-08-12 23:49:45
AIRQ001,SCD30,HUM,68.23,2025-08-12 23:49:45
AIRQ001,SCD30,CO2,1280.79,2025-08-12 23:49:45
AIRQ001,ENVIRO,TEMP,28.27,2025-08-12 23:49:46
AIRQ001,ENVIRO,HUM,62.82,2025-08-12 23:49:46
AIRQ001,ENVIRO,PRES,1005.47,2025-08-12 23:49:46
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:49:46
AIRQ001,PMS5003,PM1,3.5,2025-08-12 23:49:48
AIRQ001,PMS5003,PM25,4.57,2025-08-12 23:49:48
AIRQ001,PMS5003,PM10,4.77,2025-08-12 23:49:48
AIRQ001,PMS5003,UM03,676.7,2025-08-12 23:49:48
AIRQ001,PMS5003,UM05,199.0,2025-08-12 23:49:48
AIRQ001,PMS5003,UM1,30.11,2025-08-12 23:49:48
AIRQ001,PMS5003,UM25,0.41,2025-08-12 23:49:48
AIRQ001,PMS5003,UM5,0.41,2025-08-12 23:49:48
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:49:48
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:50:12
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:50:12
AIRQ001,SCD30,TEMP,28.45,2025-08-12 23:50:46
AIRQ001,SCD30,HUM,68.23,2025-08-12 23:50:46
AIRQ001,SCD30,CO2,1278.18,2025-08-12 23:50:46
AIRQ001,ENVIRO,TEMP,28.28,2025-08-12 23:50:47
AIRQ001,ENVIRO,HUM,62.81,2025-08-12 23:50:47
AIRQ001,ENVIRO,PRES,1005.46,2025-08-12 23:50:47
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:50:47
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:51:14
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:51:14
AIRQ001,PMS5003,PM1,3.48,2025-08-12 23:51:30
AIRQ001,PMS5003,PM25,4.27,2025-08-12 23:51:30
AIRQ001,PMS5003,PM10,4.34,2025-08-12 23:51:30
AIRQ001,PMS5003,UM03,671.25,2025-08-12 23:51:30
AIRQ001,PMS5003,UM05,203.34,2025-08-12 23:51:30
AIRQ001,PMS5003,UM1,21.18,2025-08-12 23:51:30
AIRQ001,PMS5003,UM25,0.07,2025-08-12 23:51:30
AIRQ001,PMS5003,UM5,0.07,2025-08-12 23:51:30
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:51:30
AIRQ001,SCD30,TEMP,28.46,2025-08-12 23:51:47
AIRQ001,SCD30,HUM,68.19,2025-08-12 23:51:47
AIRQ001,SCD30,CO2,1276.5,2025-08-12 23:51:47
AIRQ001,ENVIRO,TEMP,28.49,2025-08-12 23:51:48
AIRQ001,ENVIRO,HUM,62.82,2025-08-12 23:51:48
AIRQ001,ENVIRO,PRES,1005.51,2025-08-12 23:51:48
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:51:48
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:52:15
AIRQ001,DHT22,HUM,74.2,2025-08-12 23:52:15
AIRQ001,SCD30,TEMP,28.46,2025-08-12 23:52:48
AIRQ001,SCD30,HUM,68.21,2025-08-12 23:52:48
AIRQ001,SCD30,CO2,1273.58,2025-08-12 23:52:48
AIRQ001,ENVIRO,TEMP,28.26,2025-08-12 23:52:49
AIRQ001,ENVIRO,HUM,62.83,2025-08-12 23:52:49
AIRQ001,ENVIRO,PRES,1005.47,2025-08-12 23:52:49
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:52:49
AIRQ001,PMS5003,PM1,3.36,2025-08-12 23:53:11
AIRQ001,PMS5003,PM25,4.45,2025-08-12 23:53:11
AIRQ001,PMS5003,PM10,4.45,2025-08-12 23:53:11
AIRQ001,PMS5003,UM03,716.8,2025-08-12 23:53:11
AIRQ001,PMS5003,UM05,209.05,2025-08-12 23:53:11
AIRQ001,PMS5003,UM1,31.25,2025-08-12 23:53:11
AIRQ001,PMS5003,UM25,0.0,2025-08-12 23:53:11
AIRQ001,PMS5003,UM5,0.0,2025-08-12 23:53:11
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:53:11
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:53:16
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:53:16
AIRQ001,SCD30,TEMP,28.46,2025-08-12 23:53:49
AIRQ001,SCD30,HUM,68.19,2025-08-12 23:53:49
AIRQ001,SCD30,CO2,1269.77,2025-08-12 23:53:49
AIRQ001,ENVIRO,TEMP,28.69,2025-08-12 23:53:50
AIRQ001,ENVIRO,HUM,62.83,2025-08-12 23:53:50
AIRQ001,ENVIRO,PRES,1005.49,2025-08-12 23:53:50
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:53:50
AIRQ001,SCD30,TEMP,28.47,2025-08-12 23:54:50
AIRQ001,SCD30,HUM,68.17,2025-08-12 23:54:50
AIRQ001,SCD30,CO2,1269.15,2025-08-12 23:54:50
AIRQ001,ENVIRO,TEMP,28.27,2025-08-12 23:54:51
AIRQ001,ENVIRO,HUM,62.82,2025-08-12 23:54:51
AIRQ001,ENVIRO,PRES,1005.5,2025-08-12 23:54:51
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:54:51
AIRQ001,PMS5003,PM1,4.11,2025-08-12 23:54:53
AIRQ001,PMS5003,PM25,5.39,2025-08-12 23:54:53
AIRQ001,PMS5003,PM10,5.52,2025-08-12 23:54:53
AIRQ001,PMS5003,UM03,775.5,2025-08-12 23:54:53
AIRQ001,PMS5003,UM05,224.27,2025-08-12 23:54:53
AIRQ001,PMS5003,UM1,29.66,2025-08-12 23:54:53
AIRQ001,PMS5003,UM25,0.41,2025-08-12 23:54:53
AIRQ001,PMS5003,UM5,0.0,2025-08-12 23:54:53
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:54:53
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:55:19
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:55:19
AIRQ001,SCD30,TEMP,28.49,2025-08-12 23:55:51
AIRQ001,SCD30,HUM,68.19,2025-08-12 23:55:51
AIRQ001,SCD30,CO2,1265.23,2025-08-12 23:55:51
AIRQ001,ENVIRO,TEMP,28.28,2025-08-12 23:55:52
AIRQ001,ENVIRO,HUM,62.8,2025-08-12 23:55:52
AIRQ001,ENVIRO,PRES,1005.53,2025-08-12 23:55:52
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:55:52
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:56:20
AIRQ001,DHT22,HUM,74.3,2025-08-12 23:56:20
AIRQ001,PMS5003,PM1,3.7,2025-08-12 23:56:35
AIRQ001,PMS5003,PM25,4.14,2025-08-12 23:56:35
AIRQ001,PMS5003,PM10,4.14,2025-08-12 23:56:35
AIRQ001,PMS5003,UM03,724.57,2025-08-12 23:56:35
AIRQ001,PMS5003,UM05,212.45,2025-08-12 23:56:35
AIRQ001,PMS5003,UM1,18.98,2025-08-12 23:56:35
AIRQ001,PMS5003,UM25,0.0,2025-08-12 23:56:35
AIRQ001,PMS5003,UM5,0.0,2025-08-12 23:56:35
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:56:35
AIRQ001,SCD30,TEMP,28.46,2025-08-12 23:56:53
AIRQ001,SCD30,HUM,68.33,2025-08-12 23:56:53
AIRQ001,SCD30,CO2,1268.07,2025-08-12 23:56:53
AIRQ001,ENVIRO,TEMP,28.27,2025-08-12 23:56:53
AIRQ001,ENVIRO,HUM,62.81,2025-08-12 23:56:53
AIRQ001,ENVIRO,PRES,1005.53,2025-08-12 23:56:53
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:56:53
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:57:21
AIRQ001,DHT22,HUM,74.2,2025-08-12 23:57:21
AIRQ001,SCD30,TEMP,28.43,2025-08-12 23:57:54
AIRQ001,SCD30,HUM,68.3,2025-08-12 23:57:54
AIRQ001,SCD30,CO2,1268.48,2025-08-12 23:57:54
AIRQ001,ENVIRO,TEMP,28.48,2025-08-12 23:57:55
AIRQ001,ENVIRO,HUM,62.82,2025-08-12 23:57:55
AIRQ001,ENVIRO,PRES,1005.51,2025-08-12 23:57:55
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:57:55
AIRQ001,PMS5003,PM1,3.7,2025-08-12 23:58:16
AIRQ001,PMS5003,PM25,5.11,2025-08-12 23:58:16
AIRQ001,PMS5003,PM10,5.59,2025-08-12 23:58:16
AIRQ001,PMS5003,UM03,770.39,2025-08-12 23:58:16
AIRQ001,PMS5003,UM05,221.07,2025-08-12 23:58:16
AIRQ001,PMS5003,UM1,35.5,2025-08-12 23:58:16
AIRQ001,PMS5003,UM25,2.05,2025-08-12 23:58:16
AIRQ001,PMS5003,UM5,0.48,2025-08-12 23:58:16
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:58:16
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:58:22
AIRQ001,DHT22,HUM,74.2,2025-08-12 23:58:22
AIRQ001,SCD30,TEMP,28.43,2025-08-12 23:58:55
AIRQ001,SCD30,HUM,68.21,2025-08-12 23:58:55
AIRQ001,SCD30,CO2,1270.59,2025-08-12 23:58:55
AIRQ001,ENVIRO,TEMP,28.26,2025-08-12 23:58:56
AIRQ001,ENVIRO,HUM,62.82,2025-08-12 23:58:56
AIRQ001,ENVIRO,PRES,1005.47,2025-08-12 23:58:56
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:58:56
AIRQ001,DHT22,TEMP,27.35,2025-08-12 23:59:24
AIRQ001,DHT22,HUM,74.2,2025-08-12 23:59:24
AIRQ001,SCD30,TEMP,28.46,2025-08-12 23:59:56
AIRQ001,SCD30,HUM,68.21,2025-08-12 23:59:56
AIRQ001,SCD30,CO2,1266.1,2025-08-12 23:59:56
AIRQ001,ENVIRO,TEMP,28.05,2025-08-12 23:59:57
AIRQ001,ENVIRO,HUM,62.82,2025-08-12 23:59:57
AIRQ001,ENVIRO,PRES,1005.45,2025-08-12 23:59:57
AIRQ001,ENVIRO,LLUM,0.0,2025-08-12 23:59:57
AIRQ001,PMS5003,PM1,2.64,2025-08-12 23:59:58
AIRQ001,PMS5003,PM25,3.43,2025-08-12 23:59:58
AIRQ001,PMS5003,PM10,3.43,2025-08-12 23:59:58
AIRQ001,PMS5003,UM03,532.57,2025-08-12 23:59:58
AIRQ001,PMS5003,UM05,160.45,2025-08-12 23:59:58
AIRQ001,PMS5003,UM1,22.64,2025-08-12 23:59:58
AIRQ001,PMS5003,UM25,0.48,2025-08-12 23:59:58
AIRQ001,PMS5003,UM5,0.0,2025-08-12 23:59:58
AIRQ001,PMS5003,UM10,0.0,2025-08-12 23:59:58
AIRQ001,DHT22,TEMP,27.35,2025-08-13 00:00:25
AIRQ001,DHT22,HUM,74.2,2025-08-13 00:00:25
AIRQ001,SCD30,TEMP,28.45,2025-08-13 00:00:57
AIRQ001,SCD30,HUM,68.23,2025-08-13 00:00:57
AIRQ001,SCD30,CO2,1262.57,2025-08-13 00:00:57
AIRQ001,ENVIRO,TEMP,28.28,2025-08-13 00:00:58
AIRQ001,ENVIRO,HUM,62.8,2025-08-13 00:00:58
AIRQ001,ENVIRO,PRES,1005.45,2025-08-13 00:00:58
AIRQ001,ENVIRO,LLUM,0.0,2025-08-13 00:00:58
AIRQ001,DHT22,TEMP,27.35,2025-08-13 00:01:26
AIRQ001,DHT22,HUM,74.2,2025-08-13 00:01:26
AIRQ001,PMS5003,PM1,4.27,2025-08-13 00:01:40
AIRQ001,PMS5003,PM25,5.48,2025-08-13 00:01:40
AIRQ001,PMS5003,PM10,5.48,2025-08-13 00:01:40
AIRQ001,PMS5003,UM03,804.68,2025-08-13 00:01:40
AIRQ001,PMS5003,UM05,233.59,2025-08-13 00:01:40
AIRQ001,PMS5003,UM1,33.82,2025-08-13 00:01:40
AIRQ001,PMS5003,UM25,0.41,2025-08-13 00:01:40
AIRQ001,PMS5003,UM5,0.0,2025-08-13 00:01:40
AIRQ001,PMS5003,UM10,0.0,2025-08-13 00:01:40
AIRQ001,SCD30,TEMP,28.46,2025-08-13 00:01:58
AIRQ001,SCD30,HUM,68.23,2025-08-13 00:01:58
AIRQ001,SCD30,CO2,1263.51,2025-08-13 00:01:58
AIRQ001,ENVIRO,TEMP,28.06,2025-08-13 00:01:59
AIRQ001,ENVIRO,HUM,62.79,2025-08-13 00:01:59
AIRQ001,ENVIRO,PRES,1005.44,2025-08-13 00:01:59
AIRQ001,ENVIRO,LLUM,0.0,2025-08-13 00:01:59
AIRQ001,DHT22,TEMP,27.35,2025-08-13 00:02:27
AIRQ001,DHT22,HUM,74.2,2025-08-13 00:02:27
AIRQ001,SCD30,TEMP,28.45,2025-08-13 00:02:59
AIRQ001,SCD30,HUM,68.22,2025-08-13 00:02:59
AIRQ001,SCD30,CO2,1262.66,2025-08-13 00:02:59
AIRQ001,ENVIRO,TEMP,28.05,2025-08-13 00:03:00
AIRQ001,ENVIRO,HUM,62.8,2025-08-13 00:03:00
AIRQ001,ENVIRO,PRES,1005.49,2025-08-13 00:03:00
AIRQ001,ENVIRO,LLUM,0.0,2025-08-13 00:03:00
AIRQ001,PMS5003,PM1,2.64,2025-08-13 00:03:21
AIRQ001,PMS5003,PM25,3.59,2025-08-13 00:03:21
AIRQ001,PMS5003,PM10,3.73,2025-08-13 00:03:21
AIRQ001,PMS5003,UM03,655.84,2025-08-13 00:03:21
AIRQ001,PMS5003,UM05,188.45,2025-08-13 00:03:21
AIRQ001,PMS5003,UM1,25.55,2025-08-13 00:03:21
AIRQ001,PMS5003,UM25,0.82,2025-08-13 00:03:21
AIRQ001,PMS5003,UM5,0.0,2025-08-13 00:03:21
AIRQ001,PMS5003,UM10,0.0,2025-08-13 00:03:21
AIRQ001,DHT22,TEMP,27.35,2025-08-13 00:03:29
AIRQ001,DHT22,HUM,74.2,2025-08-13 00:03:29
AIRQ001,SCD30,TEMP,28.46,2025-08-13 00:04:00
AIRQ001,SCD30,HUM,68.25,2025-08-13 00:04:00
AIRQ001,SCD30,CO2,1260.79,2025-08-13 00:04:00
AIRQ001,ENVIRO,TEMP,28.05,2025-08-13 00:04:01
AIRQ001,ENVIRO,HUM,62.8,2025-08-13 00:04:01
AIRQ001,ENVIRO,PRES,1005.45,2025-08-13 00:04:01
AIRQ001,ENVIRO,LLUM,0.0,2025-08-13 00:04:01
AIRQ001,DHT22,TEMP,27.35,2025-08-13 00:04:30
AIRQ001,DHT22,HUM,74.2,2025-08-13 00:04:30
AIRQ001,SCD30,TEMP,28.46,2025-08-13 00:05:01
AIRQ001,SCD30,HUM,68.17,2025-08-13 00:05:01
AIRQ001,SCD30,CO2,1263.1,2025-08-13 00:05:01
AIRQ001,ENVIRO,TEMP,28.06,2025-08-13 00:05:02
AIRQ001,ENVIRO,HUM,62.79,2025-08-13 00:05:02
AIRQ001,ENVIRO,PRES,1005.42,2025-08-13 00:05:02
AIRQ001,ENVIRO,LLUM,0.0,2025-08-13 00:05:02
AIRQ001,PMS5003,PM1,2.91,2025-08-13 00:05:03
AIRQ001,PMS5003,PM25,3.77,2025-08-13 00:05:03
AIRQ001,PMS5003,PM10,3.77,2025-08-13 00:05:03
AIRQ001,PMS5003,UM03,683.52,2025-08-13 00:05:03
AIRQ001,PMS5003,UM05,194.84,2025-08-13 00:05:03
AIRQ001,PMS5003,UM1,18.93,2025-08-13 00:05:03
AIRQ001,PMS5003,UM25,0.0,2025-08-13 00:05:03
AIRQ001,PMS5003,UM5,0.0,2025-08-13 00:05:03
AIRQ001,PMS5003,UM10,0.0,2025-08-13 00:05:03
AIRQ001,DHT22,TEMP,27.35,2025-08-13 00:05:31
AIRQ001,DHT22,HUM,74.2,2025-08-13 00:05:31
AIRQ001,SCD30,TEMP,28.47,2025-08-13 00:06:02
AIRQ001,SCD30,HUM,68.21,2025-08-13 00:06:02
AIRQ001,SCD30,CO2,1265.3,2025-08-13 00:06:02
AIRQ001,ENVIRO,TEMP,28.27,2025-08-13 00:06:03
AIRQ001,ENVIRO,HUM,62.79,2025-08-13 00:06:03
AIRQ001,ENVIRO,PRES,1005.46,2025-08-13 00:06:03
AIRQ001,ENVIRO,LLUM,0.0,2025-08-13 00:06:03
AIRQ001,DHT22,TEMP,27.35,2025-08-13 00:06:33
AIRQ001,DHT22,HUM,74.2,2025-08-13 00:06:33
AIRQ001,PMS5003,PM1,3.57,2025-08-13 00:06:45
AIRQ001,PMS5003,PM25,4.43,2025-08-13 00:06:45
AIRQ001,PMS5003,PM10,4.43,2025-08-13 00:06:45
AIRQ001,PMS5003,UM03,606.41,2025-08-13 00:06:45
AIRQ001,PMS5003,UM05,176.07,2025-08-13 00:06:45
AIRQ001,PMS5003,UM1,23.84,2025-08-13 00:06:45
AIRQ001,PMS5003,UM25,0.0,2025-08-13 00:06:45
AIRQ001,PMS5003,UM5,0.0,2025-08-13 00:06:45
AIRQ001,PMS5003,UM10,0.0,2025-08-13 00:06:45
AIRQ001,SCD30,TEMP,28.46,2025-08-13 00:07:03
AIRQ001,SCD30,HUM,68.15,2025-08-13 00:07:03
