kit_code,id_sensor,id_parameter,value,created_at
AIRQ001,SCD30,TEMP,26.36,2025-08-12 10:03:48
AIRQ001,SCD30,HUM,64.42,2025-08-12 10:03:48
AIRQ001,SCD30,CO2,1424.04,2025-08-12 10:03:48
AIRQ001,ENVIRO,TEMP,6.22,2025-08-12 10:03:55
AIRQ001,ENVIRO,HUM,106.77,2025-08-12 10:03:55
AIRQ001,ENVIRO,PRES,636.94,2025-08-12 10:03:55
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:03:55
AIRQ001,DHT22,TEMP,18.25,2025-08-12 10:04:05
AIRQ001,DHT22,HUM,87.6,2025-08-12 10:04:05
AIRQ001,PMS5003,PM1,5.14,2025-08-12 10:04:34
AIRQ001,PMS5003,PM25,8.16,2025-08-12 10:04:34
AIRQ001,PMS5003,PM10,8.19,2025-08-12 10:04:34
AIRQ001,PMS5003,UM03,968.79,2025-08-12 10:04:34
AIRQ001,PMS5003,UM05,286.63,2025-08-12 10:04:34
AIRQ001,PMS5003,UM1,57.3,2025-08-12 10:04:34
AIRQ001,PMS5003,UM25,0.86,2025-08-12 10:04:34
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:04:34
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:04:34
AIRQ001,SCD30,TEMP,25.0,2025-08-12 10:04:49
AIRQ001,SCD30,HUM,70.44,2025-08-12 10:04:49
AIRQ001,SCD30,CO2,1435.92,2025-08-12 10:04:49
AIRQ001,ENVIRO,TEMP,17.43,2025-08-12 10:04:56
AIRQ001,ENVIRO,HUM,82.09,2025-08-12 10:04:56
AIRQ001,ENVIRO,PRES,1007.27,2025-08-12 10:04:56
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:04:56
AIRQ001,DHT22,TEMP,18.45,2025-08-12 10:05:07
AIRQ001,DHT22,HUM,87.0,2025-08-12 10:05:07
AIRQ001,SCD30,TEMP,24.08,2025-08-12 10:05:50
AIRQ001,SCD30,HUM,74.87,2025-08-12 10:05:50
AIRQ001,SCD30,CO2,1443.53,2025-08-12 10:05:50
AIRQ001,ENVIRO,TEMP,18.74,2025-08-12 10:05:57
AIRQ001,ENVIRO,HUM,80.24,2025-08-12 10:05:57
AIRQ001,ENVIRO,PRES,1007.3,2025-08-12 10:05:57
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:05:57
AIRQ001,DHT22,TEMP,18.55,2025-08-12 10:06:08
AIRQ001,DHT22,HUM,86.8,2025-08-12 10:06:08
AIRQ001,PMS5003,PM1,4.84,2025-08-12 10:06:16
AIRQ001,PMS5003,PM25,7.89,2025-08-12 10:06:16
AIRQ001,PMS5003,PM10,8.3,2025-08-12 10:06:16
AIRQ001,PMS5003,UM03,891.14,2025-08-12 10:06:16
AIRQ001,PMS5003,UM05,267.75,2025-08-12 10:06:16
AIRQ001,PMS5003,UM1,55.68,2025-08-12 10:06:16
AIRQ001,PMS5003,UM25,2.09,2025-08-12 10:06:16
AIRQ001,PMS5003,UM5,0.32,2025-08-12 10:06:16
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:06:16
AIRQ001,SCD30,TEMP,23.41,2025-08-12 10:06:51
AIRQ001,SCD30,HUM,78.34,2025-08-12 10:06:51
AIRQ001,SCD30,CO2,1448.93,2025-08-12 10:06:51
AIRQ001,ENVIRO,TEMP,19.2,2025-08-12 10:06:58
AIRQ001,ENVIRO,HUM,78.87,2025-08-12 10:06:58
AIRQ001,ENVIRO,PRES,1007.28,2025-08-12 10:06:58
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:06:58
AIRQ001,DHT22,TEMP,18.75,2025-08-12 10:07:10
AIRQ001,DHT22,HUM,86.0,2025-08-12 10:07:10
AIRQ001,SCD30,TEMP,22.97,2025-08-12 10:07:52
AIRQ001,SCD30,HUM,81.12,2025-08-12 10:07:52
AIRQ001,SCD30,CO2,1454.46,2025-08-12 10:07:52
AIRQ001,PMS5003,PM1,4.73,2025-08-12 10:07:58
AIRQ001,PMS5003,PM25,7.7,2025-08-12 10:07:58
AIRQ001,PMS5003,PM10,7.95,2025-08-12 10:07:58
AIRQ001,PMS5003,UM03,908.11,2025-08-12 10:07:58
AIRQ001,PMS5003,UM05,266.18,2025-08-12 10:07:58
AIRQ001,PMS5003,UM1,47.27,2025-08-12 10:07:58
AIRQ001,PMS5003,UM25,2.8,2025-08-12 10:07:58
AIRQ001,PMS5003,UM5,0.18,2025-08-12 10:07:58
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:07:58
AIRQ001,ENVIRO,TEMP,19.53,2025-08-12 10:07:59
AIRQ001,ENVIRO,HUM,77.57,2025-08-12 10:07:59
AIRQ001,ENVIRO,PRES,1007.26,2025-08-12 10:07:59
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:07:59
AIRQ001,DHT22,TEMP,19.05,2025-08-12 10:08:11
AIRQ001,DHT22,HUM,85.9,2025-08-12 10:08:11
AIRQ001,SCD30,TEMP,22.76,2025-08-12 10:08:53
AIRQ001,SCD30,HUM,81.82,2025-08-12 10:08:53
AIRQ001,SCD30,CO2,1555.52,2025-08-12 10:08:53
AIRQ001,ENVIRO,TEMP,19.62,2025-08-12 10:09:00
AIRQ001,ENVIRO,HUM,75.94,2025-08-12 10:09:00
AIRQ001,ENVIRO,PRES,1007.27,2025-08-12 10:09:00
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:09:00
AIRQ001,DHT22,TEMP,19.25,2025-08-12 10:09:12
AIRQ001,DHT22,HUM,85.0,2025-08-12 10:09:12
AIRQ001,PMS5003,PM1,3.36,2025-08-12 10:09:39
AIRQ001,PMS5003,PM25,5.59,2025-08-12 10:09:39
AIRQ001,PMS5003,PM10,5.59,2025-08-12 10:09:39
AIRQ001,PMS5003,UM03,793.77,2025-08-12 10:09:39
AIRQ001,PMS5003,UM05,229.77,2025-08-12 10:09:39
AIRQ001,PMS5003,UM1,32.36,2025-08-12 10:09:39
AIRQ001,PMS5003,UM25,0.0,2025-08-12 10:09:39
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:09:39
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:09:39
AIRQ001,SCD30,TEMP,22.69,2025-08-12 10:09:54
AIRQ001,SCD30,HUM,80.9,2025-08-12 10:09:54
AIRQ001,SCD30,CO2,1513.56,2025-08-12 10:09:54
AIRQ001,ENVIRO,TEMP,20.4,2025-08-12 10:10:01
AIRQ001,ENVIRO,HUM,74.19,2025-08-12 10:10:01
AIRQ001,ENVIRO,PRES,1007.25,2025-08-12 10:10:01
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:10:01
AIRQ001,DHT22,TEMP,19.35,2025-08-12 10:10:13
AIRQ001,DHT22,HUM,84.7,2025-08-12 10:10:13
AIRQ001,SCD30,TEMP,22.61,2025-08-12 10:10:55
AIRQ001,SCD30,HUM,82.77,2025-08-12 10:10:55
AIRQ001,SCD30,CO2,1518.38,2025-08-12 10:10:55
AIRQ001,ENVIRO,TEMP,20.89,2025-08-12 10:11:02
AIRQ001,ENVIRO,HUM,73.67,2025-08-12 10:11:02
AIRQ001,ENVIRO,PRES,1007.3,2025-08-12 10:11:02
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:11:02
AIRQ001,DHT22,TEMP,19.55,2025-08-12 10:11:15
AIRQ001,DHT22,HUM,84.3,2025-08-12 10:11:15
AIRQ001,PMS5003,PM1,4.59,2025-08-12 10:11:21
AIRQ001,PMS5003,PM25,7.2,2025-08-12 10:11:21
AIRQ001,PMS5003,PM10,7.68,2025-08-12 10:11:21
AIRQ001,PMS5003,UM03,873.75,2025-08-12 10:11:21
AIRQ001,PMS5003,UM05,256.11,2025-08-12 10:11:21
AIRQ001,PMS5003,UM1,53.09,2025-08-12 10:11:21
AIRQ001,PMS5003,UM25,1.34,2025-08-12 10:11:21
AIRQ001,PMS5003,UM5,0.48,2025-08-12 10:11:21
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:11:21
AIRQ001,SCD30,TEMP,22.65,2025-08-12 10:11:56
AIRQ001,SCD30,HUM,81.71,2025-08-12 10:11:56
AIRQ001,SCD30,CO2,1520.83,2025-08-12 10:11:56
AIRQ001,ENVIRO,TEMP,21.07,2025-08-12 10:12:03
AIRQ001,ENVIRO,HUM,72.95,2025-08-12 10:12:03
AIRQ001,ENVIRO,PRES,1007.29,2025-08-12 10:12:03
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:12:03
AIRQ001,DHT22,TEMP,19.65,2025-08-12 10:12:16
AIRQ001,DHT22,HUM,83.9,2025-08-12 10:12:16
AIRQ001,SCD30,TEMP,22.69,2025-08-12 10:12:57
AIRQ001,SCD30,HUM,81.86,2025-08-12 10:12:57
AIRQ001,SCD30,CO2,1525.88,2025-08-12 10:12:57
AIRQ001,PMS5003,PM1,5.14,2025-08-12 10:13:03
AIRQ001,PMS5003,PM25,6.45,2025-08-12 10:13:03
AIRQ001,PMS5003,PM10,6.45,2025-08-12 10:13:03
AIRQ001,PMS5003,UM03,874.23,2025-08-12 10:13:03
AIRQ001,PMS5003,UM05,253.02,2025-08-12 10:13:03
AIRQ001,PMS5003,UM1,37.82,2025-08-12 10:13:03
AIRQ001,PMS5003,UM25,0.14,2025-08-12 10:13:03
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:13:03
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:13:03
AIRQ001,ENVIRO,TEMP,21.21,2025-08-12 10:13:04
AIRQ001,ENVIRO,HUM,72.62,2025-08-12 10:13:04
AIRQ001,ENVIRO,PRES,1007.25,2025-08-12 10:13:04
AIRQ001,ENVIRO,LLUM,23.16,2025-08-12 10:13:04
AIRQ001,DHT22,TEMP,19.85,2025-08-12 10:13:17
AIRQ001,DHT22,HUM,83.5,2025-08-12 10:13:17
AIRQ001,SCD30,TEMP,22.74,2025-08-12 10:13:58
AIRQ001,SCD30,HUM,82.54,2025-08-12 10:13:58
AIRQ001,SCD30,CO2,1545.16,2025-08-12 10:13:58
AIRQ001,ENVIRO,TEMP,21.46,2025-08-12 10:14:05
AIRQ001,ENVIRO,HUM,72.2,2025-08-12 10:14:05
AIRQ001,ENVIRO,PRES,1007.24,2025-08-12 10:14:05
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:14:05
AIRQ001,DHT22,TEMP,20.05,2025-08-12 10:14:19
AIRQ001,DHT22,HUM,83.2,2025-08-12 10:14:19
AIRQ001,PMS5003,PM1,6.07,2025-08-12 10:14:44
AIRQ001,PMS5003,PM25,8.82,2025-08-12 10:14:44
AIRQ001,PMS5003,PM10,8.89,2025-08-12 10:14:44
AIRQ001,PMS5003,UM03,979.3,2025-08-12 10:14:44
AIRQ001,PMS5003,UM05,288.68,2025-08-12 10:14:44
AIRQ001,PMS5003,UM1,54.45,2025-08-12 10:14:44
AIRQ001,PMS5003,UM25,0.82,2025-08-12 10:14:44
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:14:44
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:14:44
AIRQ001,SCD30,TEMP,22.91,2025-08-12 10:14:59
AIRQ001,SCD30,HUM,80.54,2025-08-12 10:14:59
AIRQ001,SCD30,CO2,1556.49,2025-08-12 10:14:59
AIRQ001,ENVIRO,TEMP,22.56,2025-08-12 10:15:06
AIRQ001,ENVIRO,HUM,71.17,2025-08-12 10:15:06
AIRQ001,ENVIRO,PRES,1007.27,2025-08-12 10:15:06
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:15:06
AIRQ001,DHT22,TEMP,20.15,2025-08-12 10:15:20
AIRQ001,DHT22,HUM,82.8,2025-08-12 10:15:20
AIRQ001,SCD30,TEMP,23.03,2025-08-12 10:16:00
AIRQ001,SCD30,HUM,80.4,2025-08-12 10:16:00
AIRQ001,SCD30,CO2,1562.92,2025-08-12 10:16:00
AIRQ001,ENVIRO,TEMP,21.76,2025-08-12 10:16:07
AIRQ001,ENVIRO,HUM,70.79,2025-08-12 10:16:07
AIRQ001,ENVIRO,PRES,1007.19,2025-08-12 10:16:07
AIRQ001,ENVIRO,LLUM,22.27,2025-08-12 10:16:07
AIRQ001,DHT22,TEMP,20.25,2025-08-12 10:16:21
AIRQ001,DHT22,HUM,82.4,2025-08-12 10:16:21
AIRQ001,PMS5003,PM1,2.89,2025-08-12 10:16:26
AIRQ001,PMS5003,PM25,4.52,2025-08-12 10:16:26
AIRQ001,PMS5003,PM10,4.61,2025-08-12 10:16:26
AIRQ001,PMS5003,UM03,751.57,2025-08-12 10:16:26
AIRQ001,PMS5003,UM05,211.82,2025-08-12 10:16:26
AIRQ001,PMS5003,UM1,26.05,2025-08-12 10:16:26
AIRQ001,PMS5003,UM25,1.16,2025-08-12 10:16:26
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:16:26
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:16:26
AIRQ001,SCD30,TEMP,23.1,2025-08-12 10:17:01
AIRQ001,SCD30,HUM,79.73,2025-08-12 10:17:01
AIRQ001,SCD30,CO2,1569.43,2025-08-12 10:17:01
AIRQ001,ENVIRO,TEMP,22.4,2025-08-12 10:17:08
AIRQ001,ENVIRO,HUM,70.25,2025-08-12 10:17:08
AIRQ001,ENVIRO,PRES,1007.18,2025-08-12 10:17:08
AIRQ001,ENVIRO,LLUM,22.27,2025-08-12 10:17:08
AIRQ001,DHT22,TEMP,20.35,2025-08-12 10:17:22
AIRQ001,DHT22,HUM,82.2,2025-08-12 10:17:22
AIRQ001,SCD30,TEMP,23.18,2025-08-12 10:18:02
AIRQ001,SCD30,HUM,79.12,2025-08-12 10:18:02
AIRQ001,SCD30,CO2,1573.71,2025-08-12 10:18:02
AIRQ001,PMS5003,PM1,4.16,2025-08-12 10:18:08
AIRQ001,PMS5003,PM25,6.16,2025-08-12 10:18:08
AIRQ001,PMS5003,PM10,6.43,2025-08-12 10:18:08
AIRQ001,PMS5003,UM03,864.14,2025-08-12 10:18:08
AIRQ001,PMS5003,UM05,249.75,2025-08-12 10:18:08
AIRQ001,PMS5003,UM1,41.14,2025-08-12 10:18:08
AIRQ001,PMS5003,UM25,1.98,2025-08-12 10:18:08
AIRQ001,PMS5003,UM5,0.32,2025-08-12 10:18:08
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:18:08
AIRQ001,ENVIRO,TEMP,22.01,2025-08-12 10:18:10
AIRQ001,ENVIRO,HUM,69.88,2025-08-12 10:18:10
AIRQ001,ENVIRO,PRES,1007.19,2025-08-12 10:18:10
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:18:10
AIRQ001,DHT22,TEMP,20.45,2025-08-12 10:18:24
AIRQ001,DHT22,HUM,81.9,2025-08-12 10:18:24
AIRQ001,SCD30,TEMP,23.3,2025-08-12 10:19:03
AIRQ001,SCD30,HUM,78.66,2025-08-12 10:19:03
AIRQ001,SCD30,CO2,1575.99,2025-08-12 10:19:03
AIRQ001,ENVIRO,TEMP,22.45,2025-08-12 10:19:11
AIRQ001,ENVIRO,HUM,69.69,2025-08-12 10:19:11
AIRQ001,ENVIRO,PRES,1007.25,2025-08-12 10:19:11
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:19:11
AIRQ001,DHT22,TEMP,20.55,2025-08-12 10:19:25
AIRQ001,DHT22,HUM,81.6,2025-08-12 10:19:25
AIRQ001,PMS5003,PM1,5.68,2025-08-12 10:19:49
AIRQ001,PMS5003,PM25,8.34,2025-08-12 10:19:49
AIRQ001,PMS5003,PM10,8.57,2025-08-12 10:19:49
AIRQ001,PMS5003,UM03,905.66,2025-08-12 10:19:49
AIRQ001,PMS5003,UM05,275.05,2025-08-12 10:19:49
AIRQ001,PMS5003,UM1,50.14,2025-08-12 10:19:49
AIRQ001,PMS5003,UM25,1.0,2025-08-12 10:19:49
AIRQ001,PMS5003,UM5,0.11,2025-08-12 10:19:49
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:19:49
AIRQ001,SCD30,TEMP,23.36,2025-08-12 10:20:05
AIRQ001,SCD30,HUM,78.72,2025-08-12 10:20:05
AIRQ001,SCD30,CO2,1587.34,2025-08-12 10:20:05
AIRQ001,ENVIRO,TEMP,22.72,2025-08-12 10:20:12
AIRQ001,ENVIRO,HUM,69.28,2025-08-12 10:20:12
AIRQ001,ENVIRO,PRES,1007.24,2025-08-12 10:20:12
AIRQ001,ENVIRO,LLUM,22.27,2025-08-12 10:20:12
AIRQ001,DHT22,TEMP,20.65,2025-08-12 10:20:26
AIRQ001,DHT22,HUM,81.3,2025-08-12 10:20:26
AIRQ001,SCD30,TEMP,23.49,2025-08-12 10:21:06
AIRQ001,SCD30,HUM,78.28,2025-08-12 10:21:06
AIRQ001,SCD30,CO2,1598.14,2025-08-12 10:21:06
AIRQ001,ENVIRO,TEMP,22.58,2025-08-12 10:21:13
AIRQ001,ENVIRO,HUM,68.96,2025-08-12 10:21:13
AIRQ001,ENVIRO,PRES,1007.22,2025-08-12 10:21:13
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:21:13
AIRQ001,DHT22,TEMP,20.85,2025-08-12 10:21:27
AIRQ001,DHT22,HUM,81.2,2025-08-12 10:21:27
AIRQ001,PMS5003,PM1,4.93,2025-08-12 10:21:31
AIRQ001,PMS5003,PM25,7.43,2025-08-12 10:21:31
AIRQ001,PMS5003,PM10,7.57,2025-08-12 10:21:31
AIRQ001,PMS5003,UM03,923.59,2025-08-12 10:21:31
AIRQ001,PMS5003,UM05,267.48,2025-08-12 10:21:31
AIRQ001,PMS5003,UM1,43.32,2025-08-12 10:21:31
AIRQ001,PMS5003,UM25,0.93,2025-08-12 10:21:31
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:21:31
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:21:31
AIRQ001,SCD30,TEMP,23.65,2025-08-12 10:22:07
AIRQ001,SCD30,HUM,77.56,2025-08-12 10:22:07
AIRQ001,SCD30,CO2,1605.64,2025-08-12 10:22:07
AIRQ001,ENVIRO,TEMP,22.64,2025-08-12 10:22:14
AIRQ001,ENVIRO,HUM,68.46,2025-08-12 10:22:14
AIRQ001,ENVIRO,PRES,1007.24,2025-08-12 10:22:14
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:22:14
AIRQ001,DHT22,TEMP,20.95,2025-08-12 10:22:29
AIRQ001,DHT22,HUM,80.5,2025-08-12 10:22:29
AIRQ001,SCD30,TEMP,23.78,2025-08-12 10:23:08
AIRQ001,SCD30,HUM,76.33,2025-08-12 10:23:08
AIRQ001,SCD30,CO2,1603.18,2025-08-12 10:23:08
AIRQ001,PMS5003,PM1,2.34,2025-08-12 10:23:13
AIRQ001,PMS5003,PM25,4.66,2025-08-12 10:23:13
AIRQ001,PMS5003,PM10,5.8,2025-08-12 10:23:13
AIRQ001,PMS5003,UM03,602.18,2025-08-12 10:23:13
AIRQ001,PMS5003,UM05,174.14,2025-08-12 10:23:13
AIRQ001,PMS5003,UM1,34.89,2025-08-12 10:23:13
AIRQ001,PMS5003,UM25,2.8,2025-08-12 10:23:13
AIRQ001,PMS5003,UM5,1.0,2025-08-12 10:23:13
AIRQ001,PMS5003,UM10,0.59,2025-08-12 10:23:13
AIRQ001,ENVIRO,TEMP,22.83,2025-08-12 10:23:15
AIRQ001,ENVIRO,HUM,67.96,2025-08-12 10:23:15
AIRQ001,ENVIRO,PRES,1007.28,2025-08-12 10:23:15
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:23:15
AIRQ001,DHT22,TEMP,21.05,2025-08-12 10:23:30
AIRQ001,DHT22,HUM,80.2,2025-08-12 10:23:30
AIRQ001,SCD30,TEMP,23.89,2025-08-12 10:24:09
AIRQ001,SCD30,HUM,75.88,2025-08-12 10:24:09
AIRQ001,SCD30,CO2,1602.64,2025-08-12 10:24:09
AIRQ001,ENVIRO,TEMP,23.04,2025-08-12 10:24:16
AIRQ001,ENVIRO,HUM,67.71,2025-08-12 10:24:16
AIRQ001,ENVIRO,PRES,1007.28,2025-08-12 10:24:16
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:24:16
AIRQ001,DHT22,TEMP,21.15,2025-08-12 10:24:31
AIRQ001,DHT22,HUM,80.0,2025-08-12 10:24:31
AIRQ001,PMS5003,PM1,3.89,2025-08-12 10:24:54
AIRQ001,PMS5003,PM25,5.59,2025-08-12 10:24:54
AIRQ001,PMS5003,PM10,5.77,2025-08-12 10:24:54
AIRQ001,PMS5003,UM03,717.41,2025-08-12 10:24:54
AIRQ001,PMS5003,UM05,219.43,2025-08-12 10:24:54
AIRQ001,PMS5003,UM1,41.73,2025-08-12 10:24:54
AIRQ001,PMS5003,UM25,1.55,2025-08-12 10:24:54
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:24:54
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:24:54
AIRQ001,SCD30,TEMP,23.96,2025-08-12 10:25:10
AIRQ001,SCD30,HUM,76.18,2025-08-12 10:25:10
AIRQ001,SCD30,CO2,1605.95,2025-08-12 10:25:10
AIRQ001,ENVIRO,TEMP,23.47,2025-08-12 10:25:17
AIRQ001,ENVIRO,HUM,67.51,2025-08-12 10:25:17
AIRQ001,ENVIRO,PRES,1007.22,2025-08-12 10:25:17
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:25:17
AIRQ001,DHT22,TEMP,21.25,2025-08-12 10:25:33
AIRQ001,DHT22,HUM,79.7,2025-08-12 10:25:33
AIRQ001,SCD30,TEMP,24.06,2025-08-12 10:26:11
AIRQ001,SCD30,HUM,75.59,2025-08-12 10:26:11
AIRQ001,SCD30,CO2,1614.12,2025-08-12 10:26:11
AIRQ001,ENVIRO,TEMP,23.2,2025-08-12 10:26:18
AIRQ001,ENVIRO,HUM,67.2,2025-08-12 10:26:18
AIRQ001,ENVIRO,PRES,1007.23,2025-08-12 10:26:18
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:26:18
AIRQ001,DHT22,TEMP,21.25,2025-08-12 10:26:34
AIRQ001,DHT22,HUM,79.5,2025-08-12 10:26:34
AIRQ001,PMS5003,PM1,4.57,2025-08-12 10:26:36
AIRQ001,PMS5003,PM25,6.66,2025-08-12 10:26:36
AIRQ001,PMS5003,PM10,6.75,2025-08-12 10:26:36
AIRQ001,PMS5003,UM03,879.34,2025-08-12 10:26:36
AIRQ001,PMS5003,UM05,255.0,2025-08-12 10:26:36
AIRQ001,PMS5003,UM1,34.66,2025-08-12 10:26:36
AIRQ001,PMS5003,UM25,0.7,2025-08-12 10:26:36
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:26:36
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:26:36
AIRQ001,SCD30,TEMP,24.19,2025-08-12 10:27:12
AIRQ001,SCD30,HUM,74.27,2025-08-12 10:27:12
AIRQ001,SCD30,CO2,1616.74,2025-08-12 10:27:12
AIRQ001,ENVIRO,TEMP,24.02,2025-08-12 10:27:19
AIRQ001,ENVIRO,HUM,66.78,2025-08-12 10:27:19
AIRQ001,ENVIRO,PRES,1007.28,2025-08-12 10:27:19
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:27:19
AIRQ001,DHT22,TEMP,21.35,2025-08-12 10:27:35
AIRQ001,DHT22,HUM,79.6,2025-08-12 10:27:35
AIRQ001,SCD30,TEMP,24.23,2025-08-12 10:28:13
AIRQ001,SCD30,HUM,74.8,2025-08-12 10:28:13
AIRQ001,SCD30,CO2,1623.09,2025-08-12 10:28:13
AIRQ001,PMS5003,PM1,4.93,2025-08-12 10:28:18
AIRQ001,PMS5003,PM25,7.68,2025-08-12 10:28:18
AIRQ001,PMS5003,PM10,7.89,2025-08-12 10:28:18
AIRQ001,PMS5003,UM03,886.09,2025-08-12 10:28:18
AIRQ001,PMS5003,UM05,258.18,2025-08-12 10:28:18
AIRQ001,PMS5003,UM1,54.68,2025-08-12 10:28:18
AIRQ001,PMS5003,UM25,0.59,2025-08-12 10:28:18
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:28:18
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:28:18
AIRQ001,ENVIRO,TEMP,23.92,2025-08-12 10:28:20
AIRQ001,ENVIRO,HUM,66.71,2025-08-12 10:28:20
AIRQ001,ENVIRO,PRES,1007.24,2025-08-12 10:28:20
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:28:20
AIRQ001,DHT22,TEMP,21.45,2025-08-12 10:28:36
AIRQ001,DHT22,HUM,79.3,2025-08-12 10:28:36
AIRQ001,SCD30,TEMP,24.35,2025-08-12 10:29:14
AIRQ001,SCD30,HUM,73.65,2025-08-12 10:29:14
AIRQ001,SCD30,CO2,1631.11,2025-08-12 10:29:14
AIRQ001,ENVIRO,TEMP,23.35,2025-08-12 10:29:21
AIRQ001,ENVIRO,HUM,66.36,2025-08-12 10:29:21
AIRQ001,ENVIRO,PRES,1007.26,2025-08-12 10:29:21
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:29:21
AIRQ001,DHT22,TEMP,21.45,2025-08-12 10:29:38
AIRQ001,DHT22,HUM,79.3,2025-08-12 10:29:38
AIRQ001,PMS5003,PM1,4.43,2025-08-12 10:29:59
AIRQ001,PMS5003,PM25,7.18,2025-08-12 10:29:59
AIRQ001,PMS5003,PM10,7.27,2025-08-12 10:29:59
AIRQ001,PMS5003,UM03,896.59,2025-08-12 10:29:59
AIRQ001,PMS5003,UM05,259.93,2025-08-12 10:29:59
AIRQ001,PMS5003,UM1,47.59,2025-08-12 10:29:59
AIRQ001,PMS5003,UM25,1.16,2025-08-12 10:29:59
AIRQ001,PMS5003,UM5,0.0,2025-08-12 10:29:59
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:29:59
AIRQ001,SCD30,TEMP,24.37,2025-08-12 10:30:15
AIRQ001,SCD30,HUM,73.23,2025-08-12 10:30:15
AIRQ001,SCD30,CO2,1641.0,2025-08-12 10:30:15
AIRQ001,ENVIRO,TEMP,23.53,2025-08-12 10:30:22
AIRQ001,ENVIRO,HUM,66.45,2025-08-12 10:30:22
AIRQ001,ENVIRO,PRES,1007.25,2025-08-12 10:30:22
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:30:22
AIRQ001,DHT22,TEMP,21.35,2025-08-12 10:30:39
AIRQ001,DHT22,HUM,79.3,2025-08-12 10:30:39
AIRQ001,SCD30,TEMP,24.32,2025-08-12 10:31:16
AIRQ001,SCD30,HUM,73.68,2025-08-12 10:31:16
AIRQ001,SCD30,CO2,1651.72,2025-08-12 10:31:16
AIRQ001,ENVIRO,TEMP,23.94,2025-08-12 10:31:23
AIRQ001,ENVIRO,HUM,66.41,2025-08-12 10:31:23
AIRQ001,ENVIRO,PRES,1007.25,2025-08-12 10:31:23
AIRQ001,ENVIRO,LLUM,22.94,2025-08-12 10:31:23
AIRQ001,DHT22,TEMP,21.35,2025-08-12 10:31:40
AIRQ001,DHT22,HUM,79.3,2025-08-12 10:31:40
AIRQ001,PMS5003,PM1,4.73,2025-08-12 10:31:41
AIRQ001,PMS5003,PM25,6.43,2025-08-12 10:31:41
AIRQ001,PMS5003,PM10,6.77,2025-08-12 10:31:41
AIRQ001,PMS5003,UM03,753.27,2025-08-12 10:31:41
AIRQ001,PMS5003,UM05,234.52,2025-08-12 10:31:41
AIRQ001,PMS5003,UM1,34.36,2025-08-12 10:31:41
AIRQ001,PMS5003,UM25,1.3,2025-08-12 10:31:41
AIRQ001,PMS5003,UM5,0.45,2025-08-12 10:31:41
AIRQ001,PMS5003,UM10,0.0,2025-08-12 10:31:41
AIRQ001,SCD30,TEMP,24.37,2025-08-12 10:32:17
AIRQ001,SCD30,HUM,73.43,2025-08-12 10:32:17
