lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,1589,782.4676825175651,-0.02363476955462941,0.7454249986100412,-0.6604655464118446,780.4676825175651,0.9653090266790466,0.3523207292009199,0.2655327730937611,4.2945389748018004e-14,voice_rate_time,0.8646421309764832
1,1586,962.6950555907251,-0.025579114930132655,0.786038300887712,-0.7930862401401094,960.6950555907251,0.9653262132829364,0.2533428174084029,0.2707930240233855,1.2166981941320312e-17,voice_rate_time,0.8646421309764832
2,1587,834.1966654445841,-0.015865465413667984,0.6763712408995322,-0.4577416892018373,832.1966654445841,0.9653024996384911,0.32209800598048965,0.27533897814492464,5.606789829693975e-16,voice_rate_time,0.8646421309764832
3,1585,932.6620852289711,-0.015867224512916913,0.6857921546420545,-0.4841184735436048,930.6620852289711,0.9642029773948423,0.2687241594630839,0.2617082388401621,4.520939458005663e-16,voice_rate_time,0.8646421309764832
4,1586,743.6246129422208,-0.010182920622851055,0.609195566619466,-0.2773236728451033,741.6246129422208,0.9653711510257924,0.3745634586507548,0.2588758586039526,7.49353023105664e-13,voice_rate_time,0.8646421309764832
5,1586,775.73827207006,-0.02743483539168815,0.7772768370382506,-0.7634188870175843,773.73827207006,0.9626640603355126,0.35638449406915007,0.2572661134073074,3.421657343858516e-13,voice_rate_time,0.8646421309764832
6,1583,975.0191903046972,-0.009113632335942668,0.6118778532359692,-0.28429566902610226,973.0191903046972,0.9653542100897886,0.2462064228062183,0.2553967440420014,5.527656860528794e-16,voice_rate_time,0.8646421309764832
7,1583,743.4030820455308,-0.022691891180570144,0.7316274007301955,-0.618030244210224,741.4030820455308,0.9631702687606797,0.3746992319314575,0.2600045348558309,5.959036484529826e-13,voice_rate_time,0.8646421309764832
8,1582,861.3827212494025,-0.0014187458595200245,0.5165827571714303,-0.04159090331466524,859.3827212494025,0.965307737471461,0.30552544520224845,0.24865747327884047,1.3221764719110822e-13,voice_rate_time,0.8646421309764832
9,1582,659.6729668701103,-0.04954455501064679,0.8981133465188819,-1.2721391145426328,657.6729668701103,0.9641504775381742,0.42674443133489504,0.2515708643621979,5.5708050493393215e-11,voice_rate_time,0.8981133465188819
10,1582,719.0489598159729,-0.018539643617590217,0.6901656395468275,-0.4965356520234985,717.0489598159729,0.9642891557192053,0.3889134962416032,0.24413356128004743,3.2288837359380294e-11,voice_rate_time,0.8646421309764832
