lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2720,1217.3559411208623,0.019831134112424452,0.48939092014563146,0.6914881003708446,1215.3559411208623,0.9234696786630006,0.4132651667242971,-0.07198297109099555,0.011997752403109808
-9,2721,1196.4392103082578,0.00891707949937586,0.7579896682785723,0.30819240466390185,1194.4392103082578,0.9225044250257897,0.4218655112180455,-0.07767816309997709,0.007185790985339551
-8,2721,1204.819020581422,0.0188806234125917,0.512639005417806,0.6549285088874509,1202.819020581422,0.9231012541886722,0.4183804938418361,-0.07126441382323413,0.013353405660239164
-7,2722,1201.2924481299794,0.027313870278268173,0.34420951801918054,0.9462542750229591,1199.2924481299794,0.9280373914349334,0.4176664064417852,-0.07081956092856706,0.014084145444662955
-6,2724,1205.8670515180022,0.03061637747088205,0.28809116798318224,1.0627881638444028,1203.8670515180022,0.9221088908448831,0.418937983747157,-0.06529920077371026,0.023352225676355653
-5,2725,1193.9495002896117,0.014555650758653293,0.6153513229336524,0.5025815783952504,1191.9495002896117,0.9221613945019885,0.42365556106425306,-0.07140259291526554,0.013595353635988943
-4,2725,1199.7159771562096,0.023959270287278588,0.40703130969621104,0.8294213242396457,1197.7159771562096,0.9222506621447523,0.42139901108013983,-0.06757407292035048,0.019242801571848038
-3,2726,1194.1113425776803,0.020156820251556292,0.4865048611585394,0.6960952614449198,1192.1113425776803,0.9254783090628733,0.42224309253937103,-0.07758489576197276,0.0073128110867512015
-2,2724,1233.4514273328007,0.02607473400283149,0.3601992475714252,0.9153268810690713,1231.4514273328007,0.9248908721157711,0.40723026460203965,-0.07157445548546199,0.011923197659915478
-1,2725,1207.7781116670997,0.038725981000834825,0.17863849798396236,1.3457426809588036,1205.7781116670997,0.9208776778691905,0.41893602685909537,-0.06479245252739962,0.024336589624024813
