lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2682,1244.27480089993,0.04578152013917264,0.10649849197156,1.61530543280558,1242.27480089993,0.904390736012046,0.40489189841263507,-0.0022510883943869706,0.9367734742820614
-9,2683,1219.2945351582327,0.026400003981979572,0.35701864558017726,0.9214106428108134,1217.2945351582327,0.9035524821671218,0.41512631590778365,-0.0046966565674778785,0.8698630699327895
-8,2685,1225.2315464658818,0.03756654635073847,0.18882094716427897,1.3148077982644693,1223.2315464658818,0.9035962188377881,0.4131493691904325,-0.0027685723318568905,0.922876917131035
-7,2686,1226.6262500938954,0.044131781958170226,0.12239122850490185,1.545882843794365,1224.6262500938954,0.908333254353147,0.4106321526512708,0.0005350691924462212,0.9850638799502076
-6,2687,1253.8914432446375,0.048480242055179736,0.08616236394815098,1.7173510670440546,1251.8914432446375,0.9012170709248729,0.40351084136528365,0.006003779984526823,0.831806134119303
-5,2688,1248.9269945026738,0.03190254256614697,0.2599121351548892,1.1271116254391107,1246.9269945026738,0.9015854478043879,0.4054325117561727,0.004513258302853483,0.8734007103643519
-4,2689,1265.5741354580614,0.04534317809588605,0.1068934640767807,1.613463835272865,1263.5741354580614,0.9017227176023436,0.3991738843554538,0.012633153213451785,0.6534337519583937
-3,2690,1270.5244904142457,0.03674690887070839,0.19054281837098533,1.309675370099154,1268.5244904142457,0.9073257967197558,0.39501350340627844,0.00880553187176505,0.7538512979243268
-2,2691,1269.1463155307567,0.03410016646597261,0.22475644241531723,1.214569950261279,1267.1463155307567,0.9060702902811631,0.3962614143832227,0.008770688110967099,0.7549230440734851
-1,2693,1301.7250968105186,0.05998290440640832,0.03046293247794098,2.1663864803981028,1299.7250968105186,0.9014328172542436,0.38636047226829084,0.021824956281694025,0.43141700851619447
