lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2630,1184.5446446695596,0.14568231150387922,4.7642193033632077e-07,5.063767922399036,1182.5446446695596,0.8685587344292388,0.43627747236416187,0.2042626880205918,1.2685740197915503e-12
-9,2630,1209.4879070911597,0.14411681461355388,4.824498503681965e-07,5.060735251462047,1207.4879070911597,0.8677492342598899,0.4263609213981884,0.1812846327991249,2.1415108120723534e-10
-8,2629,1206.6602006448886,0.13816056832403614,1.4541777629147238e-06,4.841739778128945,1204.6602006448886,0.8656267475924078,0.42838333613040663,0.1750237848501847,9.310267424821929e-10
-7,2631,1141.7468567914188,0.16325782606905562,2.895221127386879e-08,5.586558999470853,1139.7468567914188,0.8661580341297273,0.4557364041709745,0.1963417767079619,2.1966861552499173e-11
-6,2631,1167.7823966415237,0.16912249287449166,6.0582380050657196e-09,5.858839609180311,1165.7823966415237,0.8647814407268977,0.4454081300111018,0.2104841404058356,3.6839652898387857e-13
-5,2632,1188.7100892890921,0.1591638245311675,3.447757618961616e-08,5.553778820193167,1186.7100892890921,0.8649704527800364,0.4367251656079859,0.20342994005649073,1.4355530054658998e-12
-4,2632,1168.9206673225042,0.19281365765468222,2.9787210305548795e-11,6.712514780844985,1166.9206673225042,0.8631000553771152,0.4459826111964986,0.2113041730913057,2.894395708032918e-13
-3,2632,1247.269457822552,0.16181582985972534,9.08483751536865e-09,5.786477930167165,1245.269457822552,0.8643692099225769,0.4129676533157076,0.1974696621031644,1.972970917620396e-12
-2,2634,1259.5751843738956,0.13788078843905827,9.011655002413351e-07,4.936722249263365,1257.5751843738956,0.8644918842896179,0.40833020058745056,0.192643810539124,5.3896206629322105e-12
-1,2637,1170.507983836785,0.14834158421151541,3.433126115882285e-07,5.127556891029959,1168.507983836785,0.8654415477322066,0.44504214435045036,0.19593074498222215,1.3629125161041134e-11
