lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,2727,1207.4797227454553,0.03873938868621853,0.17854180985189017,1.3460427225916876,1205.4797227454553,0.9207972095122183,0.41942585064037907,-0.06567654108595665,0.02247267985164355,voice_rate_time,0.3292300704455941
1,2725,1213.16828817022,0.0317357947336508,0.26937005763730426,1.1050207581656712,1211.16828817022,0.9191607355755114,0.41765502984755204,-0.07557142010521697,0.008457254808102962,voice_rate_time,0.3292300704455941
2,2724,1199.4851445714007,0.03232002307816663,0.2633606032666026,1.1190092499581792,1197.4851445714007,0.9188134127407485,0.42289477731028197,-0.07250431471471037,0.012012649792512613,voice_rate_time,0.3292300704455941
3,2726,1198.112410385402,0.04277935851309927,0.1389035854888865,1.4808737185639325,1196.112410385402,0.9200924313769612,0.4231735408344609,-0.06255106333007478,0.03038861863634571,voice_rate_time,0.3292300704455941
4,2724,1228.9142384763002,0.03237614909311584,0.2567456850367153,1.1346450712971468,1226.9142384763002,0.9186989615821908,0.41169490080197185,-0.0703816181720046,0.013593141711445633,voice_rate_time,0.3292300704455941
5,2724,1203.9569719543906,0.04497018503281538,0.11886687824383993,1.5606615122209748,1201.9569719543906,0.9184917397277428,0.42132177491436945,-0.059463224330055756,0.0391181107329269,voice_rate_time,0.3292300704455941
6,2723,1217.1009678816604,0.028278120159054853,0.3242698048183803,0.9861215068232455,1215.1009678816604,0.9181984349181622,0.41624780362247055,-0.06629031699232889,0.020731624780085833,voice_rate_time,0.35669678530021837
7,2722,1211.7540312622893,0.037254589148834436,0.19499157012990176,1.2966713231740736,1209.7540312622893,0.9188053842053845,0.41784667696027666,-0.06531006656043918,0.02299356869833933,voice_rate_time,0.3292300704455941
8,2721,1179.0052576180838,0.0465663213500643,0.11002023378180598,1.5993094758874455,1177.0052576180838,0.9186809713342126,0.4303808902070581,-0.061270797542453945,0.03541521787154378,voice_rate_time,0.3292300704455941
9,2720,1226.4300282696574,0.021088794920088888,0.46059497663822435,0.738100236292159,1224.4300282696574,0.9173281332293075,0.41256886809347826,-0.0629975882076325,0.027373911898968168,voice_rate_time,0.46059497663822435
10,2719,1221.7870926980663,0.03758251762269385,0.18925670433576158,1.3135143205056359,1219.7870926980663,0.918928305399373,0.41344615869003754,-0.058003872627970084,0.04265187592140742,voice_rate_time,0.3292300704455941
