lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,3246,1594.2264938585959,0.05347193933056038,0.03277180716817718,2.1367323522055104,1592.2264938585959,0.9062482032607163,0.37656300658275554,-0.04360713568001408,0.08175410330257525
-9,3246,1555.7773050656804,0.050470028091223564,0.04654963258284618,1.9919652671478913,1553.7773050656804,0.9047065861709486,0.3890757489908221,-0.04594516352439373,0.07002776844904926
-8,3247,1565.353343860562,0.05014502615447049,0.04729729053792316,1.9851948740023897,1563.353343860562,0.9053745875477136,0.3859659031308565,-0.046644202367992736,0.0650394708691166
-7,3249,1572.7952795810145,0.05772543876082583,0.022056565205090205,2.2916686748042863,1570.7952795810145,0.9079010472488516,0.3828950702259382,-0.03864580323532619,0.1255254721423661
-6,3250,1571.7392276568783,0.0647014634891435,0.010295353733664305,2.568850361911339,1569.7392276568783,0.9043816975336025,0.3848610495648355,-0.032759381483442755,0.1942645693112219
-5,3251,1564.1106908495713,0.048874123474276006,0.05329480597538794,1.9339898913028837,1562.1106908495713,0.9042219050630727,0.38744074119290056,-0.038704271992362226,0.12600223114522976
-4,3250,1553.651101738194,0.054645065884023,0.03125691928731882,2.1557449666470956,1551.651101738194,0.9039344471105363,0.3906670544244405,-0.031212339269670968,0.2188518617590564
-3,3252,1526.8499710403814,0.05082014720257789,0.04709440315025204,1.9870602036111455,1524.8499710403814,0.9057694810327204,0.39855273153365706,-0.0401065320273652,0.1172300581223155
-2,3252,1550.7444366695415,0.053377261798888624,0.035573172585674016,2.1036124622811214,1548.7444366695415,0.9057550101849496,0.39108335821598683,-0.03674404542864229,0.14809770964319183
-1,3253,1565.4904002605501,0.07958937438289768,0.0016241171835724019,3.157058197976481,1563.4904002605501,0.9036292664331262,0.38756537088893783,-0.02146853747873205,0.39596506122520814
