lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,1610,661.9801935452747,0.030409857489693725,0.43473401020717506,0.7815931381218589,659.9801935452747,0.9671410294751367,0.4314426372256531,0.14798644683305853,0.00013269415694208106
-9,1607,791.183868109536,0.0007575948353396113,0.9830255431081348,0.02128267580470332,789.183868109536,0.9671511415422555,0.3517349004205933,0.13108382901404075,0.00021793937993022975
-8,1609,712.627203442827,0.014832350628021827,0.6926381637203954,0.395438249602251,710.627203442827,0.967128342691098,0.39921980032105675,0.12641741781995813,0.0007186133325264143
-7,1609,641.4382754494592,0.01438556079662794,0.7161223879290379,0.36380700177628494,639.4382754494592,0.9671472180027495,0.44454833430934815,0.12936694589706496,0.0010240039928018443
-6,1610,825.586921962572,-0.008368101915670681,0.810267607296454,-0.24015790589228764,823.586921962572,0.9671140481885999,0.3330147735164991,0.11475398779431842,0.0009560475642559632
-5,1609,725.2675827545135,0.021045788856801046,0.5714856750359424,0.5661231446771049,723.2675827545135,0.9671964264841707,0.39143122242495454,0.12050914335880693,0.001147307041062412
-4,1611,828.7616617060571,-0.010517928654479362,0.7623899883543858,-0.30244360703097234,826.7616617060571,0.9671304660892324,0.3315176310437503,0.09542759245318874,0.005971893002530955
-3,1611,634.7149536161422,0.026193956568709997,0.5100685449207067,0.6591043734400486,632.7149536161422,0.9671238666748089,0.44951056705475617,0.12948244466924558,0.0010775092781020227
-2,1613,680.0155794691891,0.00590878978383448,0.8777658428756336,0.15386008130496506,678.0155794691891,0.9671496131959699,0.4207011738481093,0.10061520142401632,0.008649843072599405
-1,1610,802.9275979410658,-0.012457323941850585,0.7244976671652539,-0.3525779009889372,800.9275979410658,0.9671229412768682,0.34584899716370754,0.11543664119577345,0.001049630047441519
