lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,1589,782.7842040907859,-0.023360724086832325,0.7430049974624492,-0.6529355935455144,780.7842040907859,0.964789785722619,0.3523249780899388,0.2657750912098884,4.017328752941119e-14,voice_rate_time,0.8338486857241956
1,1586,962.9717058064535,-0.022327813974284027,0.7555496332225022,-0.69232463790862,960.9717058064535,0.9647993207605594,0.2533411667739721,0.2721169740395642,8.252060188247473e-18,voice_rate_time,0.8338486857241956
2,1587,834.5067957119724,-0.01574365078288192,0.675138257413558,-0.4543109148630818,832.5067957119724,0.9647856877107948,0.32209652382440546,0.2760838248474728,4.590177242646524e-16,voice_rate_time,0.8338486857241956
3,1585,932.7721834312489,-0.014749372280316416,0.6736035783642615,-0.45003105056427756,930.7721834312489,0.9640035541606686,0.26872263579992994,0.262191297695771,3.961061603527775e-16,voice_rate_time,0.8338486857241956
4,1586,743.9662426494764,-0.0054133007248114975,0.5585936679768648,-0.14745536914989027,741.9662426494764,0.9648415460397445,0.3745621403702831,0.25912111552494793,7.032464186554382e-13,voice_rate_time,0.8338486857241956
5,1586,776.5362036038109,-0.02515731786177616,0.7580442597492687,-0.7003621581271545,774.5362036038109,0.9613949491194195,0.35638311622436386,0.25782759401903205,2.945397518616271e-13,voice_rate_time,0.8338486857241956
6,1583,975.2881870078357,-0.006712196922714779,0.5829135781219175,-0.2094089306095337,973.2881870078357,0.9648323327607232,0.2462047141235315,0.2564498937333367,4.1199904635672846e-16,voice_rate_time,0.8338486857241956
7,1583,743.797827803856,-0.021588526450349883,0.7216851040879637,-0.5881214332171772,741.797827803856,0.9625578676127898,0.3746977640314556,0.2599341318755,5.963505238341236e-13,voice_rate_time,0.8338486857241956
8,1582,861.6945166524521,0.0006265897177996235,0.49267319317805364,0.018371957307337178,859.6945166524521,0.9647715173570414,0.3055240012635913,0.24923163424910863,1.1456002999874673e-13,voice_rate_time,0.8338486857241956
9,1582,659.9935327424,-0.048640687727481216,0.893978204153179,-1.2491795912927632,657.9935327424,0.9636800826864723,0.42674331717623937,0.2504510413427101,6.742866980053721e-11,voice_rate_time,0.893978204153179
10,1582,721.0746194712428,-0.006844251224417338,0.5727856965128074,-0.1835367743068745,719.0746194712428,0.9637303596773472,0.38788408566210675,0.24699791651913772,1.7491293721178896e-11,voice_rate_time,0.8338486857241956
