lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,q_BH
0,2636,1229.935319706417,0.1544564339865158,2.6041766217682538e-08,5.478188610810149,1227.935319706417,0.8628399475318981,0.42152221889976244,0.20557788939639604,3.331510100677253e-13,6.835963632141666e-08
1,2636,1253.1467316511992,0.16443134920814054,2.386122438599955e-09,5.896451488378452,1251.1467316511992,0.8643991983601461,0.41134613050924856,0.20518505732918096,2.2265764413527632e-13,1.2527142802649765e-08
2,2635,1209.0083483598762,0.18812188632124688,2.1502880136336463e-11,6.654547765983078,1207.0083483598762,0.8650418923599222,0.42884023047277364,0.21333090139900798,6.555916880671134e-14,4.515604828630657e-10
3,2635,1231.7098212869441,0.17451794460304912,3.5021595846163907e-10,6.215237997783627,1229.7098212869441,0.8658671536347572,0.4191356859942338,0.20845021450068424,1.472680350663343e-13,2.4515117092314734e-09
4,2633,1267.348186792337,0.1798054081427862,5.691491133445837e-11,6.501957580220951,1265.348186792337,0.8642234172635084,0.40514508740954347,0.20602174308424942,1.2948299953744775e-13,5.976065690118129e-10
5,2632,1195.2210903590706,0.15722126799160419,2.3305738939019984e-08,5.499291843122393,1193.2210903590706,0.8645380222315999,0.4342324699914168,0.18759223090740432,6.286528452958011e-11,6.835963632141666e-08
6,2631,1227.5265206792099,0.15469900068501932,2.556322601684705e-08,5.481618147424222,1225.5265206792099,0.8613619471833796,0.4222766222296195,0.18035658362654972,1.9552930609103174e-10,6.835963632141666e-08
7,2630,1263.342416590542,0.15716479464961872,9.794376996682368e-09,5.652008803109249,1261.342416590542,0.8627484410554784,0.40686743502301886,0.17912480991894242,1.432888010561722e-10,4.113638338606595e-08
8,2629,1220.7754041562762,0.1417601662551863,3.29447186237284e-07,4.999473572464538,1218.7754041562762,0.8629768240260542,0.4238746062266708,0.1835640819771777,1.0328070990228572e-10,7.687101012203293e-07
9,2627,1160.4372020502528,0.11619199683181834,3.634862670378541e-05,3.981658845642476,1158.4372020502528,0.8644766035870586,0.4479215728620595,0.18432106501881304,2.508726307729746e-10,7.633211607794936e-05
10,2627,1180.5132668544306,0.08839025730670487,0.0011840726361698377,3.046315177899349,1178.5132668544306,0.8639983206801268,0.4397037111495113,0.15972224078590233,3.439031677652751e-08,0.0022605023054151447
11,2629,1170.439683925134,0.04400811421326078,0.06619904022767198,1.5057638560512057,1168.439683925134,0.8640245821327001,0.444302482825294,0.13425610183318704,4.044129782043975e-06,0.0817752849871242
12,2629,1201.7641128226664,0.04565657602341947,0.05683275440792292,1.5830855809760143,1199.7641128226664,0.8630193873351677,0.43170770015399074,0.11615041253557586,5.436978916289523e-05,0.07732657442051591
13,2627,1235.659502803464,0.05987101229909716,0.01767437197861083,2.1066579492061437,1233.659502803464,0.8641569958191212,0.4168255670467185,0.1135587350274406,6.315046045079716e-05,0.028550908580832875
14,2627,1237.6107935278403,0.06118521472772238,0.01568612938444577,2.1547742633315705,1235.6107935278403,0.8658983635618192,0.41519416298434547,0.09557609073769845,0.0007608733870266322,0.027450726422780097
15,2625,1230.7515285437307,0.04140572589057017,0.0732862486309511,1.452663560024392,1228.7515285437307,0.8653038451108487,0.41789050548143186,0.07276909527462544,0.0106590410492107,0.08550062340277627
16,2625,1232.940134956921,0.044563042499252324,0.05891548527277403,1.5650382420390077,1230.940134956921,0.864214989451391,0.417523220191333,0.07632395582188772,0.0073364091412719745,0.07732657442051591
17,2622,1219.5299980620014,0.03195539925649204,0.13240817729087315,1.1155933991254918,1217.5299980620014,0.8655622289538768,0.4217849265776343,0.06675108228632337,0.019738815204396284,0.1390285861554168
18,2622,1231.9387108223123,0.03399626522768273,0.1165585400453271,1.1929549850488277,1229.9387108223123,0.8641243339284289,0.41740044738779764,0.08088656224972374,0.004499911392618623,0.1288278600500984
19,2620,1189.9418427538033,0.049765504238553006,0.043085899393427024,1.7173723000115724,1187.9418427538033,0.8641415072495837,0.43436066278092855,0.06658620713925709,0.02161521369582247,0.06462884909014054
20,2619,1188.422056770379,0.02975547228967514,0.15269983108699653,1.0253657310827953,1186.422056770379,0.865729589441541,0.4340085067272896,0.059369986528639646,0.04072268094314983,0.15269983108699653
