lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,1583,680.5541264743074,-0.021037199893723636,0.5837892086418867,-0.5481208270129336,678.5541264743074,0.9653368400771256,0.41300128139521275,0.29844622289235684,1.815477663444539e-15
-9,1582,858.0571428374952,-0.0433848622921572,0.20422673263440067,-1.2705703331901261,856.0571428374952,0.96527341049686,0.3073646707658912,0.2941774241746206,1.366752294131803e-18
-8,1583,681.5208089603781,-0.022964744339998625,0.5495097234111911,-0.5987941440049462,679.5208089603781,0.96530792764046,0.4123951201003456,0.29561526862495674,3.2755646522906717e-15
-7,1584,759.40859113432,-0.033304147556894835,0.3593957320927289,-0.9170740858734026,757.40859113432,0.9653785342101283,0.36449632185164293,0.2909851608383526,2.761644998564137e-16
-6,1585,956.5168162255308,-0.04033107088242939,0.21268382560693713,-1.2470533803311656,954.5168162255308,0.9653078386242772,0.25617387720835,0.29096544626875076,4.055185442224948e-20
-5,1586,732.3140290012645,-0.02350371958545263,0.5254007351191774,-0.6353476229210131,730.3140290012645,0.9654395694785227,0.38141765031382435,0.2855274736457886,3.323258437446149e-15
-4,1584,971.0328190935761,-0.04275698874178725,0.18310338778827526,-1.3322130931431768,969.0328190935761,0.9653452717946235,0.24851812348966126,0.2845740243987791,1.511216865658569e-19
-3,1587,597.5073335548766,-0.013578605141997609,0.7404668707308475,-0.33138951046762427,595.5073335548766,0.9653081748864816,0.46923790668965926,0.2841771297542146,1.4591809019027349e-12
-2,1586,783.8611190805138,-0.03938933493077331,0.2706916038869262,-1.1022513166512469,781.8611190805138,0.9653385113285065,0.3506283594083092,0.26562854241186806,3.9900150580849433e-14
-1,1587,795.7823984157695,-0.04617799532441891,0.19315235136368467,-1.3024148772308795,793.7823984157695,0.9653701835882498,0.34396771052316855,0.2737440609648442,3.819669946234535e-15
