lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,2594,1283.2945030177752,0.06684210259832575,0.016627776137210358,2.3979876544485537,1281.2945030177752,0.8443525393119321,0.4003616934503398,0.010555857322268812,0.7055899010833279
-9,2594,1243.4526211572447,0.06411108089626436,0.023773053539410408,2.2635627502548226,1241.4526211572447,0.8421622609887868,0.41789870173011673,-0.009866507959602684,0.7281575039282486
-8,2591,1262.216692013507,0.04535838769293458,0.10724270492171244,1.6118604452612906,1260.216692013507,0.8390586574200302,0.4109967693846761,-0.016866161800550068,0.5493965365044766
-7,2593,1126.7000644906157,0.08919605684726045,0.0027297500042996643,3.0032987433819778,1124.7000644906157,0.8396999003234411,0.46945156542346483,-0.004128414884952488,0.8899064347294346
-6,2594,1207.784568001432,0.08874044048363142,0.002022473219630008,3.093664506743344,1205.784568001432,0.8388807284224801,0.43465332711385174,0.0018253595997028173,0.9494707248207416
-5,2595,1223.5327837261623,0.08989319126967989,0.0016465216968231374,3.1545775665906097,1221.5327837261623,0.8381342239852871,0.42852417973603457,0.006558181302742216,0.8187392474862871
-4,2596,1291.4493067543742,0.08774562849215375,0.0015976914583868925,3.1630494068056723,1289.4493067543742,0.8334799171746502,0.40262531837755616,-0.0005644354839730246,0.983832509406044
-3,2599,1283.4868445091322,0.08276799542391833,0.0030029882577184233,2.9731184225169107,1281.4868445091322,0.8364341776208932,0.4050917816007073,-0.013343368122440196,0.632940540357245
-2,2597,1273.7065656882692,0.04219697710500648,0.13228273855194755,1.5061276818371843,1271.7065656882692,0.8338622333541964,0.4099884328614861,-0.025305376711595176,0.36685396510352586
-1,2600,1265.183704610482,0.04304189144300577,0.12597440887679015,1.5311835902909927,1263.183704610482,0.8354846119018513,0.41334520556248655,-0.02680633191263444,0.340734780413969
