lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj,noise_var,q_BH
0,2722,1171.481708431914,0.1275932853233224,5.92370028263246e-06,4.399352854717616,1169.481708431914,0.9995460860287672,0.3984152307007057,0.09493658638060139,0.0011408589608377024,voice_rate_time,5.9237002826324605e-06
1,2720,1124.073931657073,0.13405064736880049,3.2457817638707405e-06,4.531241202370321,1122.073931657073,0.9995471405746412,0.41535338662446925,0.10606782599402766,0.0003676831154456704,voice_rate_time,3.96706660028646e-06
2,2719,1156.2813365208528,0.13408321599828057,2.379663939874387e-06,4.5969493057932365,1154.2813365208528,0.9995443409803441,0.40343678798416155,0.10172782607954341,0.00053138344425182,voice_rate_time,3.272037917327282e-06
3,2718,1158.485757318471,0.1351226786786361,1.9624067851904443e-06,4.637668856905223,1156.485757318471,0.9995480837524002,0.4024829262435786,0.10010300949465992,0.0006447510987742187,voice_rate_time,3.0837820910135554e-06
4,2717,1130.7335452344987,0.13083659662793246,5.0813975565578265e-06,4.433781748696364,1128.7335452344987,0.9995480355231008,0.41244636521040445,0.0950870981280925,0.0013687829359527314,voice_rate_time,5.589537312213609e-06
5,2716,1173.1881081459485,0.13506560953109709,1.7202439631318392e-06,4.6650472238512135,1171.1881081459485,0.9995478181110551,0.39687199387856265,0.10038770209098684,0.0005742379211113506,voice_rate_time,3.0837820910135554e-06
6,2716,1151.912204639953,0.13758933947590718,1.3862172763221111e-06,4.710503301301216,1149.912204639953,0.9995492173624776,0.4045575737418248,0.1042049545717871,0.00039634296862816313,voice_rate_time,3.0496780079086446e-06
7,2715,1148.9717204226713,0.1426173212362925,6.056046133810279e-07,4.879899473178339,1146.9717204226713,0.9995488129183762,0.4054727321024721,0.10650876849739971,0.00029845769154580913,voice_rate_time,1.6654126867978267e-06
8,2715,1128.845695535649,0.1439764683800335,5.9488666359617e-07,4.883962765348804,1126.845695535649,0.9995487757035113,0.41283403773457505,0.11098738665415278,0.00018666992126175822,voice_rate_time,1.6654126867978267e-06
9,2713,1169.7386727305015,0.14647246563010188,2.4349052233968446e-07,5.0598569815415875,1167.7386727305015,0.9995451123863219,0.39764810031043246,0.11399922108063512,9.325063736016416e-05,voice_rate_time,1.3391978728682646e-06
10,2710,1154.769906020817,0.15745811392378298,3.75511320072532e-08,5.413622494729601,1152.769906020817,0.9995471373779425,0.4025943992763131,0.11370185250138752,0.00010786424025718975,voice_rate_time,4.1306245207978523e-07
