lag_min,N,Neff,r,p_adj,t,df,r1x,r1y,spearman_rho,spearman_p_adj
-10,3246,1436.3233480080335,-0.16527318835867225,2.945992211196238e-10,-6.346581780849143,1434.3233480080335,0.9904549520400071,0.39021580344984275,-0.19346679163149075,1.4059485166285182e-13
-9,3247,1416.1757231031563,-0.16746269713765494,2.2792341742621644e-10,-6.387727973904633,1414.1757231031563,0.9903848579125937,0.39642486729119814,-0.1986985416441063,4.4811889708969813e-14
-8,3248,1413.2495868197873,-0.16083216970121378,1.1982932131918735e-09,-6.121610648970197,1411.2495868197873,0.9904848243598849,0.3973990370164757,-0.18874610359250335,8.447866803296968e-13
-7,3251,1434.2369471943725,-0.1650632295736508,3.197299489425666e-10,-6.333681682690495,1432.2369471943725,0.9907495623236715,0.3913837955004169,-0.19664150290787527,5.732151096167056e-14
-6,3250,1421.9763725180621,-0.1596654927530508,1.4091818968595925e-09,-6.094795786535789,1419.9763725180621,0.9905539591096272,0.39500539643854926,-0.19090906699610544,3.8839302715164874e-13
-5,3251,1436.914202198112,-0.16476738827157716,3.3138583020694463e-10,-6.327918863315383,1434.914202198112,0.9905214115531938,0.39067381253250283,-0.19573419590556582,7.11717891340943e-14
-4,3252,1427.8974325038646,-0.16291990546400728,5.926800074690954e-10,-6.235336321532585,1425.8974325038646,0.9903798209878385,0.3935601674777908,-0.19308847974625282,1.8486791026473373e-13
-3,3254,1429.8447440993332,-0.16733029000085778,1.9312210819046615e-10,-6.413303557668566,1427.8447440993332,0.990510030488315,0.39318815861826795,-0.195275693165369,9.377646398657925e-14
-2,3255,1437.7550472646283,-0.16653415065664048,2.104395474050696e-10,-6.3995708090712515,1435.7550472646283,0.9904122255051526,0.3909935501046368,-0.19666199203157833,5.309069753502872e-14
-1,3256,1451.1667333246617,-0.1687313725875652,9.893056162526795e-11,-6.516688636991136,1449.1667333246617,0.9904715848767673,0.38711097544099454,-0.20131966033639329,9.794525052785418e-15
