air_var,noise_var,lag_min,N,pearson_r,pearson_p,pearson_p_adj,Neff,rho1_air,rho1_noise,abs_r
PM25,voice_rate,0,3948,0.04346651945083352,0.006303472636571877,0.14316642691830617,1136.455459589616,0.9689264376479207,0.5707024208158894,0.04346651945083352
PM25,voice_rate,1,3947,0.03992809126605355,0.012117830212752236,0.1784934765988785,1137.3028792246225,0.9689316112488915,0.5703414918754843,0.03992809126605355
PM25,voice_rate,2,3946,0.03620300494088709,0.022954193260416315,0.2227439618972626,1135.9523464666065,0.9689333096638065,0.5706754767497475,0.03620300494088709
PM25,voice_rate,3,3945,0.03238738901596817,0.04193989435512273,0.27541004684045833,1135.6777162588419,0.9689334417535455,0.5706712209752093,0.03238738901596817
PM25,voice_rate,4,3944,0.02798204270453897,0.0789016306375859,0.3462673920923167,1135.403057444295,0.9689335894195088,0.5706669629575868,0.02798204270453897
PM25,voice_rate,5,3943,0.021937291008441776,0.16843678604675114,0.46030994069243547,1135.1279891033148,0.9689339568021632,0.5706627026951028,0.021937291008441776
PM25,voice_rate,6,3942,0.0179199750318461,0.2606545644106822,0.5464402531007013,1134.8535017559946,0.968934013131635,0.5706584401859851,0.0179199750318461
PM25,voice_rate,7,3941,0.015646761004207768,0.32609430934793004,0.5984803980535598,1134.5781316746313,0.9689345429576209,0.5706541754284555,0.015646761004207768
PM25,voice_rate,8,3940,0.013510240749264945,0.3965496017373183,0.6494868230807672,1134.3038675677128,0.968934480110129,0.5706499084207314,0.013510240749264945
PM25,voice_rate,9,3939,0.011652600643075172,0.46470167283379865,0.6950723253402945,1134.0292390322238,0.9689346129052836,0.5706456391610352,0.011652600643075172
PM25,voice_rate,10,3938,0.009714620249543183,0.5422281071285155,0.743829786556752,1133.7487857579001,0.9689378713331754,0.5706413676475811,0.009714620249543183
