id_sensor,id_parameter,value,created_at
ENVIRO,LLUM,0.0,2025-08-13 20:23:58
DHT22,TEMP,28.35,2025-08-13 20:24:07
DHT22,HUM,69.7,2025-08-13 20:24:07
SCD30,TEMP,27.5,2025-08-13 20:24:20
SCD30,HUM,70.31,2025-08-13 20:24:20
SCD30,CO2,1008.02,2025-08-13 20:24:20
ENVIRO,TEMP,26.67,2025-08-13 20:24:59
ENVIRO,HUM,61.93,2025-08-13 20:24:59
ENVIRO,PRES,1005.17,2025-08-13 20:24:59
ENVIRO,LLUM,0.0,2025-08-13 20:24:59
DHT22,TEMP,28.35,2025-08-13 20:25:08
DHT22,HUM,69.7,2025-08-13 20:25:08
PMS5003,PM1,1.0,2025-08-13 20:25:09
PMS5003,PM25,2.73,2025-08-13 20:25:09
PMS5003,PM10,2.73,2025-08-13 20:25:09
PMS5003,UM03,405.82,2025-08-13 20:25:09
PMS5003,UM05,124.41,2025-08-13 20:25:09
PMS5003,UM1,26.5,2025-08-13 20:25:09
PMS5003,UM25,0.0,2025-08-13 20:25:09
PMS5003,UM5,0.0,2025-08-13 20:25:09
PMS5003,UM10,0.0,2025-08-13 20:25:09
SCD30,TEMP,27.53,2025-08-13 20:25:21
SCD30,HUM,70.27,2025-08-13 20:25:21
SCD30,CO2,1003.69,2025-08-13 20:25:21
ENVIRO,TEMP,26.24,2025-08-13 20:26:00
ENVIRO,HUM,61.92,2025-08-13 20:26:00
ENVIRO,PRES,1005.18,2025-08-13 20:26:00
ENVIRO,LLUM,0.0,2025-08-13 20:26:00
DHT22,TEMP,28.25,2025-08-13 20:26:10
DHT22,HUM,69.7,2025-08-13 20:26:10
SCD30,TEMP,27.51,2025-08-13 20:26:22
SCD30,HUM,70.31,2025-08-13 20:26:22
SCD30,CO2,1003.74,2025-08-13 20:26:22
PMS5003,PM1,1.25,2025-08-13 20:26:51
PMS5003,PM25,2.09,2025-08-13 20:26:51
PMS5003,PM10,2.09,2025-08-13 20:26:51
PMS5003,UM03,398.18,2025-08-13 20:26:51
PMS5003,UM05,115.0,2025-08-13 20:26:51
PMS5003,UM1,21.5,2025-08-13 20:26:51
PMS5003,UM25,0.0,2025-08-13 20:26:51
PMS5003,UM5,0.0,2025-08-13 20:26:51
PMS5003,UM10,0.0,2025-08-13 20:26:51
ENVIRO,TEMP,27.1,2025-08-13 20:27:01
ENVIRO,HUM,61.94,2025-08-13 20:27:01
ENVIRO,PRES,1005.19,2025-08-13 20:27:01
ENVIRO,LLUM,0.0,2025-08-13 20:27:01
DHT22,TEMP,28.35,2025-08-13 20:27:11
DHT22,HUM,69.7,2025-08-13 20:27:11
SCD30,TEMP,27.51,2025-08-13 20:27:23
SCD30,HUM,70.27,2025-08-13 20:27:23
SCD30,CO2,1000.62,2025-08-13 20:27:23
ENVIRO,TEMP,26.89,2025-08-13 20:28:02
ENVIRO,HUM,61.93,2025-08-13 20:28:02
ENVIRO,PRES,1005.21,2025-08-13 20:28:02
ENVIRO,LLUM,0.0,2025-08-13 20:28:02
DHT22,TEMP,28.35,2025-08-13 20:28:12
DHT22,HUM,69.7,2025-08-13 20:28:12
SCD30,TEMP,27.5,2025-08-13 20:28:24
SCD30,HUM,70.29,2025-08-13 20:28:24
SCD30,CO2,1001.19,2025-08-13 20:28:24
PMS5003,PM1,1.64,2025-08-13 20:28:32
PMS5003,PM25,3.25,2025-08-13 20:28:32
PMS5003,PM10,3.25,2025-08-13 20:28:32
PMS5003,UM03,470.45,2025-08-13 20:28:32
PMS5003,UM05,125.55,2025-08-13 20:28:32
PMS5003,UM1,29.77,2025-08-13 20:28:32
PMS5003,UM25,0.36,2025-08-13 20:28:32
PMS5003,UM5,0.0,2025-08-13 20:28:32
PMS5003,UM10,0.0,2025-08-13 20:28:32
ENVIRO,TEMP,26.88,2025-08-13 20:29:03
ENVIRO,HUM,61.94,2025-08-13 20:29:03
ENVIRO,PRES,1005.23,2025-08-13 20:29:03
ENVIRO,LLUM,0.0,2025-08-13 20:29:03
DHT22,TEMP,28.35,2025-08-13 20:29:13
DHT22,HUM,69.7,2025-08-13 20:29:13
SCD30,TEMP,27.51,2025-08-13 20:29:25
SCD30,HUM,70.27,2025-08-13 20:29:25
SCD30,CO2,1001.39,2025-08-13 20:29:25
ENVIRO,TEMP,26.89,2025-08-13 20:30:04
ENVIRO,HUM,61.91,2025-08-13 20:30:04
ENVIRO,PRES,1005.2,2025-08-13 20:30:04
ENVIRO,LLUM,0.0,2025-08-13 20:30:04
PMS5003,PM1,2.25,2025-08-13 20:30:14
PMS5003,PM25,4.57,2025-08-13 20:30:14
PMS5003,PM10,4.57,2025-08-13 20:30:14
PMS5003,UM03,622.64,2025-08-13 20:30:14
PMS5003,UM05,167.86,2025-08-13 20:30:14
PMS5003,UM1,34.55,2025-08-13 20:30:14
PMS5003,UM25,0.82,2025-08-13 20:30:14
PMS5003,UM5,0.0,2025-08-13 20:30:14
PMS5003,UM10,0.0,2025-08-13 20:30:14
DHT22,TEMP,28.35,2025-08-13 20:30:15
DHT22,HUM,69.7,2025-08-13 20:30:15
SCD30,TEMP,27.51,2025-08-13 20:30:26
SCD30,HUM,70.31,2025-08-13 20:30:26
SCD30,CO2,999.92,2025-08-13 20:30:26
ENVIRO,TEMP,26.68,2025-08-13 20:31:05
ENVIRO,HUM,61.9,2025-08-13 20:31:05
ENVIRO,PRES,1005.19,2025-08-13 20:31:05
ENVIRO,LLUM,0.0,2025-08-13 20:31:05
DHT22,TEMP,28.25,2025-08-13 20:31:16
DHT22,HUM,69.7,2025-08-13 20:31:16
SCD30,TEMP,27.53,2025-08-13 20:31:27
SCD30,HUM,70.31,2025-08-13 20:31:27
SCD30,CO2,997.78,2025-08-13 20:31:27
PMS5003,PM1,2.2,2025-08-13 20:31:56
PMS5003,PM25,4.41,2025-08-13 20:31:56
PMS5003,PM10,4.41,2025-08-13 20:31:56
PMS5003,UM03,511.5,2025-08-13 20:31:56
PMS5003,UM05,158.5,2025-08-13 20:31:56
PMS5003,UM1,19.77,2025-08-13 20:31:56
PMS5003,UM25,4.86,2025-08-13 20:31:56
PMS5003,UM5,0.0,2025-08-13 20:31:56
PMS5003,UM10,0.0,2025-08-13 20:31:56
ENVIRO,TEMP,26.68,2025-08-13 20:32:06
ENVIRO,HUM,61.91,2025-08-13 20:32:06
ENVIRO,PRES,1005.19,2025-08-13 20:32:06
ENVIRO,LLUM,0.0,2025-08-13 20:32:06
DHT22,TEMP,28.35,2025-08-13 20:32:17
DHT22,HUM,69.7,2025-08-13 20:32:17
SCD30,TEMP,27.5,2025-08-13 20:32:29
SCD30,HUM,70.33,2025-08-13 20:32:29
SCD30,CO2,994.45,2025-08-13 20:32:29
ENVIRO,TEMP,26.68,2025-08-13 20:33:07
ENVIRO,HUM,61.9,2025-08-13 20:33:07
ENVIRO,PRES,1005.2,2025-08-13 20:33:07
ENVIRO,LLUM,0.0,2025-08-13 20:33:07
DHT22,TEMP,28.35,2025-08-13 20:33:18
DHT22,HUM,69.6,2025-08-13 20:33:18
SCD30,TEMP,27.5,2025-08-13 20:33:30
SCD30,HUM,70.27,2025-08-13 20:33:30
SCD30,CO2,993.44,2025-08-13 20:33:30
PMS5003,PM1,2.2,2025-08-13 20:33:37
PMS5003,PM25,3.89,2025-08-13 20:33:37
PMS5003,PM10,3.89,2025-08-13 20:33:37
PMS5003,UM03,483.41,2025-08-13 20:33:37
PMS5003,UM05,134.41,2025-08-13 20:33:37
PMS5003,UM1,30.91,2025-08-13 20:33:37
PMS5003,UM25,3.27,2025-08-13 20:33:37
PMS5003,UM5,0.0,2025-08-13 20:33:37
PMS5003,UM10,0.0,2025-08-13 20:33:37
ENVIRO,TEMP,26.89,2025-08-13 20:34:08
ENVIRO,HUM,61.9,2025-08-13 20:34:08
ENVIRO,PRES,1005.19,2025-08-13 20:34:08
ENVIRO,LLUM,0.0,2025-08-13 20:34:08
DHT22,TEMP,28.35,2025-08-13 20:34:20
DHT22,HUM,69.7,2025-08-13 20:34:20
SCD30,TEMP,27.5,2025-08-13 20:34:31
SCD30,HUM,70.23,2025-08-13 20:34:31
SCD30,CO2,989.81,2025-08-13 20:34:31
ENVIRO,TEMP,26.55,2025-08-13 20:35:09
ENVIRO,HUM,61.9,2025-08-13 20:35:09
ENVIRO,PRES,1005.2,2025-08-13 20:35:09
ENVIRO,LLUM,0.0,2025-08-13 20:35:09
PMS5003,PM1,1.86,2025-08-13 20:35:19
PMS5003,PM25,3.2,2025-08-13 20:35:19
PMS5003,PM10,3.73,2025-08-13 20:35:19
PMS5003,UM03,566.45,2025-08-13 20:35:19
PMS5003,UM05,140.41,2025-08-13 20:35:19
PMS5003,UM1,26.09,2025-08-13 20:35:19
PMS5003,UM25,0.0,2025-08-13 20:35:19
PMS5003,UM5,0.0,2025-08-13 20:35:19
PMS5003,UM10,0.0,2025-08-13 20:35:19
DHT22,TEMP,28.35,2025-08-13 20:35:21
DHT22,HUM,69.6,2025-08-13 20:35:21
SCD30,TEMP,27.51,2025-08-13 20:35:32
SCD30,HUM,70.2,2025-08-13 20:35:32
SCD30,CO2,990.27,2025-08-13 20:35:32
ENVIRO,TEMP,26.92,2025-08-13 20:36:10
ENVIRO,HUM,61.88,2025-08-13 20:36:10
ENVIRO,PRES,1005.17,2025-08-13 20:36:10
ENVIRO,LLUM,0.0,2025-08-13 20:36:10
DHT22,TEMP,28.35,2025-08-13 20:36:22
DHT22,HUM,69.6,2025-08-13 20:36:22
SCD30,TEMP,27.5,2025-08-13 20:36:33
SCD30,HUM,70.31,2025-08-13 20:36:33
SCD30,CO2,989.13,2025-08-13 20:36:33
PMS5003,PM1,1.64,2025-08-13 20:37:01
PMS5003,PM25,2.59,2025-08-13 20:37:01
PMS5003,PM10,3.27,2025-08-13 20:37:01
PMS5003,UM03,498.14,2025-08-13 20:37:01
PMS5003,UM05,141.09,2025-08-13 20:37:01
PMS5003,UM1,20.09,2025-08-13 20:37:01
PMS5003,UM25,0.55,2025-08-13 20:37:01
PMS5003,UM5,0.55,2025-08-13 20:37:01
PMS5003,UM10,0.18,2025-08-13 20:37:01
ENVIRO,TEMP,27.14,2025-08-13 20:37:11
ENVIRO,HUM,61.87,2025-08-13 20:37:11
ENVIRO,PRES,1005.15,2025-08-13 20:37:11
ENVIRO,LLUM,0.0,2025-08-13 20:37:11
DHT22,TEMP,28.25,2025-08-13 20:37:24
DHT22,HUM,69.6,2025-08-13 20:37:24
SCD30,TEMP,27.54,2025-08-13 20:37:34
SCD30,HUM,70.22,2025-08-13 20:37:34
SCD30,CO2,988.21,2025-08-13 20:37:34
ENVIRO,TEMP,26.49,2025-08-13 20:38:12
ENVIRO,HUM,61.87,2025-08-13 20:38:12
ENVIRO,PRES,1005.14,2025-08-13 20:38:12
ENVIRO,LLUM,0.0,2025-08-13 20:38:12
DHT22,TEMP,28.35,2025-08-13 20:38:25
DHT22,HUM,69.7,2025-08-13 20:38:25
SCD30,TEMP,27.51,2025-08-13 20:38:35
SCD30,HUM,70.2,2025-08-13 20:38:35
SCD30,CO2,987.76,2025-08-13 20:38:35
PMS5003,PM1,1.57,2025-08-13 20:38:42
PMS5003,PM25,3.52,2025-08-13 20:38:42
PMS5003,PM10,3.52,2025-08-13 20:38:42
PMS5003,UM03,524.45,2025-08-13 20:38:42
PMS5003,UM05,130.68,2025-08-13 20:38:42
PMS5003,UM1,28.41,2025-08-13 20:38:42
PMS5003,UM25,0.5,2025-08-13 20:38:42
PMS5003,UM5,0.0,2025-08-13 20:38:42
PMS5003,UM10,0.0,2025-08-13 20:38:42
ENVIRO,TEMP,26.7,2025-08-13 20:39:13
ENVIRO,HUM,61.87,2025-08-13 20:39:13
ENVIRO,PRES,1005.12,2025-08-13 20:39:13
ENVIRO,LLUM,0.0,2025-08-13 20:39:13
DHT22,TEMP,28.25,2025-08-13 20:39:26
DHT22,HUM,69.7,2025-08-13 20:39:26
SCD30,TEMP,27.51,2025-08-13 20:39:36
SCD30,HUM,70.2,2025-08-13 20:39:36
SCD30,CO2,985.51,2025-08-13 20:39:36
ENVIRO,TEMP,26.92,2025-08-13 20:40:14
ENVIRO,HUM,61.87,2025-08-13 20:40:14
ENVIRO,PRES,1005.11,2025-08-13 20:40:14
ENVIRO,LLUM,0.0,2025-08-13 20:40:14
PMS5003,PM1,2.02,2025-08-13 20:40:24
PMS5003,PM25,3.27,2025-08-13 20:40:24
PMS5003,PM10,3.27,2025-08-13 20:40:24
PMS5003,UM03,438.55,2025-08-13 20:40:24
PMS5003,UM05,129.86,2025-08-13 20:40:24
PMS5003,UM1,36.09,2025-08-13 20:40:24
PMS5003,UM25,0.68,2025-08-13 20:40:24
PMS5003,UM5,0.0,2025-08-13 20:40:24
PMS5003,UM10,0.0,2025-08-13 20:40:24
DHT22,TEMP,28.25,2025-08-13 20:40:27
DHT22,HUM,69.7,2025-08-13 20:40:27
SCD30,TEMP,27.51,2025-08-13 20:40:37
SCD30,HUM,70.18,2025-08-13 20:40:37
SCD30,CO2,984.08,2025-08-13 20:40:37
ENVIRO,TEMP,26.49,2025-08-13 20:41:15
ENVIRO,HUM,61.88,2025-08-13 20:41:15
ENVIRO,PRES,1005.1,2025-08-13 20:41:15
ENVIRO,LLUM,0.0,2025-08-13 20:41:15
DHT22,TEMP,28.25,2025-08-13 20:41:29
DHT22,HUM,69.7,2025-08-13 20:41:29
SCD30,TEMP,27.51,2025-08-13 20:41:38
SCD30,HUM,70.23,2025-08-13 20:41:38
SCD30,CO2,982.92,2025-08-13 20:41:38
PMS5003,PM1,1.25,2025-08-13 20:42:06
PMS5003,PM25,3.16,2025-08-13 20:42:06
PMS5003,PM10,3.16,2025-08-13 20:42:06
PMS5003,UM03,503.32,2025-08-13 20:42:06
PMS5003,UM05,134.95,2025-08-13 20:42:06
PMS5003,UM1,28.95,2025-08-13 20:42:06
PMS5003,UM25,1.09,2025-08-13 20:42:06
PMS5003,UM5,0.0,2025-08-13 20:42:06
PMS5003,UM10,0.0,2025-08-13 20:42:06
ENVIRO,TEMP,26.7,2025-08-13 20:42:16
ENVIRO,HUM,61.88,2025-08-13 20:42:16
ENVIRO,PRES,1005.09,2025-08-13 20:42:16
ENVIRO,LLUM,0.0,2025-08-13 20:42:16
DHT22,TEMP,28.25,2025-08-13 20:42:30
DHT22,HUM,69.7,2025-08-13 20:42:30
SCD30,TEMP,27.51,2025-08-13 20:42:39
SCD30,HUM,70.23,2025-08-13 20:42:39
SCD30,CO2,986.21,2025-08-13 20:42:39
ENVIRO,TEMP,26.7,2025-08-13 20:43:17
ENVIRO,HUM,61.88,2025-08-13 20:43:17
ENVIRO,PRES,1005.09,2025-08-13 20:43:17
ENVIRO,LLUM,0.0,2025-08-13 20:43:17
DHT22,TEMP,28.35,2025-08-13 20:43:31
DHT22,HUM,69.7,2025-08-13 20:43:31
SCD30,TEMP,27.51,2025-08-13 20:43:40
SCD30,HUM,70.18,2025-08-13 20:43:40
SCD30,CO2,985.48,2025-08-13 20:43:40
PMS5003,PM1,2.23,2025-08-13 20:43:47
PMS5003,PM25,3.3,2025-08-13 20:43:47
PMS5003,PM10,3.61,2025-08-13 20:43:47
PMS5003,UM03,531.0,2025-08-13 20:43:47
PMS5003,UM05,143.77,2025-08-13 20:43:47
PMS5003,UM1,23.45,2025-08-13 20:43:47
PMS5003,UM25,0.18,2025-08-13 20:43:47
PMS5003,UM5,0.18,2025-08-13 20:43:47
PMS5003,UM10,0.0,2025-08-13 20:43:47
ENVIRO,TEMP,26.91,2025-08-13 20:44:18
ENVIRO,HUM,61.87,2025-08-13 20:44:18
ENVIRO,PRES,1005.08,2025-08-13 20:44:18
ENVIRO,LLUM,0.0,2025-08-13 20:44:18
DHT22,TEMP,28.35,2025-08-13 20:44:32
DHT22,HUM,69.7,2025-08-13 20:44:32
SCD30,TEMP,27.53,2025-08-13 20:44:41
SCD30,HUM,70.25,2025-08-13 20:44:41
SCD30,CO2,985.97,2025-08-13 20:44:41
ENVIRO,TEMP,27.14,2025-08-13 20:45:19
ENVIRO,HUM,61.86,2025-08-13 20:45:19
ENVIRO,PRES,1005.08,2025-08-13 20:45:19
ENVIRO,LLUM,0.0,2025-08-13 20:45:19
PMS5003,PM1,1.64,2025-08-13 20:45:29
PMS5003,PM25,3.41,2025-08-13 20:45:29
PMS5003,PM10,3.41,2025-08-13 20:45:29
PMS5003,UM03,511.23,2025-08-13 20:45:29
PMS5003,UM05,145.86,2025-08-13 20:45:29
PMS5003,UM1,29.23,2025-08-13 20:45:29
PMS5003,UM25,0.73,2025-08-13 20:45:29
PMS5003,UM5,0.0,2025-08-13 20:45:29
PMS5003,UM10,0.0,2025-08-13 20:45:29
DHT22,TEMP,28.25,2025-08-13 20:45:34
DHT22,HUM,69.7,2025-08-13 20:45:34
SCD30,TEMP,27.51,2025-08-13 20:45:42
SCD30,HUM,70.16,2025-08-13 20:45:42
SCD30,CO2,984.61,2025-08-13 20:45:42
ENVIRO,TEMP,26.7,2025-08-13 20:46:20
ENVIRO,HUM,61.86,2025-08-13 20:46:20
ENVIRO,PRES,1005.06,2025-08-13 20:46:20
ENVIRO,LLUM,0.0,2025-08-13 20:46:20
DHT22,TEMP,28.35,2025-08-13 20:46:35
DHT22,HUM,69.7,2025-08-13 20:46:35
SCD30,TEMP,27.53,2025-08-13 20:46:43
SCD30,HUM,70.2,2025-08-13 20:46:43
SCD30,CO2,983.35,2025-08-13 20:46:43
PMS5003,PM1,1.7,2025-08-13 20:47:11
PMS5003,PM25,3.43,2025-08-13 20:47:11
PMS5003,PM10,3.43,2025-08-13 20:47:11
PMS5003,UM03,545.05,2025-08-13 20:47:11
PMS5003,UM05,142.05,2025-08-13 20:47:11
PMS5003,UM1,28.41,2025-08-13 20:47:11
PMS5003,UM25,0.14,2025-08-13 20:47:11
PMS5003,UM5,0.0,2025-08-13 20:47:11
PMS5003,UM10,0.0,2025-08-13 20:47:11
ENVIRO,TEMP,26.7,2025-08-13 20:47:21
ENVIRO,HUM,61.87,2025-08-13 20:47:21
ENVIRO,PRES,1005.05,2025-08-13 20:47:21
ENVIRO,LLUM,0.0,2025-08-13 20:47:21
DHT22,TEMP,28.25,2025-08-13 20:47:36
DHT22,HUM,69.7,2025-08-13 20:47:36
SCD30,TEMP,27.53,2025-08-13 20:47:44
SCD30,HUM,70.18,2025-08-13 20:47:44
SCD30,CO2,982.4,2025-08-13 20:47:44
ENVIRO,TEMP,26.69,2025-08-13 20:48:22
ENVIRO,HUM,61.87,2025-08-13 20:48:22
ENVIRO,PRES,1005.04,2025-08-13 20:48:22
ENVIRO,LLUM,0.0,2025-08-13 20:48:22
DHT22,TEMP,28.35,2025-08-13 20:48:38
DHT22,HUM,69.7,2025-08-13 20:48:38
SCD30,TEMP,27.51,2025-08-13 20:48:45
SCD30,HUM,70.2,2025-08-13 20:48:45
SCD30,CO2,986.18,2025-08-13 20:48:45
PMS5003,PM1,1.91,2025-08-13 20:48:52
PMS5003,PM25,4.16,2025-08-13 20:48:52
PMS5003,PM10,4.16,2025-08-13 20:48:52
PMS5003,UM03,571.91,2025-08-13 20:48:52
PMS5003,UM05,155.5,2025-08-13 20:48:52
PMS5003,UM1,37.14,2025-08-13 20:48:52
PMS5003,UM25,1.64,2025-08-13 20:48:52
PMS5003,UM5,0.0,2025-08-13 20:48:52
PMS5003,UM10,0.0,2025-08-13 20:48:52
ENVIRO,TEMP,26.47,2025-08-13 20:49:23
ENVIRO,HUM,61.88,2025-08-13 20:49:23
ENVIRO,PRES,1005.03,2025-08-13 20:49:23
ENVIRO,LLUM,0.0,2025-08-13 20:49:23
DHT22,TEMP,28.25,2025-08-13 20:49:39
DHT22,HUM,69.7,2025-08-13 20:49:39
SCD30,TEMP,27.53,2025-08-13 20:49:46
SCD30,HUM,70.22,2025-08-13 20:49:46
SCD30,CO2,984.04,2025-08-13 20:49:46
ENVIRO,TEMP,26.67,2025-08-13 20:50:24
ENVIRO,HUM,61.87,2025-08-13 20:50:24
ENVIRO,PRES,1005.01,2025-08-13 20:50:24
ENVIRO,LLUM,0.0,2025-08-13 20:50:24
PMS5003,PM1,2.32,2025-08-13 20:50:34
PMS5003,PM25,3.7,2025-08-13 20:50:34
PMS5003,PM10,3.7,2025-08-13 20:50:34
PMS5003,UM03,536.73,2025-08-13 20:50:34
PMS5003,UM05,156.64,2025-08-13 20:50:34
PMS5003,UM1,24.45,2025-08-13 20:50:34
PMS5003,UM25,0.32,2025-08-13 20:50:34
PMS5003,UM5,0.0,2025-08-13 20:50:34
PMS5003,UM10,0.0,2025-08-13 20:50:34
DHT22,TEMP,28.25,2025-08-13 20:50:40
DHT22,HUM,69.7,2025-08-13 20:50:40
SCD30,TEMP,27.51,2025-08-13 20:50:47
SCD30,HUM,70.16,2025-08-13 20:50:47
SCD30,CO2,983.98,2025-08-13 20:50:47
ENVIRO,TEMP,26.45,2025-08-13 20:51:25
ENVIRO,HUM,61.89,2025-08-13 20:51:25
ENVIRO,PRES,1005.0,2025-08-13 20:51:25
ENVIRO,LLUM,0.0,2025-08-13 20:51:25
DHT22,TEMP,28.25,2025-08-13 20:51:41
DHT22,HUM,69.6,2025-08-13 20:51:41
SCD30,TEMP,27.51,2025-08-13 20:51:48
SCD30,HUM,70.18,2025-08-13 20:51:48
SCD30,CO2,984.47,2025-08-13 20:51:48
PMS5003,PM1,2.05,2025-08-13 20:52:16
PMS5003,PM25,3.52,2025-08-13 20:52:16
PMS5003,PM10,3.8,2025-08-13 20:52:16
PMS5003,UM03,573.41,2025-08-13 20:52:16
PMS5003,UM05,152.64,2025-08-13 20:52:16
PMS5003,UM1,28.5,2025-08-13 20:52:16
PMS5003,UM25,0.55,2025-08-13 20:52:16
PMS5003,UM5,0.55,2025-08-13 20:52:16
PMS5003,UM10,0.0,2025-08-13 20:52:16
ENVIRO,TEMP,27.11,2025-08-13 20:52:26
ENVIRO,HUM,61.88,2025-08-13 20:52:26
ENVIRO,PRES,1004.99,2025-08-13 20:52:26
ENVIRO,LLUM,0.0,2025-08-13 20:52:26
DHT22,TEMP,28.25,2025-08-13 20:52:43
DHT22,HUM,69.6,2025-08-13 20:52:43
SCD30,TEMP,27.53,2025-08-13 20:52:49
SCD30,HUM,70.2,2025-08-13 20:52:49
SCD30,CO2,987.22,2025-08-13 20:52:49
ENVIRO,TEMP,26.89,2025-08-13 20:53:28
ENVIRO,HUM,61.87,2025-08-13 20:53:28
ENVIRO,PRES,1004.98,2025-08-13 20:53:28
ENVIRO,LLUM,0.0,2025-08-13 20:53:28
DHT22,TEMP,28.25,2025-08-13 20:53:44
DHT22,HUM,69.6,2025-08-13 20:53:44
SCD30,TEMP,27.51,2025-08-13 20:53:50
SCD30,HUM,70.2,2025-08-13 20:53:50
SCD30,CO2,987.56,2025-08-13 20:53:50
PMS5003,PM1,1.64,2025-08-13 20:53:57
PMS5003,PM25,3.82,2025-08-13 20:53:57
PMS5003,PM10,3.82,2025-08-13 20:53:57
PMS5003,UM03,558.55,2025-08-13 20:53:57
PMS5003,UM05,148.32,2025-08-13 20:53:57
PMS5003,UM1,21.36,2025-08-13 20:53:57
PMS5003,UM25,2.68,2025-08-13 20:53:57
PMS5003,UM5,0.0,2025-08-13 20:53:57
PMS5003,UM10,0.0,2025-08-13 20:53:57
ENVIRO,TEMP,26.45,2025-08-13 20:54:29
ENVIRO,HUM,61.87,2025-08-13 20:54:29
ENVIRO,PRES,1004.96,2025-08-13 20:54:29
ENVIRO,LLUM,0.0,2025-08-13 20:54:29
DHT22,TEMP,28.25,2025-08-13 20:54:45
DHT22,HUM,69.7,2025-08-13 20:54:45
SCD30,TEMP,27.51,2025-08-13 20:54:51
SCD30,HUM,70.2,2025-08-13 20:54:51
SCD30,CO2,987.84,2025-08-13 20:54:51
ENVIRO,TEMP,27.11,2025-08-13 20:55:30
ENVIRO,HUM,61.88,2025-08-13 20:55:30
ENVIRO,PRES,1004.99,2025-08-13 20:55:30
ENVIRO,LLUM,0.0,2025-08-13 20:55:30
PMS5003,PM1,2.2,2025-08-13 20:55:39
PMS5003,PM25,4.11,2025-08-13 20:55:39
PMS5003,PM10,4.11,2025-08-13 20:55:39
PMS5003,UM03,497.18,2025-08-13 20:55:39
PMS5003,UM05,155.91,2025-08-13 20:55:39
PMS5003,UM1,24.23,2025-08-13 20:55:39
PMS5003,UM25,1.27,2025-08-13 20:55:39
PMS5003,UM5,0.0,2025-08-13 20:55:39
PMS5003,UM10,0.0,2025-08-13 20:55:39
DHT22,TEMP,28.25,2025-08-13 20:55:46
DHT22,HUM,69.7,2025-08-13 20:55:46
SCD30,TEMP,27.5,2025-08-13 20:55:52
SCD30,HUM,70.13,2025-08-13 20:55:52
SCD30,CO2,986.17,2025-08-13 20:55:52
ENVIRO,TEMP,26.67,2025-08-13 20:56:31
ENVIRO,HUM,61.88,2025-08-13 20:56:31
ENVIRO,PRES,1004.99,2025-08-13 20:56:31
ENVIRO,LLUM,0.0,2025-08-13 20:56:31
DHT22,TEMP,28.25,2025-08-13 20:56:48
DHT22,HUM,69.7,2025-08-13 20:56:48
SCD30,TEMP,27.54,2025-08-13 20:56:53
SCD30,HUM,70.22,2025-08-13 20:56:53
SCD30,CO2,984.65,2025-08-13 20:56:53
PMS5003,PM1,2.3,2025-08-13 20:57:21
PMS5003,PM25,3.45,2025-08-13 20:57:21
PMS5003,PM10,3.45,2025-08-13 20:57:21
PMS5003,UM03,546.95,2025-08-13 20:57:21
PMS5003,UM05,164.0,2025-08-13 20:57:21
PMS5003,UM1,24.64,2025-08-13 20:57:21
PMS5003,UM25,0.0,2025-08-13 20:57:21
PMS5003,UM5,0.0,2025-08-13 20:57:21
PMS5003,UM10,0.0,2025-08-13 20:57:21
ENVIRO,TEMP,26.88,2025-08-13 20:57:32
ENVIRO,HUM,61.88,2025-08-13 20:57:32
ENVIRO,PRES,1004.98,2025-08-13 20:57:32
ENVIRO,LLUM,0.0,2025-08-13 20:57:32
DHT22,TEMP,28.25,2025-08-13 20:57:49
DHT22,HUM,69.7,2025-08-13 20:57:49
SCD30,TEMP,27.51,2025-08-13 20:57:54
SCD30,HUM,70.23,2025-08-13 20:57:54
SCD30,CO2,983.18,2025-08-13 20:57:54
ENVIRO,TEMP,26.67,2025-08-13 20:58:33
ENVIRO,HUM,61.88,2025-08-13 20:58:33
ENVIRO,PRES,1004.98,2025-08-13 20:58:33
ENVIRO,LLUM,0.0,2025-08-13 20:58:33
DHT22,TEMP,28.25,2025-08-13 20:58:50
DHT22,HUM,69.6,2025-08-13 20:58:50
SCD30,TEMP,27.51,2025-08-13 20:58:55
SCD30,HUM,70.11,2025-08-13 20:58:55
SCD30,CO2,979.0,2025-08-13 20:58:55
PMS5003,PM1,1.45,2025-08-13 20:59:02
PMS5003,PM25,3.23,2025-08-13 20:59:02
PMS5003,PM10,3.36,2025-08-13 20:59:02
PMS5003,UM03,469.23,2025-08-13 20:59:02
PMS5003,UM05,141.82,2025-08-13 20:59:02
PMS5003,UM1,24.68,2025-08-13 20:59:02
PMS5003,UM25,0.32,2025-08-13 20:59:02
PMS5003,UM5,0.27,2025-08-13 20:59:02
PMS5003,UM10,0.0,2025-08-13 20:59:02
ENVIRO,TEMP,26.88,2025-08-13 20:59:34
ENVIRO,HUM,61.88,2025-08-13 20:59:34
ENVIRO,PRES,1005.0,2025-08-13 20:59:34
ENVIRO,LLUM,0.0,2025-08-13 20:59:34
DHT22,TEMP,28.25,2025-08-13 20:59:51
DHT22,HUM,69.7,2025-08-13 20:59:51
SCD30,TEMP,27.51,2025-08-13 20:59:56
SCD30,HUM,70.07,2025-08-13 20:59:56
SCD30,CO2,978.5,2025-08-13 20:59:56
ENVIRO,TEMP,26.89,2025-08-13 21:00:35
ENVIRO,HUM,61.86,2025-08-13 21:00:35
