id_sensor,id_parameter,value,created_at
SCD30,TEMP,26.36,2025-08-12 10:03:48
SCD30,HUM,64.42,2025-08-12 10:03:48
SCD30,CO2,1424.04,2025-08-12 10:03:48
ENVIRO,TEMP,6.22,2025-08-12 10:03:55
ENVIRO,HUM,106.77,2025-08-12 10:03:55
ENVIRO,PRES,636.94,2025-08-12 10:03:55
ENVIRO,LLUM,23.16,2025-08-12 10:03:55
DHT22,TEMP,18.25,2025-08-12 10:04:05
DHT22,HUM,87.6,2025-08-12 10:04:05
PMS5003,PM1,5.14,2025-08-12 10:04:34
PMS5003,PM25,8.16,2025-08-12 10:04:34
PMS5003,PM10,8.19,2025-08-12 10:04:34
PMS5003,UM03,968.79,2025-08-12 10:04:34
PMS5003,UM05,286.63,2025-08-12 10:04:34
PMS5003,UM1,57.3,2025-08-12 10:04:34
PMS5003,UM25,0.86,2025-08-12 10:04:34
PMS5003,UM5,0.0,2025-08-12 10:04:34
PMS5003,UM10,0.0,2025-08-12 10:04:34
SCD30,TEMP,25.0,2025-08-12 10:04:49
SCD30,HUM,70.44,2025-08-12 10:04:49
SCD30,CO2,1435.92,2025-08-12 10:04:49
ENVIRO,TEMP,17.43,2025-08-12 10:04:56
ENVIRO,HUM,82.09,2025-08-12 10:04:56
ENVIRO,PRES,1007.27,2025-08-12 10:04:56
ENVIRO,LLUM,23.16,2025-08-12 10:04:56
DHT22,TEMP,18.45,2025-08-12 10:05:07
DHT22,HUM,87.0,2025-08-12 10:05:07
SCD30,TEMP,24.08,2025-08-12 10:05:50
SCD30,HUM,74.87,2025-08-12 10:05:50
SCD30,CO2,1443.53,2025-08-12 10:05:50
ENVIRO,TEMP,18.74,2025-08-12 10:05:57
ENVIRO,HUM,80.24,2025-08-12 10:05:57
ENVIRO,PRES,1007.3,2025-08-12 10:05:57
ENVIRO,LLUM,23.16,2025-08-12 10:05:57
DHT22,TEMP,18.55,2025-08-12 10:06:08
DHT22,HUM,86.8,2025-08-12 10:06:08
PMS5003,PM1,4.84,2025-08-12 10:06:16
PMS5003,PM25,7.89,2025-08-12 10:06:16
PMS5003,PM10,8.3,2025-08-12 10:06:16
PMS5003,UM03,891.14,2025-08-12 10:06:16
PMS5003,UM05,267.75,2025-08-12 10:06:16
PMS5003,UM1,55.68,2025-08-12 10:06:16
PMS5003,UM25,2.09,2025-08-12 10:06:16
PMS5003,UM5,0.32,2025-08-12 10:06:16
PMS5003,UM10,0.0,2025-08-12 10:06:16
SCD30,TEMP,23.41,2025-08-12 10:06:51
SCD30,HUM,78.34,2025-08-12 10:06:51
SCD30,CO2,1448.93,2025-08-12 10:06:51
ENVIRO,TEMP,19.2,2025-08-12 10:06:58
ENVIRO,HUM,78.87,2025-08-12 10:06:58
ENVIRO,PRES,1007.28,2025-08-12 10:06:58
ENVIRO,LLUM,23.16,2025-08-12 10:06:58
DHT22,TEMP,18.75,2025-08-12 10:07:10
DHT22,HUM,86.0,2025-08-12 10:07:10
SCD30,TEMP,22.97,2025-08-12 10:07:52
SCD30,HUM,81.12,2025-08-12 10:07:52
SCD30,CO2,1454.46,2025-08-12 10:07:52
PMS5003,PM1,4.73,2025-08-12 10:07:58
PMS5003,PM25,7.7,2025-08-12 10:07:58
PMS5003,PM10,7.95,2025-08-12 10:07:58
PMS5003,UM03,908.11,2025-08-12 10:07:58
PMS5003,UM05,266.18,2025-08-12 10:07:58
PMS5003,UM1,47.27,2025-08-12 10:07:58
PMS5003,UM25,2.8,2025-08-12 10:07:58
PMS5003,UM5,0.18,2025-08-12 10:07:58
PMS5003,UM10,0.0,2025-08-12 10:07:58
ENVIRO,TEMP,19.53,2025-08-12 10:07:59
ENVIRO,HUM,77.57,2025-08-12 10:07:59
ENVIRO,PRES,1007.26,2025-08-12 10:07:59
ENVIRO,LLUM,23.16,2025-08-12 10:07:59
DHT22,TEMP,19.05,2025-08-12 10:08:11
DHT22,HUM,85.9,2025-08-12 10:08:11
SCD30,TEMP,22.76,2025-08-12 10:08:53
SCD30,HUM,81.82,2025-08-12 10:08:53
SCD30,CO2,1555.52,2025-08-12 10:08:53
ENVIRO,TEMP,19.62,2025-08-12 10:09:00
ENVIRO,HUM,75.94,2025-08-12 10:09:00
ENVIRO,PRES,1007.27,2025-08-12 10:09:00
ENVIRO,LLUM,23.16,2025-08-12 10:09:00
DHT22,TEMP,19.25,2025-08-12 10:09:12
DHT22,HUM,85.0,2025-08-12 10:09:12
PMS5003,PM1,3.36,2025-08-12 10:09:39
PMS5003,PM25,5.59,2025-08-12 10:09:39
PMS5003,PM10,5.59,2025-08-12 10:09:39
PMS5003,UM03,793.77,2025-08-12 10:09:39
PMS5003,UM05,229.77,2025-08-12 10:09:39
PMS5003,UM1,32.36,2025-08-12 10:09:39
PMS5003,UM25,0.0,2025-08-12 10:09:39
PMS5003,UM5,0.0,2025-08-12 10:09:39
PMS5003,UM10,0.0,2025-08-12 10:09:39
SCD30,TEMP,22.69,2025-08-12 10:09:54
SCD30,HUM,80.9,2025-08-12 10:09:54
SCD30,CO2,1513.56,2025-08-12 10:09:54
ENVIRO,TEMP,20.4,2025-08-12 10:10:01
ENVIRO,HUM,74.19,2025-08-12 10:10:01
ENVIRO,PRES,1007.25,2025-08-12 10:10:01
ENVIRO,LLUM,23.16,2025-08-12 10:10:01
DHT22,TEMP,19.35,2025-08-12 10:10:13
DHT22,HUM,84.7,2025-08-12 10:10:13
SCD30,TEMP,22.61,2025-08-12 10:10:55
SCD30,HUM,82.77,2025-08-12 10:10:55
SCD30,CO2,1518.38,2025-08-12 10:10:55
ENVIRO,TEMP,20.89,2025-08-12 10:11:02
ENVIRO,HUM,73.67,2025-08-12 10:11:02
ENVIRO,PRES,1007.3,2025-08-12 10:11:02
ENVIRO,LLUM,23.16,2025-08-12 10:11:02
DHT22,TEMP,19.55,2025-08-12 10:11:15
DHT22,HUM,84.3,2025-08-12 10:11:15
PMS5003,PM1,4.59,2025-08-12 10:11:21
PMS5003,PM25,7.2,2025-08-12 10:11:21
PMS5003,PM10,7.68,2025-08-12 10:11:21
PMS5003,UM03,873.75,2025-08-12 10:11:21
PMS5003,UM05,256.11,2025-08-12 10:11:21
PMS5003,UM1,53.09,2025-08-12 10:11:21
PMS5003,UM25,1.34,2025-08-12 10:11:21
PMS5003,UM5,0.48,2025-08-12 10:11:21
PMS5003,UM10,0.0,2025-08-12 10:11:21
SCD30,TEMP,22.65,2025-08-12 10:11:56
SCD30,HUM,81.71,2025-08-12 10:11:56
SCD30,CO2,1520.83,2025-08-12 10:11:56
ENVIRO,TEMP,21.07,2025-08-12 10:12:03
ENVIRO,HUM,72.95,2025-08-12 10:12:03
ENVIRO,PRES,1007.29,2025-08-12 10:12:03
ENVIRO,LLUM,23.16,2025-08-12 10:12:03
DHT22,TEMP,19.65,2025-08-12 10:12:16
DHT22,HUM,83.9,2025-08-12 10:12:16
SCD30,TEMP,22.69,2025-08-12 10:12:57
SCD30,HUM,81.86,2025-08-12 10:12:57
SCD30,CO2,1525.88,2025-08-12 10:12:57
PMS5003,PM1,5.14,2025-08-12 10:13:03
PMS5003,PM25,6.45,2025-08-12 10:13:03
PMS5003,PM10,6.45,2025-08-12 10:13:03
PMS5003,UM03,874.23,2025-08-12 10:13:03
PMS5003,UM05,253.02,2025-08-12 10:13:03
PMS5003,UM1,37.82,2025-08-12 10:13:03
PMS5003,UM25,0.14,2025-08-12 10:13:03
PMS5003,UM5,0.0,2025-08-12 10:13:03
PMS5003,UM10,0.0,2025-08-12 10:13:03
ENVIRO,TEMP,21.21,2025-08-12 10:13:04
ENVIRO,HUM,72.62,2025-08-12 10:13:04
ENVIRO,PRES,1007.25,2025-08-12 10:13:04
ENVIRO,LLUM,23.16,2025-08-12 10:13:04
DHT22,TEMP,19.85,2025-08-12 10:13:17
DHT22,HUM,83.5,2025-08-12 10:13:17
SCD30,TEMP,22.74,2025-08-12 10:13:58
SCD30,HUM,82.54,2025-08-12 10:13:58
SCD30,CO2,1545.16,2025-08-12 10:13:58
ENVIRO,TEMP,21.46,2025-08-12 10:14:05
ENVIRO,HUM,72.2,2025-08-12 10:14:05
ENVIRO,PRES,1007.24,2025-08-12 10:14:05
ENVIRO,LLUM,22.94,2025-08-12 10:14:05
DHT22,TEMP,20.05,2025-08-12 10:14:19
DHT22,HUM,83.2,2025-08-12 10:14:19
PMS5003,PM1,6.07,2025-08-12 10:14:44
PMS5003,PM25,8.82,2025-08-12 10:14:44
PMS5003,PM10,8.89,2025-08-12 10:14:44
PMS5003,UM03,979.3,2025-08-12 10:14:44
PMS5003,UM05,288.68,2025-08-12 10:14:44
PMS5003,UM1,54.45,2025-08-12 10:14:44
PMS5003,UM25,0.82,2025-08-12 10:14:44
PMS5003,UM5,0.0,2025-08-12 10:14:44
PMS5003,UM10,0.0,2025-08-12 10:14:44
SCD30,TEMP,22.91,2025-08-12 10:14:59
SCD30,HUM,80.54,2025-08-12 10:14:59
SCD30,CO2,1556.49,2025-08-12 10:14:59
ENVIRO,TEMP,22.56,2025-08-12 10:15:06
ENVIRO,HUM,71.17,2025-08-12 10:15:06
ENVIRO,PRES,1007.27,2025-08-12 10:15:06
ENVIRO,LLUM,22.94,2025-08-12 10:15:06
DHT22,TEMP,20.15,2025-08-12 10:15:20
DHT22,HUM,82.8,2025-08-12 10:15:20
SCD30,TEMP,23.03,2025-08-12 10:16:00
SCD30,HUM,80.4,2025-08-12 10:16:00
SCD30,CO2,1562.92,2025-08-12 10:16:00
ENVIRO,TEMP,21.76,2025-08-12 10:16:07
ENVIRO,HUM,70.79,2025-08-12 10:16:07
ENVIRO,PRES,1007.19,2025-08-12 10:16:07
ENVIRO,LLUM,22.27,2025-08-12 10:16:07
DHT22,TEMP,20.25,2025-08-12 10:16:21
DHT22,HUM,82.4,2025-08-12 10:16:21
PMS5003,PM1,2.89,2025-08-12 10:16:26
PMS5003,PM25,4.52,2025-08-12 10:16:26
PMS5003,PM10,4.61,2025-08-12 10:16:26
PMS5003,UM03,751.57,2025-08-12 10:16:26
PMS5003,UM05,211.82,2025-08-12 10:16:26
PMS5003,UM1,26.05,2025-08-12 10:16:26
PMS5003,UM25,1.16,2025-08-12 10:16:26
PMS5003,UM5,0.0,2025-08-12 10:16:26
PMS5003,UM10,0.0,2025-08-12 10:16:26
SCD30,TEMP,23.1,2025-08-12 10:17:01
SCD30,HUM,79.73,2025-08-12 10:17:01
SCD30,CO2,1569.43,2025-08-12 10:17:01
ENVIRO,TEMP,22.4,2025-08-12 10:17:08
ENVIRO,HUM,70.25,2025-08-12 10:17:08
ENVIRO,PRES,1007.18,2025-08-12 10:17:08
ENVIRO,LLUM,22.27,2025-08-12 10:17:08
DHT22,TEMP,20.35,2025-08-12 10:17:22
DHT22,HUM,82.2,2025-08-12 10:17:22
SCD30,TEMP,23.18,2025-08-12 10:18:02
SCD30,HUM,79.12,2025-08-12 10:18:02
SCD30,CO2,1573.71,2025-08-12 10:18:02
PMS5003,PM1,4.16,2025-08-12 10:18:08
PMS5003,PM25,6.16,2025-08-12 10:18:08
PMS5003,PM10,6.43,2025-08-12 10:18:08
PMS5003,UM03,864.14,2025-08-12 10:18:08
PMS5003,UM05,249.75,2025-08-12 10:18:08
PMS5003,UM1,41.14,2025-08-12 10:18:08
PMS5003,UM25,1.98,2025-08-12 10:18:08
PMS5003,UM5,0.32,2025-08-12 10:18:08
PMS5003,UM10,0.0,2025-08-12 10:18:08
ENVIRO,TEMP,22.01,2025-08-12 10:18:10
ENVIRO,HUM,69.88,2025-08-12 10:18:10
ENVIRO,PRES,1007.19,2025-08-12 10:18:10
ENVIRO,LLUM,22.94,2025-08-12 10:18:10
DHT22,TEMP,20.45,2025-08-12 10:18:24
DHT22,HUM,81.9,2025-08-12 10:18:24
SCD30,TEMP,23.3,2025-08-12 10:19:03
SCD30,HUM,78.66,2025-08-12 10:19:03
SCD30,CO2,1575.99,2025-08-12 10:19:03
ENVIRO,TEMP,22.45,2025-08-12 10:19:11
ENVIRO,HUM,69.69,2025-08-12 10:19:11
ENVIRO,PRES,1007.25,2025-08-12 10:19:11
ENVIRO,LLUM,22.94,2025-08-12 10:19:11
DHT22,TEMP,20.55,2025-08-12 10:19:25
DHT22,HUM,81.6,2025-08-12 10:19:25
PMS5003,PM1,5.68,2025-08-12 10:19:49
PMS5003,PM25,8.34,2025-08-12 10:19:49
PMS5003,PM10,8.57,2025-08-12 10:19:49
PMS5003,UM03,905.66,2025-08-12 10:19:49
PMS5003,UM05,275.05,2025-08-12 10:19:49
PMS5003,UM1,50.14,2025-08-12 10:19:49
PMS5003,UM25,1.0,2025-08-12 10:19:49
PMS5003,UM5,0.11,2025-08-12 10:19:49
PMS5003,UM10,0.0,2025-08-12 10:19:49
SCD30,TEMP,23.36,2025-08-12 10:20:05
SCD30,HUM,78.72,2025-08-12 10:20:05
SCD30,CO2,1587.34,2025-08-12 10:20:05
ENVIRO,TEMP,22.72,2025-08-12 10:20:12
ENVIRO,HUM,69.28,2025-08-12 10:20:12
ENVIRO,PRES,1007.24,2025-08-12 10:20:12
ENVIRO,LLUM,22.27,2025-08-12 10:20:12
DHT22,TEMP,20.65,2025-08-12 10:20:26
DHT22,HUM,81.3,2025-08-12 10:20:26
SCD30,TEMP,23.49,2025-08-12 10:21:06
SCD30,HUM,78.28,2025-08-12 10:21:06
SCD30,CO2,1598.14,2025-08-12 10:21:06
ENVIRO,TEMP,22.58,2025-08-12 10:21:13
ENVIRO,HUM,68.96,2025-08-12 10:21:13
ENVIRO,PRES,1007.22,2025-08-12 10:21:13
ENVIRO,LLUM,22.94,2025-08-12 10:21:13
DHT22,TEMP,20.85,2025-08-12 10:21:27
DHT22,HUM,81.2,2025-08-12 10:21:27
PMS5003,PM1,4.93,2025-08-12 10:21:31
PMS5003,PM25,7.43,2025-08-12 10:21:31
PMS5003,PM10,7.57,2025-08-12 10:21:31
PMS5003,UM03,923.59,2025-08-12 10:21:31
PMS5003,UM05,267.48,2025-08-12 10:21:31
PMS5003,UM1,43.32,2025-08-12 10:21:31
PMS5003,UM25,0.93,2025-08-12 10:21:31
PMS5003,UM5,0.0,2025-08-12 10:21:31
PMS5003,UM10,0.0,2025-08-12 10:21:31
SCD30,TEMP,23.65,2025-08-12 10:22:07
SCD30,HUM,77.56,2025-08-12 10:22:07
SCD30,CO2,1605.64,2025-08-12 10:22:07
ENVIRO,TEMP,22.64,2025-08-12 10:22:14
ENVIRO,HUM,68.46,2025-08-12 10:22:14
ENVIRO,PRES,1007.24,2025-08-12 10:22:14
ENVIRO,LLUM,22.94,2025-08-12 10:22:14
DHT22,TEMP,20.95,2025-08-12 10:22:29
DHT22,HUM,80.5,2025-08-12 10:22:29
SCD30,TEMP,23.78,2025-08-12 10:23:08
SCD30,HUM,76.33,2025-08-12 10:23:08
SCD30,CO2,1603.18,2025-08-12 10:23:08
PMS5003,PM1,2.34,2025-08-12 10:23:13
PMS5003,PM25,4.66,2025-08-12 10:23:13
PMS5003,PM10,5.8,2025-08-12 10:23:13
PMS5003,UM03,602.18,2025-08-12 10:23:13
PMS5003,UM05,174.14,2025-08-12 10:23:13
PMS5003,UM1,34.89,2025-08-12 10:23:13
PMS5003,UM25,2.8,2025-08-12 10:23:13
PMS5003,UM5,1.0,2025-08-12 10:23:13
PMS5003,UM10,0.59,2025-08-12 10:23:13
ENVIRO,TEMP,22.83,2025-08-12 10:23:15
ENVIRO,HUM,67.96,2025-08-12 10:23:15
ENVIRO,PRES,1007.28,2025-08-12 10:23:15
ENVIRO,LLUM,22.94,2025-08-12 10:23:15
DHT22,TEMP,21.05,2025-08-12 10:23:30
DHT22,HUM,80.2,2025-08-12 10:23:30
SCD30,TEMP,23.89,2025-08-12 10:24:09
SCD30,HUM,75.88,2025-08-12 10:24:09
SCD30,CO2,1602.64,2025-08-12 10:24:09
ENVIRO,TEMP,23.04,2025-08-12 10:24:16
ENVIRO,HUM,67.71,2025-08-12 10:24:16
ENVIRO,PRES,1007.28,2025-08-12 10:24:16
ENVIRO,LLUM,22.94,2025-08-12 10:24:16
DHT22,TEMP,21.15,2025-08-12 10:24:31
DHT22,HUM,80.0,2025-08-12 10:24:31
PMS5003,PM1,3.89,2025-08-12 10:24:54
PMS5003,PM25,5.59,2025-08-12 10:24:54
PMS5003,PM10,5.77,2025-08-12 10:24:54
PMS5003,UM03,717.41,2025-08-12 10:24:54
PMS5003,UM05,219.43,2025-08-12 10:24:54
PMS5003,UM1,41.73,2025-08-12 10:24:54
PMS5003,UM25,1.55,2025-08-12 10:24:54
PMS5003,UM5,0.0,2025-08-12 10:24:54
PMS5003,UM10,0.0,2025-08-12 10:24:54
SCD30,TEMP,23.96,2025-08-12 10:25:10
SCD30,HUM,76.18,2025-08-12 10:25:10
SCD30,CO2,1605.95,2025-08-12 10:25:10
ENVIRO,TEMP,23.47,2025-08-12 10:25:17
ENVIRO,HUM,67.51,2025-08-12 10:25:17
ENVIRO,PRES,1007.22,2025-08-12 10:25:17
ENVIRO,LLUM,22.94,2025-08-12 10:25:17
DHT22,TEMP,21.25,2025-08-12 10:25:33
DHT22,HUM,79.7,2025-08-12 10:25:33
SCD30,TEMP,24.06,2025-08-12 10:26:11
SCD30,HUM,75.59,2025-08-12 10:26:11
SCD30,CO2,1614.12,2025-08-12 10:26:11
ENVIRO,TEMP,23.2,2025-08-12 10:26:18
ENVIRO,HUM,67.2,2025-08-12 10:26:18
ENVIRO,PRES,1007.23,2025-08-12 10:26:18
ENVIRO,LLUM,22.94,2025-08-12 10:26:18
DHT22,TEMP,21.25,2025-08-12 10:26:34
DHT22,HUM,79.5,2025-08-12 10:26:34
PMS5003,PM1,4.57,2025-08-12 10:26:36
PMS5003,PM25,6.66,2025-08-12 10:26:36
PMS5003,PM10,6.75,2025-08-12 10:26:36
PMS5003,UM03,879.34,2025-08-12 10:26:36
PMS5003,UM05,255.0,2025-08-12 10:26:36
PMS5003,UM1,34.66,2025-08-12 10:26:36
PMS5003,UM25,0.7,2025-08-12 10:26:36
PMS5003,UM5,0.0,2025-08-12 10:26:36
PMS5003,UM10,0.0,2025-08-12 10:26:36
SCD30,TEMP,24.19,2025-08-12 10:27:12
SCD30,HUM,74.27,2025-08-12 10:27:12
SCD30,CO2,1616.74,2025-08-12 10:27:12
ENVIRO,TEMP,24.02,2025-08-12 10:27:19
ENVIRO,HUM,66.78,2025-08-12 10:27:19
ENVIRO,PRES,1007.28,2025-08-12 10:27:19
ENVIRO,LLUM,22.94,2025-08-12 10:27:19
DHT22,TEMP,21.35,2025-08-12 10:27:35
DHT22,HUM,79.6,2025-08-12 10:27:35
SCD30,TEMP,24.23,2025-08-12 10:28:13
SCD30,HUM,74.8,2025-08-12 10:28:13
SCD30,CO2,1623.09,2025-08-12 10:28:13
PMS5003,PM1,4.93,2025-08-12 10:28:18
PMS5003,PM25,7.68,2025-08-12 10:28:18
PMS5003,PM10,7.89,2025-08-12 10:28:18
PMS5003,UM03,886.09,2025-08-12 10:28:18
PMS5003,UM05,258.18,2025-08-12 10:28:18
PMS5003,UM1,54.68,2025-08-12 10:28:18
PMS5003,UM25,0.59,2025-08-12 10:28:18
PMS5003,UM5,0.0,2025-08-12 10:28:18
PMS5003,UM10,0.0,2025-08-12 10:28:18
ENVIRO,TEMP,23.92,2025-08-12 10:28:20
ENVIRO,HUM,66.71,2025-08-12 10:28:20
ENVIRO,PRES,1007.24,2025-08-12 10:28:20
ENVIRO,LLUM,22.94,2025-08-12 10:28:20
DHT22,TEMP,21.45,2025-08-12 10:28:36
DHT22,HUM,79.3,2025-08-12 10:28:36
SCD30,TEMP,24.35,2025-08-12 10:29:14
SCD30,HUM,73.65,2025-08-12 10:29:14
SCD30,CO2,1631.11,2025-08-12 10:29:14
ENVIRO,TEMP,23.35,2025-08-12 10:29:21
ENVIRO,HUM,66.36,2025-08-12 10:29:21
ENVIRO,PRES,1007.26,2025-08-12 10:29:21
ENVIRO,LLUM,22.94,2025-08-12 10:29:21
DHT22,TEMP,21.45,2025-08-12 10:29:38
DHT22,HUM,79.3,2025-08-12 10:29:38
PMS5003,PM1,4.43,2025-08-12 10:29:59
PMS5003,PM25,7.18,2025-08-12 10:29:59
PMS5003,PM10,7.27,2025-08-12 10:29:59
PMS5003,UM03,896.59,2025-08-12 10:29:59
PMS5003,UM05,259.93,2025-08-12 10:29:59
PMS5003,UM1,47.59,2025-08-12 10:29:59
PMS5003,UM25,1.16,2025-08-12 10:29:59
PMS5003,UM5,0.0,2025-08-12 10:29:59
PMS5003,UM10,0.0,2025-08-12 10:29:59
SCD30,TEMP,24.37,2025-08-12 10:30:15
SCD30,HUM,73.23,2025-08-12 10:30:15
SCD30,CO2,1641.0,2025-08-12 10:30:15
ENVIRO,TEMP,23.53,2025-08-12 10:30:22
ENVIRO,HUM,66.45,2025-08-12 10:30:22
ENVIRO,PRES,1007.25,2025-08-12 10:30:22
ENVIRO,LLUM,22.94,2025-08-12 10:30:22
DHT22,TEMP,21.35,2025-08-12 10:30:39
DHT22,HUM,79.3,2025-08-12 10:30:39
SCD30,TEMP,24.32,2025-08-12 10:31:16
SCD30,HUM,73.68,2025-08-12 10:31:16
SCD30,CO2,1651.72,2025-08-12 10:31:16
ENVIRO,TEMP,23.94,2025-08-12 10:31:23
ENVIRO,HUM,66.41,2025-08-12 10:31:23
ENVIRO,PRES,1007.25,2025-08-12 10:31:23
ENVIRO,LLUM,22.94,2025-08-12 10:31:23
DHT22,TEMP,21.35,2025-08-12 10:31:40
DHT22,HUM,79.3,2025-08-12 10:31:40
PMS5003,PM1,4.73,2025-08-12 10:31:41
PMS5003,PM25,6.43,2025-08-12 10:31:41
PMS5003,PM10,6.77,2025-08-12 10:31:41
PMS5003,UM03,753.27,2025-08-12 10:31:41
PMS5003,UM05,234.52,2025-08-12 10:31:41
PMS5003,UM1,34.36,2025-08-12 10:31:41
PMS5003,UM25,1.3,2025-08-12 10:31:41
PMS5003,UM5,0.45,2025-08-12 10:31:41
PMS5003,UM10,0.0,2025-08-12 10:31:41
SCD30,TEMP,24.37,2025-08-12 10:32:17
SCD30,HUM,73.43,2025-08-12 10:32:17
SCD30,CO2,1658.15,2025-08-12 10:32:17
ENVIRO,TEMP,23.72,2025-08-12 10:32:24
ENVIRO,HUM,66.32,2025-08-12 10:32:24
ENVIRO,PRES,1007.26,2025-08-12 10:32:24
ENVIRO,LLUM,22.94,2025-08-12 10:32:24
DHT22,TEMP,21.35,2025-08-12 10:32:41
DHT22,HUM,79.2,2025-08-12 10:32:41
SCD30,TEMP,24.35,2025-08-12 10:33:18
SCD30,HUM,74.01,2025-08-12 10:33:18
SCD30,CO2,1670.14,2025-08-12 10:33:18
PMS5003,PM1,4.7,2025-08-12 10:33:23
PMS5003,PM25,6.64,2025-08-12 10:33:23
PMS5003,PM10,6.8,2025-08-12 10:33:23
PMS5003,UM03,851.32,2025-08-12 10:33:23
PMS5003,UM05,245.75,2025-08-12 10:33:23
PMS5003,UM1,36.48,2025-08-12 10:33:23
PMS5003,UM25,0.68,2025-08-12 10:33:23
PMS5003,UM5,0.0,2025-08-12 10:33:23
PMS5003,UM10,0.0,2025-08-12 10:33:23
ENVIRO,TEMP,23.38,2025-08-12 10:33:25
ENVIRO,HUM,66.4,2025-08-12 10:33:25
ENVIRO,PRES,1007.26,2025-08-12 10:33:25
ENVIRO,LLUM,22.94,2025-08-12 10:33:25
DHT22,TEMP,21.45,2025-08-12 10:33:43
DHT22,HUM,79.1,2025-08-12 10:33:43
SCD30,TEMP,24.4,2025-08-12 10:34:19
SCD30,HUM,73.6,2025-08-12 10:34:19
SCD30,CO2,1678.61,2025-08-12 10:34:19
ENVIRO,TEMP,23.76,2025-08-12 10:34:26
ENVIRO,HUM,66.14,2025-08-12 10:34:26
ENVIRO,PRES,1007.24,2025-08-12 10:34:26
ENVIRO,LLUM,22.94,2025-08-12 10:34:26
DHT22,TEMP,21.45,2025-08-12 10:34:44
DHT22,HUM,78.9,2025-08-12 10:34:44
PMS5003,PM1,5.18,2025-08-12 10:35:04
PMS5003,PM25,6.93,2025-08-12 10:35:04
PMS5003,PM10,7.2,2025-08-12 10:35:04
PMS5003,UM03,865.64,2025-08-12 10:35:04
PMS5003,UM05,259.91,2025-08-12 10:35:04
PMS5003,UM1,36.18,2025-08-12 10:35:04
PMS5003,UM25,1.05,2025-08-12 10:35:04
PMS5003,UM5,0.36,2025-08-12 10:35:04
PMS5003,UM10,0.0,2025-08-12 10:35:04
SCD30,TEMP,24.4,2025-08-12 10:35:20
SCD30,HUM,72.94,2025-08-12 10:35:20
SCD30,CO2,1683.34,2025-08-12 10:35:20
ENVIRO,TEMP,23.89,2025-08-12 10:35:27
ENVIRO,HUM,65.79,2025-08-12 10:35:27
ENVIRO,PRES,1007.29,2025-08-12 10:35:27
ENVIRO,LLUM,22.94,2025-08-12 10:35:27
DHT22,TEMP,21.45,2025-08-12 10:35:45
DHT22,HUM,78.9,2025-08-12 10:35:45
SCD30,TEMP,24.42,2025-08-12 10:36:21
SCD30,HUM,73.31,2025-08-12 10:36:21
SCD30,CO2,1683.52,2025-08-12 10:36:21
ENVIRO,TEMP,24.19,2025-08-12 10:36:28
ENVIRO,HUM,65.74,2025-08-12 10:36:28
ENVIRO,PRES,1007.3,2025-08-12 10:36:28
ENVIRO,LLUM,22.94,2025-08-12 10:36:28
PMS5003,PM1,4.73,2025-08-12 10:36:46
PMS5003,PM25,7.11,2025-08-12 10:36:46
PMS5003,PM10,7.48,2025-08-12 10:36:46
PMS5003,UM03,767.73,2025-08-12 10:36:46
PMS5003,UM05,231.68,2025-08-12 10:36:46
PMS5003,UM1,42.86,2025-08-12 10:36:46
PMS5003,UM25,0.93,2025-08-12 10:36:46
PMS5003,UM5,0.18,2025-08-12 10:36:46
PMS5003,UM10,0.0,2025-08-12 10:36:46
DHT22,TEMP,21.45,2025-08-12 10:36:46
DHT22,HUM,78.7,2025-08-12 10:36:46
SCD30,TEMP,24.35,2025-08-12 10:37:22
SCD30,HUM,73.48,2025-08-12 10:37:22
SCD30,CO2,1688.43,2025-08-12 10:37:22
ENVIRO,TEMP,23.82,2025-08-12 10:37:29
ENVIRO,HUM,65.77,2025-08-12 10:37:29
ENVIRO,PRES,1007.3,2025-08-12 10:37:29
ENVIRO,LLUM,22.94,2025-08-12 10:37:29
DHT22,TEMP,21.65,2025-08-12 10:37:48
DHT22,HUM,78.6,2025-08-12 10:37:48
SCD30,TEMP,24.52,2025-08-12 10:38:23
SCD30,HUM,72.77,2025-08-12 10:38:23
SCD30,CO2,1694.99,2025-08-12 10:38:23
PMS5003,PM1,3.61,2025-08-12 10:38:28
PMS5003,PM25,5.73,2025-08-12 10:38:28
PMS5003,PM10,6.07,2025-08-12 10:38:28
PMS5003,UM03,692.18,2025-08-12 10:38:28
PMS5003,UM05,217.89,2025-08-12 10:38:28
PMS5003,UM1,23.86,2025-08-12 10:38:28
PMS5003,UM25,2.11,2025-08-12 10:38:28
PMS5003,UM5,0.2,2025-08-12 10:38:28
PMS5003,UM10,0.0,2025-08-12 10:38:28
ENVIRO,TEMP,23.99,2025-08-12 10:38:30
ENVIRO,HUM,65.51,2025-08-12 10:38:30
ENVIRO,PRES,1007.28,2025-08-12 10:38:30
ENVIRO,LLUM,22.94,2025-08-12 10:38:30
DHT22,TEMP,21.75,2025-08-12 10:38:49
DHT22,HUM,78.5,2025-08-12 10:38:49
SCD30,TEMP,24.51,2025-08-12 10:39:24
SCD30,HUM,73.38,2025-08-12 10:39:24
SCD30,CO2,1701.26,2025-08-12 10:39:24
ENVIRO,TEMP,24.13,2025-08-12 10:39:31
ENVIRO,HUM,65.5,2025-08-12 10:39:31
ENVIRO,PRES,1007.3,2025-08-12 10:39:31
ENVIRO,LLUM,22.94,2025-08-12 10:39:31
