id_sensor,id_parameter,value,created_at
SCD30,HUM,71.54,2025-08-12 18:28:19
SCD30,CO2,2110.89,2025-08-12 18:28:19
ENVIRO,TEMP,28.54,2025-08-12 18:28:23
ENVIRO,HUM,64.32,2025-08-12 18:28:23
ENVIRO,PRES,1004.78,2025-08-12 18:28:23
ENVIRO,LLUM,0.0,2025-08-12 18:28:23
DHT22,TEMP,27.15,2025-08-12 18:28:33
DHT22,HUM,76.8,2025-08-12 18:28:33
SCD30,TEMP,28.66,2025-08-12 18:29:20
SCD30,HUM,71.41,2025-08-12 18:29:20
SCD30,CO2,2103.77,2025-08-12 18:29:20
ENVIRO,TEMP,27.91,2025-08-12 18:29:24
ENVIRO,HUM,64.28,2025-08-12 18:29:24
ENVIRO,PRES,1004.77,2025-08-12 18:29:24
ENVIRO,LLUM,0.0,2025-08-12 18:29:24
PMS5003,PM1,2.93,2025-08-12 18:29:32
PMS5003,PM25,3.57,2025-08-12 18:29:32
PMS5003,PM10,4.34,2025-08-12 18:29:32
PMS5003,UM03,626.05,2025-08-12 18:29:32
PMS5003,UM05,181.09,2025-08-12 18:29:32
PMS5003,UM1,22.77,2025-08-12 18:29:32
PMS5003,UM25,0.98,2025-08-12 18:29:32
PMS5003,UM5,0.98,2025-08-12 18:29:32
PMS5003,UM10,0.0,2025-08-12 18:29:32
DHT22,TEMP,27.15,2025-08-12 18:29:34
DHT22,HUM,76.7,2025-08-12 18:29:34
SCD30,TEMP,28.66,2025-08-12 18:30:22
SCD30,HUM,71.27,2025-08-12 18:30:22
SCD30,CO2,2104.89,2025-08-12 18:30:22
ENVIRO,TEMP,28.35,2025-08-12 18:30:25
ENVIRO,HUM,64.23,2025-08-12 18:30:25
ENVIRO,PRES,1004.76,2025-08-12 18:30:25
ENVIRO,LLUM,0.0,2025-08-12 18:30:25
DHT22,TEMP,27.25,2025-08-12 18:30:35
DHT22,HUM,76.6,2025-08-12 18:30:35
PMS5003,PM1,2.7,2025-08-12 18:31:13
PMS5003,PM25,4.57,2025-08-12 18:31:13
PMS5003,PM10,4.59,2025-08-12 18:31:13
PMS5003,UM03,648.34,2025-08-12 18:31:13
PMS5003,UM05,185.23,2025-08-12 18:31:13
PMS5003,UM1,31.41,2025-08-12 18:31:13
PMS5003,UM25,0.7,2025-08-12 18:31:13
PMS5003,UM5,0.0,2025-08-12 18:31:13
PMS5003,UM10,0.0,2025-08-12 18:31:13
SCD30,TEMP,28.63,2025-08-12 18:31:23
SCD30,HUM,71.21,2025-08-12 18:31:23
SCD30,CO2,2100.46,2025-08-12 18:31:23
ENVIRO,TEMP,27.92,2025-08-12 18:31:26
ENVIRO,HUM,64.18,2025-08-12 18:31:26
ENVIRO,PRES,1004.74,2025-08-12 18:31:26
ENVIRO,LLUM,0.0,2025-08-12 18:31:26
DHT22,TEMP,27.25,2025-08-12 18:31:37
DHT22,HUM,76.5,2025-08-12 18:31:37
SCD30,TEMP,28.69,2025-08-12 18:32:24
SCD30,HUM,71.16,2025-08-12 18:32:24
SCD30,CO2,2097.64,2025-08-12 18:32:24
ENVIRO,TEMP,28.13,2025-08-12 18:32:27
ENVIRO,HUM,64.16,2025-08-12 18:32:27
ENVIRO,PRES,1004.73,2025-08-12 18:32:27
ENVIRO,LLUM,0.0,2025-08-12 18:32:27
DHT22,TEMP,27.25,2025-08-12 18:32:38
DHT22,HUM,76.5,2025-08-12 18:32:38
PMS5003,PM1,1.91,2025-08-12 18:32:55
PMS5003,PM25,3.43,2025-08-12 18:32:55
PMS5003,PM10,3.91,2025-08-12 18:32:55
PMS5003,UM03,485.86,2025-08-12 18:32:55
PMS5003,UM05,143.05,2025-08-12 18:32:55
PMS5003,UM1,26.16,2025-08-12 18:32:55
PMS5003,UM25,1.55,2025-08-12 18:32:55
PMS5003,UM5,0.82,2025-08-12 18:32:55
PMS5003,UM10,0.0,2025-08-12 18:32:55
SCD30,TEMP,28.69,2025-08-12 18:33:25
SCD30,HUM,70.95,2025-08-12 18:33:25
SCD30,CO2,2094.71,2025-08-12 18:33:25
ENVIRO,TEMP,28.79,2025-08-12 18:33:28
ENVIRO,HUM,64.11,2025-08-12 18:33:28
ENVIRO,PRES,1004.73,2025-08-12 18:33:28
ENVIRO,LLUM,0.0,2025-08-12 18:33:28
DHT22,TEMP,27.25,2025-08-12 18:33:39
DHT22,HUM,76.3,2025-08-12 18:33:39
SCD30,TEMP,28.69,2025-08-12 18:34:26
SCD30,HUM,70.87,2025-08-12 18:34:26
SCD30,CO2,2089.81,2025-08-12 18:34:26
ENVIRO,TEMP,28.6,2025-08-12 18:34:29
ENVIRO,HUM,64.06,2025-08-12 18:34:29
ENVIRO,PRES,1004.73,2025-08-12 18:34:29
ENVIRO,LLUM,0.0,2025-08-12 18:34:29
PMS5003,PM1,2.36,2025-08-12 18:34:37
PMS5003,PM25,4.07,2025-08-12 18:34:37
PMS5003,PM10,4.07,2025-08-12 18:34:37
PMS5003,UM03,548.25,2025-08-12 18:34:37
PMS5003,UM05,159.32,2025-08-12 18:34:37
PMS5003,UM1,29.52,2025-08-12 18:34:37
PMS5003,UM25,1.02,2025-08-12 18:34:37
PMS5003,UM5,0.0,2025-08-12 18:34:37
PMS5003,UM10,0.0,2025-08-12 18:34:37
DHT22,TEMP,27.25,2025-08-12 18:34:40
DHT22,HUM,76.4,2025-08-12 18:34:40
SCD30,TEMP,28.69,2025-08-12 18:35:27
SCD30,HUM,70.78,2025-08-12 18:35:27
SCD30,CO2,2084.81,2025-08-12 18:35:27
ENVIRO,TEMP,28.4,2025-08-12 18:35:30
ENVIRO,HUM,64.01,2025-08-12 18:35:30
ENVIRO,PRES,1004.77,2025-08-12 18:35:30
ENVIRO,LLUM,0.0,2025-08-12 18:35:30
DHT22,TEMP,27.25,2025-08-12 18:35:42
DHT22,HUM,76.2,2025-08-12 18:35:42
PMS5003,PM1,1.93,2025-08-12 18:36:18
PMS5003,PM25,2.8,2025-08-12 18:36:18
PMS5003,PM10,2.8,2025-08-12 18:36:18
PMS5003,UM03,547.16,2025-08-12 18:36:18
PMS5003,UM05,155.82,2025-08-12 18:36:18
PMS5003,UM1,21.64,2025-08-12 18:36:18
PMS5003,UM25,0.0,2025-08-12 18:36:18
PMS5003,UM5,0.0,2025-08-12 18:36:18
PMS5003,UM10,0.0,2025-08-12 18:36:18
SCD30,TEMP,28.74,2025-08-12 18:36:28
SCD30,HUM,70.67,2025-08-12 18:36:28
SCD30,CO2,2082.14,2025-08-12 18:36:28
ENVIRO,TEMP,28.2,2025-08-12 18:36:31
ENVIRO,HUM,63.98,2025-08-12 18:36:31
ENVIRO,PRES,1004.77,2025-08-12 18:36:31
ENVIRO,LLUM,0.0,2025-08-12 18:36:31
DHT22,TEMP,27.35,2025-08-12 18:36:43
DHT22,HUM,76.2,2025-08-12 18:36:43
SCD30,TEMP,28.73,2025-08-12 18:37:29
SCD30,HUM,70.63,2025-08-12 18:37:29
SCD30,CO2,2079.86,2025-08-12 18:37:29
ENVIRO,TEMP,27.99,2025-08-12 18:37:32
ENVIRO,HUM,63.95,2025-08-12 18:37:32
ENVIRO,PRES,1004.76,2025-08-12 18:37:32
ENVIRO,LLUM,0.0,2025-08-12 18:37:32
DHT22,TEMP,27.35,2025-08-12 18:37:44
DHT22,HUM,76.1,2025-08-12 18:37:44
PMS5003,PM1,2.93,2025-08-12 18:38:00
PMS5003,PM25,4.0,2025-08-12 18:38:00
PMS5003,PM10,4.0,2025-08-12 18:38:00
PMS5003,UM03,605.05,2025-08-12 18:38:00
PMS5003,UM05,179.91,2025-08-12 18:38:00
PMS5003,UM1,26.7,2025-08-12 18:38:00
PMS5003,UM25,0.11,2025-08-12 18:38:00
PMS5003,UM5,0.0,2025-08-12 18:38:00
PMS5003,UM10,0.0,2025-08-12 18:38:00
SCD30,TEMP,28.74,2025-08-12 18:38:30
SCD30,HUM,70.48,2025-08-12 18:38:30
SCD30,CO2,2077.09,2025-08-12 18:38:30
ENVIRO,TEMP,28.01,2025-08-12 18:38:33
ENVIRO,HUM,63.89,2025-08-12 18:38:33
ENVIRO,PRES,1004.76,2025-08-12 18:38:33
ENVIRO,LLUM,0.0,2025-08-12 18:38:33
DHT22,TEMP,27.35,2025-08-12 18:38:45
DHT22,HUM,76.1,2025-08-12 18:38:45
SCD30,TEMP,28.74,2025-08-12 18:39:31
SCD30,HUM,70.4,2025-08-12 18:39:31
SCD30,CO2,2070.9,2025-08-12 18:39:31
ENVIRO,TEMP,29.13,2025-08-12 18:39:34
ENVIRO,HUM,63.85,2025-08-12 18:39:34
ENVIRO,PRES,1004.78,2025-08-12 18:39:34
ENVIRO,LLUM,0.0,2025-08-12 18:39:34
PMS5003,PM1,1.8,2025-08-12 18:39:42
PMS5003,PM25,3.7,2025-08-12 18:39:42
PMS5003,PM10,3.7,2025-08-12 18:39:42
PMS5003,UM03,476.11,2025-08-12 18:39:42
PMS5003,UM05,148.64,2025-08-12 18:39:42
PMS5003,UM1,31.77,2025-08-12 18:39:42
PMS5003,UM25,1.16,2025-08-12 18:39:42
PMS5003,UM5,0.0,2025-08-12 18:39:42
PMS5003,UM10,0.0,2025-08-12 18:39:42
DHT22,TEMP,27.35,2025-08-12 18:39:47
DHT22,HUM,76.0,2025-08-12 18:39:47
SCD30,TEMP,28.76,2025-08-12 18:40:32
SCD30,HUM,70.32,2025-08-12 18:40:32
SCD30,CO2,2063.22,2025-08-12 18:40:32
ENVIRO,TEMP,28.27,2025-08-12 18:40:35
ENVIRO,HUM,63.82,2025-08-12 18:40:35
ENVIRO,PRES,1004.71,2025-08-12 18:40:35
ENVIRO,LLUM,0.0,2025-08-12 18:40:35
DHT22,TEMP,27.35,2025-08-12 18:40:48
DHT22,HUM,76.0,2025-08-12 18:40:48
PMS5003,PM1,2.5,2025-08-12 18:41:23
PMS5003,PM25,3.95,2025-08-12 18:41:23
PMS5003,PM10,4.3,2025-08-12 18:41:23
PMS5003,UM03,588.27,2025-08-12 18:41:23
PMS5003,UM05,177.36,2025-08-12 18:41:23
PMS5003,UM1,28.5,2025-08-12 18:41:23
PMS5003,UM25,1.2,2025-08-12 18:41:23
PMS5003,UM5,0.18,2025-08-12 18:41:23
PMS5003,UM10,0.0,2025-08-12 18:41:23
SCD30,TEMP,28.77,2025-08-12 18:41:33
SCD30,HUM,70.23,2025-08-12 18:41:33
SCD30,CO2,2056.92,2025-08-12 18:41:33
ENVIRO,TEMP,28.06,2025-08-12 18:41:36
ENVIRO,HUM,63.77,2025-08-12 18:41:36
ENVIRO,PRES,1004.7,2025-08-12 18:41:36
ENVIRO,LLUM,0.0,2025-08-12 18:41:36
DHT22,TEMP,27.35,2025-08-12 18:41:49
DHT22,HUM,76.0,2025-08-12 18:41:49
SCD30,TEMP,28.77,2025-08-12 18:42:34
SCD30,HUM,70.13,2025-08-12 18:42:34
SCD30,CO2,2048.7,2025-08-12 18:42:34
ENVIRO,TEMP,28.49,2025-08-12 18:42:37
ENVIRO,HUM,63.74,2025-08-12 18:42:37
ENVIRO,PRES,1004.7,2025-08-12 18:42:37
ENVIRO,LLUM,0.0,2025-08-12 18:42:37
DHT22,TEMP,27.35,2025-08-12 18:42:51
DHT22,HUM,75.9,2025-08-12 18:42:51
PMS5003,PM1,3.05,2025-08-12 18:43:05
PMS5003,PM25,4.18,2025-08-12 18:43:05
PMS5003,PM10,4.18,2025-08-12 18:43:05
PMS5003,UM03,616.57,2025-08-12 18:43:05
PMS5003,UM05,185.23,2025-08-12 18:43:05
PMS5003,UM1,27.2,2025-08-12 18:43:05
PMS5003,UM25,0.14,2025-08-12 18:43:05
PMS5003,UM5,0.0,2025-08-12 18:43:05
PMS5003,UM10,0.0,2025-08-12 18:43:05
SCD30,TEMP,28.8,2025-08-12 18:43:35
SCD30,HUM,70.15,2025-08-12 18:43:35
SCD30,CO2,2045.21,2025-08-12 18:43:35
ENVIRO,TEMP,28.5,2025-08-12 18:43:38
ENVIRO,HUM,63.73,2025-08-12 18:43:38
ENVIRO,PRES,1004.7,2025-08-12 18:43:38
ENVIRO,LLUM,0.0,2025-08-12 18:43:38
DHT22,TEMP,27.45,2025-08-12 18:43:52
DHT22,HUM,75.8,2025-08-12 18:43:52
SCD30,TEMP,28.76,2025-08-12 18:44:36
SCD30,HUM,70.05,2025-08-12 18:44:36
SCD30,CO2,2041.02,2025-08-12 18:44:36
ENVIRO,TEMP,28.51,2025-08-12 18:44:39
ENVIRO,HUM,63.69,2025-08-12 18:44:39
ENVIRO,PRES,1004.66,2025-08-12 18:44:39
ENVIRO,LLUM,0.0,2025-08-12 18:44:39
PMS5003,PM1,2.55,2025-08-12 18:44:47
PMS5003,PM25,4.23,2025-08-12 18:44:47
PMS5003,PM10,4.55,2025-08-12 18:44:47
PMS5003,UM03,622.16,2025-08-12 18:44:47
PMS5003,UM05,180.14,2025-08-12 18:44:47
PMS5003,UM1,24.84,2025-08-12 18:44:47
PMS5003,UM25,0.98,2025-08-12 18:44:47
PMS5003,UM5,0.0,2025-08-12 18:44:47
PMS5003,UM10,0.0,2025-08-12 18:44:47
DHT22,TEMP,27.45,2025-08-12 18:44:53
DHT22,HUM,75.8,2025-08-12 18:44:53
SCD30,TEMP,28.79,2025-08-12 18:45:37
SCD30,HUM,69.93,2025-08-12 18:45:37
SCD30,CO2,2036.52,2025-08-12 18:45:37
ENVIRO,TEMP,28.09,2025-08-12 18:45:40
ENVIRO,HUM,63.65,2025-08-12 18:45:40
ENVIRO,PRES,1004.64,2025-08-12 18:45:40
ENVIRO,LLUM,0.0,2025-08-12 18:45:40
DHT22,TEMP,27.45,2025-08-12 18:45:54
DHT22,HUM,75.7,2025-08-12 18:45:54
PMS5003,PM1,2.32,2025-08-12 18:46:28
PMS5003,PM25,3.3,2025-08-12 18:46:28
PMS5003,PM10,3.73,2025-08-12 18:46:28
PMS5003,UM03,584.59,2025-08-12 18:46:28
PMS5003,UM05,171.66,2025-08-12 18:46:28
PMS5003,UM1,19.61,2025-08-12 18:46:28
PMS5003,UM25,0.55,2025-08-12 18:46:28
PMS5003,UM5,0.0,2025-08-12 18:46:28
PMS5003,UM10,0.0,2025-08-12 18:46:28
SCD30,TEMP,28.77,2025-08-12 18:46:38
SCD30,HUM,69.89,2025-08-12 18:46:38
SCD30,CO2,2028.09,2025-08-12 18:46:38
ENVIRO,TEMP,28.74,2025-08-12 18:46:41
ENVIRO,HUM,63.63,2025-08-12 18:46:41
ENVIRO,PRES,1004.65,2025-08-12 18:46:41
ENVIRO,LLUM,0.0,2025-08-12 18:46:41
DHT22,TEMP,27.45,2025-08-12 18:46:56
DHT22,HUM,75.7,2025-08-12 18:46:56
SCD30,TEMP,28.77,2025-08-12 18:47:39
SCD30,HUM,69.85,2025-08-12 18:47:39
SCD30,CO2,2024.23,2025-08-12 18:47:39
ENVIRO,TEMP,28.09,2025-08-12 18:47:42
ENVIRO,HUM,63.6,2025-08-12 18:47:42
ENVIRO,PRES,1004.63,2025-08-12 18:47:42
ENVIRO,LLUM,0.0,2025-08-12 18:47:42
DHT22,TEMP,27.45,2025-08-12 18:47:57
DHT22,HUM,75.6,2025-08-12 18:47:57
PMS5003,PM1,3.45,2025-08-12 18:48:10
PMS5003,PM25,4.8,2025-08-12 18:48:10
PMS5003,PM10,5.09,2025-08-12 18:48:10
PMS5003,UM03,641.52,2025-08-12 18:48:10
PMS5003,UM05,192.18,2025-08-12 18:48:10
PMS5003,UM1,34.14,2025-08-12 18:48:10
PMS5003,UM25,0.95,2025-08-12 18:48:10
PMS5003,UM5,0.27,2025-08-12 18:48:10
PMS5003,UM10,0.0,2025-08-12 18:48:10
SCD30,TEMP,28.76,2025-08-12 18:48:40
SCD30,HUM,69.87,2025-08-12 18:48:40
SCD30,CO2,2018.68,2025-08-12 18:48:40
ENVIRO,TEMP,28.08,2025-08-12 18:48:43
ENVIRO,HUM,63.59,2025-08-12 18:48:43
ENVIRO,PRES,1004.67,2025-08-12 18:48:43
ENVIRO,LLUM,0.0,2025-08-12 18:48:43
DHT22,TEMP,27.45,2025-08-12 18:48:58
DHT22,HUM,75.6,2025-08-12 18:48:58
SCD30,TEMP,28.77,2025-08-12 18:49:41
SCD30,HUM,69.72,2025-08-12 18:49:41
SCD30,CO2,2016.07,2025-08-12 18:49:41
ENVIRO,TEMP,28.76,2025-08-12 18:49:44
ENVIRO,HUM,63.54,2025-08-12 18:49:44
ENVIRO,PRES,1004.7,2025-08-12 18:49:44
ENVIRO,LLUM,0.0,2025-08-12 18:49:44
PMS5003,PM1,3.25,2025-08-12 18:49:52
PMS5003,PM25,4.91,2025-08-12 18:49:52
PMS5003,PM10,4.91,2025-08-12 18:49:52
PMS5003,UM03,621.27,2025-08-12 18:49:52
PMS5003,UM05,187.14,2025-08-12 18:49:52
PMS5003,UM1,31.34,2025-08-12 18:49:52
PMS5003,UM25,1.36,2025-08-12 18:49:52
PMS5003,UM5,0.0,2025-08-12 18:49:52
PMS5003,UM10,0.0,2025-08-12 18:49:52
DHT22,TEMP,27.45,2025-08-12 18:49:59
DHT22,HUM,75.6,2025-08-12 18:49:59
SCD30,TEMP,28.79,2025-08-12 18:50:42
SCD30,HUM,69.66,2025-08-12 18:50:42
SCD30,CO2,2016.82,2025-08-12 18:50:42
ENVIRO,TEMP,28.77,2025-08-12 18:50:45
ENVIRO,HUM,63.52,2025-08-12 18:50:45
ENVIRO,PRES,1004.73,2025-08-12 18:50:45
ENVIRO,LLUM,0.0,2025-08-12 18:50:45
DHT22,TEMP,27.45,2025-08-12 18:51:01
DHT22,HUM,75.5,2025-08-12 18:51:01
PMS5003,PM1,2.61,2025-08-12 18:51:33
PMS5003,PM25,4.09,2025-08-12 18:51:33
PMS5003,PM10,4.39,2025-08-12 18:51:33
PMS5003,UM03,615.0,2025-08-12 18:51:33
PMS5003,UM05,180.05,2025-08-12 18:51:33
PMS5003,UM1,28.61,2025-08-12 18:51:33
PMS5003,UM25,1.2,2025-08-12 18:51:33
PMS5003,UM5,0.0,2025-08-12 18:51:33
PMS5003,UM10,0.0,2025-08-12 18:51:33
SCD30,TEMP,28.79,2025-08-12 18:51:43
SCD30,HUM,69.62,2025-08-12 18:51:43
SCD30,CO2,2011.41,2025-08-12 18:51:43
ENVIRO,TEMP,28.52,2025-08-12 18:51:46
ENVIRO,HUM,63.53,2025-08-12 18:51:46
ENVIRO,PRES,1004.74,2025-08-12 18:51:46
ENVIRO,LLUM,0.0,2025-08-12 18:51:46
DHT22,TEMP,27.45,2025-08-12 18:52:02
DHT22,HUM,75.5,2025-08-12 18:52:02
SCD30,TEMP,28.79,2025-08-12 18:52:44
SCD30,HUM,69.62,2025-08-12 18:52:44
SCD30,CO2,2008.1,2025-08-12 18:52:44
ENVIRO,TEMP,28.3,2025-08-12 18:52:47
ENVIRO,HUM,63.51,2025-08-12 18:52:47
ENVIRO,PRES,1004.75,2025-08-12 18:52:47
ENVIRO,LLUM,0.0,2025-08-12 18:52:47
DHT22,TEMP,27.45,2025-08-12 18:53:03
DHT22,HUM,75.5,2025-08-12 18:53:03
PMS5003,PM1,2.84,2025-08-12 18:53:15
PMS5003,PM25,4.52,2025-08-12 18:53:15
PMS5003,PM10,4.77,2025-08-12 18:53:15
PMS5003,UM03,644.45,2025-08-12 18:53:15
PMS5003,UM05,191.02,2025-08-12 18:53:15
PMS5003,UM1,33.73,2025-08-12 18:53:15
PMS5003,UM25,0.73,2025-08-12 18:53:15
PMS5003,UM5,0.59,2025-08-12 18:53:15
PMS5003,UM10,0.0,2025-08-12 18:53:15
SCD30,TEMP,28.8,2025-08-12 18:53:45
SCD30,HUM,69.5,2025-08-12 18:53:45
SCD30,CO2,2003.79,2025-08-12 18:53:45
ENVIRO,TEMP,28.74,2025-08-12 18:53:48
ENVIRO,HUM,63.47,2025-08-12 18:53:48
ENVIRO,PRES,1004.77,2025-08-12 18:53:48
ENVIRO,LLUM,0.0,2025-08-12 18:53:48
DHT22,TEMP,27.45,2025-08-12 18:54:04
DHT22,HUM,75.4,2025-08-12 18:54:04
SCD30,TEMP,28.79,2025-08-12 18:54:46
SCD30,HUM,69.48,2025-08-12 18:54:46
SCD30,CO2,1998.51,2025-08-12 18:54:46
ENVIRO,TEMP,28.31,2025-08-12 18:54:49
ENVIRO,HUM,63.45,2025-08-12 18:54:49
ENVIRO,PRES,1004.75,2025-08-12 18:54:49
ENVIRO,LLUM,0.0,2025-08-12 18:54:49
PMS5003,PM1,3.55,2025-08-12 18:54:57
PMS5003,PM25,4.77,2025-08-12 18:54:57
PMS5003,PM10,4.77,2025-08-12 18:54:57
PMS5003,UM03,660.14,2025-08-12 18:54:57
PMS5003,UM05,195.89,2025-08-12 18:54:57
PMS5003,UM1,24.05,2025-08-12 18:54:57
PMS5003,UM25,1.0,2025-08-12 18:54:57
PMS5003,UM5,0.0,2025-08-12 18:54:57
PMS5003,UM10,0.0,2025-08-12 18:54:57
DHT22,TEMP,27.45,2025-08-12 18:55:06
DHT22,HUM,75.4,2025-08-12 18:55:06
SCD30,TEMP,28.79,2025-08-12 18:55:47
SCD30,HUM,69.42,2025-08-12 18:55:47
SCD30,CO2,1995.17,2025-08-12 18:55:47
ENVIRO,TEMP,28.74,2025-08-12 18:55:50
ENVIRO,HUM,63.44,2025-08-12 18:55:50
ENVIRO,PRES,1004.78,2025-08-12 18:55:50
ENVIRO,LLUM,0.0,2025-08-12 18:55:50
DHT22,TEMP,27.55,2025-08-12 18:56:07
DHT22,HUM,75.4,2025-08-12 18:56:07
PMS5003,PM1,3.73,2025-08-12 18:56:38
PMS5003,PM25,5.32,2025-08-12 18:56:38
PMS5003,PM10,5.41,2025-08-12 18:56:38
PMS5003,UM03,737.05,2025-08-12 18:56:38
PMS5003,UM05,221.18,2025-08-12 18:56:38
PMS5003,UM1,39.98,2025-08-12 18:56:38
PMS5003,UM25,0.07,2025-08-12 18:56:38
PMS5003,UM5,0.0,2025-08-12 18:56:38
PMS5003,UM10,0.0,2025-08-12 18:56:38
SCD30,TEMP,28.79,2025-08-12 18:56:48
SCD30,HUM,69.5,2025-08-12 18:56:48
SCD30,CO2,1992.04,2025-08-12 18:56:48
ENVIRO,TEMP,28.77,2025-08-12 18:56:51
ENVIRO,HUM,63.41,2025-08-12 18:56:51
ENVIRO,PRES,1004.81,2025-08-12 18:56:51
ENVIRO,LLUM,0.0,2025-08-12 18:56:51
DHT22,TEMP,27.55,2025-08-12 18:57:08
DHT22,HUM,75.3,2025-08-12 18:57:08
SCD30,TEMP,28.79,2025-08-12 18:57:49
SCD30,HUM,69.37,2025-08-12 18:57:49
SCD30,CO2,1982.84,2025-08-12 18:57:49
ENVIRO,TEMP,28.74,2025-08-12 18:57:52
ENVIRO,HUM,63.4,2025-08-12 18:57:52
ENVIRO,PRES,1004.77,2025-08-12 18:57:52
ENVIRO,LLUM,0.0,2025-08-12 18:57:52
DHT22,TEMP,27.55,2025-08-12 18:58:10
DHT22,HUM,75.3,2025-08-12 18:58:10
PMS5003,PM1,3.34,2025-08-12 18:58:20
PMS5003,PM25,4.23,2025-08-12 18:58:20
PMS5003,PM10,4.41,2025-08-12 18:58:20
PMS5003,UM03,591.89,2025-08-12 18:58:20
PMS5003,UM05,175.95,2025-08-12 18:58:20
PMS5003,UM1,24.93,2025-08-12 18:58:20
PMS5003,UM25,0.82,2025-08-12 18:58:20
PMS5003,UM5,0.41,2025-08-12 18:58:20
PMS5003,UM10,0.0,2025-08-12 18:58:20
SCD30,TEMP,28.79,2025-08-12 18:58:50
SCD30,HUM,69.37,2025-08-12 18:58:50
SCD30,CO2,1982.81,2025-08-12 18:58:50
ENVIRO,TEMP,28.54,2025-08-12 18:58:53
ENVIRO,HUM,63.38,2025-08-12 18:58:53
ENVIRO,PRES,1004.78,2025-08-12 18:58:53
ENVIRO,LLUM,0.0,2025-08-12 18:58:53
DHT22,TEMP,27.55,2025-08-12 18:59:11
DHT22,HUM,75.3,2025-08-12 18:59:11
SCD30,TEMP,28.8,2025-08-12 18:59:51
SCD30,HUM,69.36,2025-08-12 18:59:51
SCD30,CO2,1978.98,2025-08-12 18:59:51
ENVIRO,TEMP,28.54,2025-08-12 18:59:54
ENVIRO,HUM,63.35,2025-08-12 18:59:54
ENVIRO,PRES,1004.74,2025-08-12 18:59:54
ENVIRO,LLUM,0.0,2025-08-12 18:59:54
PMS5003,PM1,3.2,2025-08-12 19:00:02
PMS5003,PM25,4.66,2025-08-12 19:00:02
PMS5003,PM10,4.66,2025-08-12 19:00:02
PMS5003,UM03,627.48,2025-08-12 19:00:02
PMS5003,UM05,184.41,2025-08-12 19:00:02
PMS5003,UM1,32.95,2025-08-12 19:00:02
PMS5003,UM25,0.41,2025-08-12 19:00:02
PMS5003,UM5,0.0,2025-08-12 19:00:02
PMS5003,UM10,0.0,2025-08-12 19:00:02
DHT22,TEMP,27.55,2025-08-12 19:00:12
DHT22,HUM,75.2,2025-08-12 19:00:12
SCD30,TEMP,28.77,2025-08-12 19:00:52
SCD30,HUM,69.36,2025-08-12 19:00:52
SCD30,CO2,1974.26,2025-08-12 19:00:52
ENVIRO,TEMP,28.76,2025-08-12 19:00:56
ENVIRO,HUM,63.34,2025-08-12 19:00:56
ENVIRO,PRES,1004.73,2025-08-12 19:00:56
ENVIRO,LLUM,0.0,2025-08-12 19:00:56
DHT22,TEMP,27.55,2025-08-12 19:01:13
DHT22,HUM,75.2,2025-08-12 19:01:13
PMS5003,PM1,2.75,2025-08-12 19:01:43
PMS5003,PM25,4.45,2025-08-12 19:01:43
PMS5003,PM10,4.64,2025-08-12 19:01:43
PMS5003,UM03,655.3,2025-08-12 19:01:43
PMS5003,UM05,188.36,2025-08-12 19:01:43
PMS5003,UM1,26.27,2025-08-12 19:01:43
PMS5003,UM25,1.25,2025-08-12 19:01:43
PMS5003,UM5,0.0,2025-08-12 19:01:43
PMS5003,UM10,0.0,2025-08-12 19:01:43
SCD30,TEMP,28.8,2025-08-12 19:01:53
SCD30,HUM,69.23,2025-08-12 19:01:53
SCD30,CO2,1972.73,2025-08-12 19:01:53
ENVIRO,TEMP,28.1,2025-08-12 19:01:57
ENVIRO,HUM,63.32,2025-08-12 19:01:57
ENVIRO,PRES,1004.71,2025-08-12 19:01:57
ENVIRO,LLUM,0.0,2025-08-12 19:01:57
DHT22,TEMP,27.55,2025-08-12 19:02:15
DHT22,HUM,75.2,2025-08-12 19:02:15
SCD30,TEMP,28.83,2025-08-12 19:02:54
SCD30,HUM,69.25,2025-08-12 19:02:54
SCD30,CO2,1972.3,2025-08-12 19:02:54
ENVIRO,TEMP,28.52,2025-08-12 19:02:58
ENVIRO,HUM,63.33,2025-08-12 19:02:58
ENVIRO,PRES,1004.72,2025-08-12 19:02:58
ENVIRO,LLUM,0.0,2025-08-12 19:02:58
DHT22,TEMP,27.55,2025-08-12 19:03:16
DHT22,HUM,75.2,2025-08-12 19:03:16
PMS5003,PM1,3.0,2025-08-12 19:03:25
PMS5003,PM25,4.2,2025-08-12 19:03:25
PMS5003,PM10,4.2,2025-08-12 19:03:25
PMS5003,UM03,616.16,2025-08-12 19:03:25
PMS5003,UM05,181.95,2025-08-12 19:03:25
PMS5003,UM1,28.86,2025-08-12 19:03:25
PMS5003,UM25,1.39,2025-08-12 19:03:25
PMS5003,UM5,0.0,2025-08-12 19:03:25
PMS5003,UM10,0.0,2025-08-12 19:03:25
SCD30,TEMP,28.8,2025-08-12 19:03:55
SCD30,HUM,69.13,2025-08-12 19:03:55
SCD30,CO2,1971.85,2025-08-12 19:03:55
ENVIRO,TEMP,28.74,2025-08-12 19:03:59
ENVIRO,HUM,63.31,2025-08-12 19:03:59
ENVIRO,PRES,1004.75,2025-08-12 19:03:59
ENVIRO,LLUM,0.0,2025-08-12 19:03:59
DHT22,TEMP,27.55,2025-08-12 19:04:17
